index 156
DMU 100
input 3
output 3
instance 6
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   26   38   20   26   24   27    63    8
  2   16   18   18   23   23   23    99    6
  3   45   42   26   49   47   50    92   14
  4   34   43   31   31   31   32    65    8
  5   44   40   47   47   48   47    83   11
  6   26   37   48   44   45   44    74   17
  7   15   32   46   36   39   37    72   15
  8   29   35   22   30   28   31    89    4
  9   18   31   17   23   22   24    64    9
 10   43   39   45   43   44   43    83    8
 11   10   30   16   36   35   39    99   18
 12   41   15   36   39   39   36    71   16
 13   45   12   46   32   34   28    68    8
 14   42   17   11   38   36   35    87   16
 15   27   50   30   31   30   34    74    5
 16   40   12   37   33   34   29    90    5
 17   11   40   33   37   38   40    79   16
 18   27   15   45   35   38   33    73   14
 19   36   39   32   39   38   39    86    8
 20   32   30   48   43   45   42    69   18
 21   16   30   33   33   34   35    95    9
 22   32   23   18   28   26   27    99    3
 23   46   36   46   38   39   37    73    7
 24   11   40   48   40   43   43    88   13
 25   42   14   36   42   43   38    94   12
 26   34   18   13   22   21   21    63    8
 27   25   43   27   31   30   33    83    5
 28   25   28   42   41   42   41    70   19
 29   34   48   48   50   50   51    91   11
 30   42   28   11   39   37   39    75   18
 31   43   26   32   49   49   47    92   17
 32   30   40   11   31   28   33    84    8
 33   18   13   46   32   35   31    61   17
 34   39   42   18   26   23   26    73    1
 35   11   23   20   17   18   18    65    6
 36   39   37   40   45   45   45    72   17
 37   35   34   16   30   28   30    79    7
 38   49   15   11   29   26   25    90    4
 39   37   22   17   28   26   26    74    8
 40   14   40   47   34   36   36    73   11
 41   27   29   45   26   28   26    61    6
 42   11   19   11   29   29   30    84   18
 43   22   24   36   34   35   34    81   12
 44   27   34   40   35   36   36    97    3
 45   36   46   15   43   40   45    74   19
 46   38   43   43   56   57   57    98   16
 47   40   15   19   42   41   38    98   16
 48   18   43   20   32   30   35    87    9
 49   49   26   35   49   49   46    87   16
 50   20   12   37   23   26   22    77    6
 51   18   30   19   22   21   23    62    8
 52   47   31   41   40   40   37    93    2
 53   24   37   41   35   36   36    63   14
 54   14   34   40   35   37   37    89   10
 55   44   25   25   39   38   37    96    8
 56   32   28   46   34   35   33    76    7
 57   13   11   35   22   24   21    72    8
 58   43   35   33   31   30   30    68    5
 59   28   43   13   32   30   34    63   14
 60   33   42   16   35   33   36    64   15
 61   39   21   37   33   34   31    73    9
 62   43   41   27   39   37   39    68   13
 63   43   48   15   26   23   27    60    4
 64   48   26   47   45   46   43    61   20
 65   35   39   20   33   31   34    85    6
 66   33   16   44   38   41   35    94    9
 67   34   40   49   38   39   38    71    9
 68   46   46   30   48   46   49    97    8
 69   30   45   27   28   26   29    70    4
 70   25   39   29   39   39   41    77   16
 71   50   46   16   46   42   47    96    9
 72   35   14   16   38   37   35   100   15
 73   46   50   46   53   53   54    87   12
 74   28   27   33   33   34   33    77   11
 75   20   44   35   34   34   36    65   13
 76   46   25   27   50   49   47    97   17
 77   35   46   23   28   26   30    76    2
 78   41   48   42   33   33   34    72    2
 79   48   22   41   44   44   41    62   20
 80   13   49   11   30   28   36    97    8
 81   28   41   18   22   21   24    67    3
 82   38   25   26   30   29   28    78    6
 83   23   31   43   33   35   33    61   14
 84   38   11   23   36   36   33    71   18
 85   25   30   20   25   24   26    96    1
 86   12   35   23   28   28   31    86    9
 87   17   39   41   33   35   35    66   13
 88   30   31   48   37   39   37    71   12
 89   34   35   47   36   38   36    79    6
 90   18   36   24   41   40   43    94   17
 91   10   37   36   40   42   43    82   19
 92   46   27   34   36   35   33    83    5
 93   20   47   32   34   34   37    75   10
 94   23   28   26   31   31   32    87    9
 95   45   38   17   38   36   38    76   12
 96   42   14   32   27   28   24    83    2
 97   18   29   42   43   45   43    90   17
 98   20   38   47   44   46   46    78   18
 99   22   45   18   30   28   34    98    3
100   45   20   45   39   40   36    69   13
