index 187
DMU 100
input 4
output 4
instance 7
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   36   15   13   32   24   27   26   26    91    3
  2   14   29   26   35   38   37   36   36    96   12
  3   28   26   38   25   30   29   30   30    93    3
  4   17   19   15   46   36   39   35   36    97   13
  5   42   28   19   24   29   30   31   31    63   12
  6   12   29   41   32   36   34   34   34    86   11
  7   36   24   18   26   35   37   37   37    65   19
  8   20   27   19   25   22   22   22   22    83    3
  9   32   27   30   43   44   45   44   44    82   17
 10   26   32   30   27   41   40   40   40    88   15
 11   48   12   41   41   43   46   45   45    92   12
 12   12   30   47   35   38   35   34   34    99    6
 13   45   26   34   16   27   26   29   28    80    3
 14   50   37   34   12   48   47   51   51    93   18
 15   11   41   44   30   37   33   33   33    99    4
 16   16   23   34   48   39   40   37   37    91   11
 17   26   15   12   40   21   24   22   22    64    7
 18   44   25   41   11   34   33   36   36    95    6
 19   32   42   26   24   49   48   49   49    95   19
 20   45   45   27   42   31   33   32   32    72    3
 21   23   26   50   28   21   20   20   20    63    1
 22   15   25   43   43   47   46   44   44    97   16
 23   39   26   14   41   33   36   34   35    73   12
 24   33   28   39   49   38   40   38   38    98    2
 25   26   47   11   12   17   17   18   18    63    2
 26   41   47   46   30   54   53   54   54    93   16
 27   12   43   10   24   41   40   39   39    97   18
 28   37   41   23   23   29   29   30   30    74    6
 29   39   39   15   12   42   42   44   45    97   17
 30   47   49   32   29   43   43   44   44    69   16
 31   17   37   16   18   33   32   32   32    61   19
 32   48   43   33   33   55   56   57   57    96   18
 33   37   26   16   43   41   43   42   42    73   19
 34   48   15   47   22   23   23   25   25    73    0
 35   27   19   17   36   20   22   21   21    71    3
 36   23   11   34   46   34   35   33   33    84   10
 37   44   28   20   37   39   41   40   41    64   19
 38   43   34   41   37   47   47   47   47    70   20
 39   39   35   23   37   34   35   34   34    71   10
 40   31   14   14   22   19   21   20   21    68    6
 41   24   26   32   49   41   42   40   40    83   14
 42   19   30   25   48   35   36   33   34    64   15
 43   39   41   27   39   39   40   40   40    86    8
 44   28   27   19   34   44   45   44   44    92   19
 45   38   19   32   49   28   30   28   28    79    1
 46   13   38   42   41   46   44   43   42    98   12
 47   31   15   10   45   26   28   26   27    64   10
 48   14   42   11   29   34   34   33   33    93   11
 49   29   32   38   46   44   44   43   43    71   18
 50   20   32   11   16   31   31   31   31    79   15
 51   29   17   34   12   21   20   21   21    69    5
 52   19   12   47   38   38   37   36   36    93   11
 53   17   18   26   10   18   17   18   18    90    2
 54   35   39   49   16   33   30   33   32    91    1
 55   38   36   27   42   41   43   42   42    85   11
 56   20   14   10   35   15   17   15   15    77    0
 57   48   46   50   23   38   36   38   38    64   11
 58   22   38   48   38   39   37   37   36    94    4
 59   24   39   35   34   46   45   45   45    86   17
 60   21   40   13   37   27   28   26   27    93    1
 61   36   30   19   16   24   24   25   25    60    9
 62   11   49   18   20   27   25   25   25    64   10
 63   20   32   29   37   33   33   31   32    93    5
 64   18   17   39   40   30   29   28   28    96    2
 65   24   44   16   13   31   30   32   32    78   12
 66   29   26   42   47   34   34   33   33    67   10
 67   14   26   18   12   32   31   31   31    88   16
 68   42   50   30   36   38   38   38   38    90    2
 69   45   30   14   28   25   28   28   28    86    1
 70   41   44   21   29   40   40   41   41    62   19
 71   19   30   11   43   39   41   38   38    76   19
 72   46   45   16   31   41   43   43   44    89   11
 73   40   22   45   18   37   36   38   38    81   12
 74   11   13   13   45   15   17   14   15    70    1
 75   43   46   12   10   39   39   41   41    82   16
 76   49   29   18   39   35   37   36   37    69   12
 77   25   47   29   22   39   37   38   38    76   15
 78   15   44   20   46   33   33   31   31    67   11
 79   32   38   17   14   25   25   26   26    69    8
 80   48   25   13   22   33   35   36   36    82   12
 81   41   28   43   36   39   39   39   39    78   10
 82   32   16   39   21   34   34   35   34    95    9
 83   17   48   36   45   37   36   34   34    98    0
 84   27   30   49   46   31   30   30   29    73    3
 85   30   30   46   39   50   50   49   49    97   15
 86   37   49   47   23   34   32   34   33    65    8
 87   32   50   42   35   41   39   40   40    76   10
 88   18   43   12   35   34   35   33   34    77   13
 89   35   11   19   29   40   42   42   42    97   18
 90   46   49   17   47   55   58   56   57    96   17
 91   21   49   48   45   54   52   51   50    92   15
 92   25   40   14   32   35   36   35   35    61   18
 93   21   37   23   14   29   27   28   28    64   13
 94   41   16   22   11   21   21   23   23    65    7
 95   33   26   45   27   36   35   36   36    81   10
 96   17   12   33   17   36   35   36   35    98   17
 97   18   30   26   35   22   22   21   22    63    5
 98   38   25   43   15   40   39   41   41    71   19
 99   45   15   11   12   24   25   27   27    62   12
100   42   34   43   46   51   51   51   51    99   10
