index 244
DMU 150
input 2
output 2
instance 4
DMU   i1   i2   o1   o2   eff  err
  1   40   21   31   26    62    8
  2   48   40   55   52    97   10
  3   40   13   34   27    64   12
  4   16   32   29   34    82   13
  5   42   18   34   25    84    2
  6   45   27   48   43    69   19
  7   12   28   15   19    62    6
  8   31   38   35   37    64   14
  9   29   22   32   30    91    7
 10   43   21   46   38    84   13
 11   48   19   53   41    99   11
 12   29   48   25   31    77    0
 13   37   18   40   34    72   16
 14   12   36   33   42    87   19
 15   29   19   27   24    72    7
 16   20   24   33   35    96   13
 17   18   31   26   31    93    7
 18   36   29   35   32    86    5
 19   31   11   25   18    93    0
 20   43   47   55   57    96   13
 21   43   16   37   26    97    0
 22   19   12   29   27    62   18
 23   45   35   34   31    77    1
 24   11   44   19   29    70    7
 25   35   29   36   34    64   14
 26   42   22   35   30    66   10
 27   29   38   30   33    77    6
 28   16   31   28   34    97   10
 29   50   40   49   46    60   20
 30   18   50   28   40    92    6
 31   25   44   36   43    87   11
 32   37   16   38   33    60   18
 33   12   45   25   37    92    8
 34   48   26   51   43    92   11
 35   36   40   51   52    97   15
 36   40   24   39   32    99    2
 37   43   34   31   28    69    2
 38   28   18   31   27    90    7
 39   28   36   36   39    82   12
 40   11   32   19   27    87    6
 41   22   45   33   39    62   17
 42   44   34   61   57   100   19
 43   35   33   53   52    95   20
 44   13   34   30   36    68   19
 45   25   38   37   42    91   12
 46   11   22   11   15    84    0
 47   23   47   35   42    70   16
 48   32   12   33   25    96    6
 49   19   41   22   30    80    4
 50   19   39   23   30    76    6
 51   22   23   24   24    86    5
 52   33   47   37   41    78    9
 53   39   14   35   27    76    9
 54   43   46   31   32    72    0
 55   32   45   45   49    79   18
 56   40   23   29   24    62    6
 57   26   49   48   57    95   19
 58   14   37   26   32    69   13
 59   22   44   38   47    94   14
 60   25   18   38   36    75   20
 61   25   29   30   31    69   12
 62   12   47   21   31    70    8
 63   32   30   26   25    62    6
 64   22   47   31   41   100    4
 65   37   20   36   31    74   11
 66   24   30   37   39    87   15
 67   33   19   37   32    79   13
 68   20   50   25   34    73    6
 69   36   38   26   26    68    1
 70   32   40   37   40    84    9
 71   14   31   22   29    90    7
 72   13   24   19   24   100    4
 73   30   30   41   41    70   20
 74   27   36   37   40    71   17
 75   42   41   48   47    78   15
 76   46   43   43   42    91    2
 77   17   49   34   42    61   20
 78   25   27   38   38    93   14
 79   16   49   16   27    74    0
 80   40   34   53   50    99   14
 81   44   20   41   34    66   15
 82   40   16   45   35    95   11
 83   28   13   36   31    75   17
 84   35   25   32   29    68    9
 85   14   35   22   28    68   10
 86   17   37   37   44    84   20
 87   43   32   49   45    90   12
 88   22   20   19   18    63    5
 89   24   35   31   35    77   11
 90   31   32   42   42    85   15
 91   24   42   33   39    90    8
 92   10   32   16   24    87    4
 93   10   11   24   25    71   17
 94   48   40   45   42    86    5
 95   21   21   20   20    80    3
 96   22   34   29   34    98    5
 97   38   50   50   55   100   10
 98   11   33   16   24    86    3
 99   37   38   35   35    66   10
100   46   30   41   35    83    5
101   43   39   46   45    98    5
102   44   42   51   50    75   18
103   13   46   31   43    92   13
104   31   26   27   26    63    8
105   14   18   35   36   100   20
106   36   49   26   30    63    2
107   29   33   44   45    83   19
108   43   26   53   46    87   18
109   42   16   46   35    99    9
110   43   39   52   50    94   12
111   31   14   27   21    84    4
112   36   34   48   47    97   13
113   11   16   22   23    72   13
114   23   41   36   42    86   13
115   40   13   36   27    79    8
116   13   19   26   28    65   17
117   13   30   20   25    70    9
118   30   39   43   47    89   15
119   24   29   34   36    80   14
120   17   14   26   25    97   10
121   17   32   29   35    91   11
122   10   41   22   34    95    7
123   49   26   58   49    94   16
124   26   19   27   24    92    4
125   46   42   63   62   100   18
126   33   38   32   33    76    6
127   16   42   25   33    68   11
128   42   23   48   40    99   10
129   48   36   46   41    94    3
130   49   31   48   42    84   10
131   34   30   32   30    96    0
132   11   48   31   41    66   19
133   39   27   39   34    99    3
134   45   39   53   51    91   13
135   32   50   32   38    75    6
136   15   43   25   34    78    9
137   19   19   27   27    86   11
138   21   27   23   25    89    3
139   49   18   40   32    62   13
140   13   25   31   36    94   17
141   22   15   27   25    84   10
142   16   35   27   34    96    8
143   30   41   43   46    80   17
144   23   13   29   26    86   11
145   26   23   35   34    83   14
146   31   33   41   42    74   18
147   40   50   54   58    92   16
148   21   17   27   25    77   11
149   23   33   30   34    78   11
150   36   17   21   16    66    0
