index 365
DMU 200
input 2
output 2
instance 5
DMU   i1   i2   o1   o2   eff  err
  1   49   43   48   47    80   10
  2   47   35   35   33    70    4
  3   27   15   23   21    80    4
  4   11   32   17   19    63    6
  5   40   33   51   49    91   16
  6   27   31   38   39    96   11
  7   35   40   34   35    83    4
  8   45   15   35   31    65   11
  9   37   20   49   46    99   17
 10   42   28   44   41    97    7
 11   30   17   35   33    89   12
 12   31   10   23   20    79    3
 13   35   28   40   39    88   11
 14   45   48   39   40    66    9
 15   24   27   36   37    93   13
 16   47   33   36   34    71    5
 17   26   15   34   33    71   18
 18   12   25   17   19    70    6
 19   14   43   28   33    79   11
 20   15   15   22   22    92    8
 21   23   47   22   26    74    0
 22   31   10   24   20    94    0
 23   20   21   30   30    75   15
 24   46   39   37   36    82    1
 25   23   36   32   34    81   10
 26   13   45   15   19    63    1
 27   19   14   27   26    61   16
 28   41   30   37   35    85    5
 29   13   36   22   24    60   10
 30   47   10   42   37    66   18
 31   31   26   28   27    83    3
 32   22   46   31   34    68   11
 33   27   23   21   21    67    4
 34   14   39   34   38    84   16
 35   50   50   65   65    96   17
 36   36   36   39   39    64   16
 37   40   18   42   38    86   13
 38   12   15   12   13    74    3
 39   33   39   38   39    74   12
 40   41   43   51   52    87   15
 41   39   34   29   28    66    4
 42   16   33   35   38    82   18
 43   15   24   27   29    97   10
 44   42   30   28   27    63    4
 45   25   11   18   16    67    4
 46   45   20   40   36    82    9
 47   40   10   41   35    98   10
 48   40   28   32   30    68    7
 49   13   41   31   36    87   13
 50   22   50   29   33    80    5
 51   34   10   26   23    60   10
 52   20   24   28   29    81   11
 53   34   44   42   44    88   10
 54   48   44   32   31    68    0
 55   43   36   46   45    96    7
 56   35   44   31   32    69    5
 57   15   25   28   30    89   12
 58   12   15   16   16    75    6
 59   15   15   15   15    97    0
 60   27   28   35   35    78   14
 61   43   34   33   31    68    5
 62   22   14   21   20    93    3
 63   32   15   28   25    85    5
 64   46   26   32   29    76    1
 65   20   16   32   31    91   15
 66   37   30   44   43    92   12
 67   41   14   34   29    91    4
 68   29   27   36   36    63   18
 69   36   46   32   34    70    5
 70   30   34   40   41    77   16
 71   42   40   42   41    74   11
 72   45   32   51   48    99   10
 73   41   27   47   45    76   19
 74   40   46   47   48    67   19
 75   13   40   22   26    64    9
 76   25   16   25   24    72    9
 77   34   22   32   31    63   13
 78   15   33   19   21    69    5
 79   40   22   48   45    87   18
 80   50   25   37   33    64    9
 81   15   50   35   39    67   18
 82   21   17   21   21    61    9
 83   48   23   38   34    70    9
 84   21   26   35   36    96   14
 85   41   28   53   51    97   17
 86   23   11   22   20    78    7
 87   43   33   41   39    86    6
 88   37   19   32   29    94    2
 89   28   19   35   33    89   12
 90   19   17   29   28    91   12
 91   15   25   34   36    96   17
 92   43   38   57   56    89   20
 93   22   43   29   32    71    9
 94   31   40   48   49    86   19
 95   12   34   33   37    91   16
 96   22   36   44   46    92   20
 97   35   29   35   34    91    5
 98   43   19   49   44    98   13
 99   33   34   35   35    99    2
100   24   39   33   36    82   10
101   24   33   41   42    82   19
102   23   41   33   36    96    6
103   37   48   53   55    99   13
104   33   32   46   46    87   18
105   38   37   46   46    99    9
106   13   24   15   17    74    3
107   47   26   47   43    90   10
108   42   34   46   44    95    8
109   42   41   35   35    68    7
110   42   25   34   32    68    9
111   16   46   26   29    60   11
112   36   32   39   39    81   11
113   18   10   17   15    86    3
114   27   32   33   34    70   13
115   12   19   10   11    62    1
116   31   36   21   22    60    2
117   33   20   43   41    81   19
118   48   41   61   60    91   19
119   36   14   39   36    70   18
120   27   26   28   28    83    6
121   14   26   26   28    70   14
122   44   21   43   39    94    8
123   42   14   44   39    95   12
124   37   17   46   42    82   20
125   26   48   22   24    64    1
126   48   15   39   35    63   15
127   17   24   26   28    96    8
128   12   35   24   28    91    7
129   26   23   32   32    92    9
130   45   26   51   48    77   20
131   36   32   38   38    61   17
132   16   33   17   19    61    4
133   28   25   22   21    77    1
134   45   35   44   43    69   15
135   19   49   34   38    67   16
136   40   18   49   45    91   18
137   24   40   38   40    66   19
138   29   43   40   42    69   17
139   31   40   37   38    60   17
140   44   50   45   46    85    6
141   38   40   31   32    71    4
142   36   38   29   29    65    5
143   14   12   13   12    87    1
144   33   46   51   53    95   16
145   32   10   23   20    60    7
146   45   19   40   35    96    4
147   49   24   37   34    62   11
148   32   36   28   28    75    3
149   25   47   41   45    83   15
150   33   35   43   43    97   10
151   34   26   28   27    72    5
152   40   26   31   29    73    5
153   20   39   15   17    60    0
154   43   22   48   44    92   14
155   29   10   34   32    60   20
156   23   15   16   15    67    2
157   35   33   44   44    96   11
158   41   45   49   50    97    8
159   40   41   54   54    99   14
160   16   50   28   34    87    6
161   23   35   33   35    81   12
162   18   38   17   20    65    2
163   42   28   28   26    70    1
164   49   23   41   37    92    3
165   18   30   23   24    64    9
166   12   35   20   25    95    3
167   21   33   37   39    86   16
168   30   19   35   32    95    9
169   27   48   49   53    96   17
170   37   15   39   36    65   19
171   25   33   39   40    71   20
172   36   22   29   27    74    5
173   31   37   32   32    75    7
174   33   12   41   37    93   16
175   44   42   41   41    74    9
176   23   39   35   37    68   16
177   37   10   32   27    99    3
178   11   26   25   27    83   12
179   33   15   38   36    69   19
180   13   42   29   33    71   14
181   35   26   30   29    75    6
182   28   32   24   25    84    0
183   48   19   28   24    65    2
184   32   40   39   40    84   10
185   46   27   35   32    81    2
186   14   21   17   18    63    7
187   27   42   31   33    62   12
188   40   27   33   31    81    4
189   36   42   43   44    70   17
190   25   21   42   41    96   19
