index 391
DMU 200
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   11   37   36   47   46   40    91   18
  2   34   24   19   32   33   36    75   15
  3   42   30   11   23   28   34    80    8
  4   31   27   39   37   35   34    79    9
  5   48   16   33   31   28   32    71    7
  6   15   45   11   33   41   40    96   17
  7   28   49   20   27   34   35    98    2
  8   48   39   42   49   49   50    76   17
  9   16   50   11   29   38   37    96   12
 10   47   24   30   44   44   48    88   16
 11   41   25   44   53   48   48    92   15
 12   31   36   39   48   47   45    85   16
 13   23   23   11   24   28   30    98   10
 14   21   30   50   44   38   33    80   10
 15   15   19   36   33   28   24    82    8
 16   33   15   47   50   43   41    85   16
 17   36   44   19   26   31   32    66    9
 18   37   46   14   31   41   44    96   10
 19   12   38   17   23   27   25    78    8
 20   32   44   36   26   27   26    62    3
 21   35   12   41   39   33   33    75   12
 22   35   12   42   42   37   37    63   19
 23   21   48   42   42   42   36   100    3
 24   48   27   32   33   33   37    83    5
 25   21   22   31   40   38   37    76   19
 26   29   34   14   19   24   27    96    0
 27   22   24   43   37   31   27    95    2
 28   26   25   34   42   40   38    94   13
 29   47   34   28   31   33   36    66   10
 30   31   17   22   36   36   38    88   16
 31   43   29   18   22   25   29    74    4
 32   32   39   21   38   41   43    73   19
 33   41   28   48   56   51   51    89   17
 34   30   14   18   24   23   26    85    7
 35   26   36   12   25   32   34   100    7
 36   10   22   21   20   20   18    63    8
 37   34   17   38   43   38   39    81   15
 38   42   16   29   30   28   31    63   11
 39   20   31   49   48   43   37    84   13
 40   46   33   16   36   42   48    91   15
 41   40   26   38   44   41   43    96    9
 42   43   40   33   53   55   57    92   20
 43   39   36   40   57   56   56    94   20
 44   10   14   32   24   19   16    83    3
 45   11   48   43   38   37   29    94    2
 46   49   39   17   25   31   37    82    4
 47   20   27   16   23   25   25    76    9
 48   11   33   30   21   20   17    65    3
 49   35   28   50   54   48   46    90   14
 50   26   35   27   21   22   22    65    3
 51   33   44   47   43   41   38    94    1
 52   39   34   34   29   30   31    70    5
 53   25   12   12   29   30   33    99   15
 54   21   45   26   26   29   27    74    5
 55   34   42   32   24   26   26    65    2
 56   33   21   30   38   37   37    61   20
 57   48   25   38   28   27   29    67    3
 58   31   12   42   34   27   26    89    2
 59   47   47   23   19   24   27    60    1
 60   22   37   22   28   30   30    70   11
 61   29   11   18   33   32   35    80   18
 62   44   18   31   42   40   44    95   12
 63   11   23   48   46   39   32    83   14
 64   29   24   26   24   23   24    75    4
 65   40   11   26   40   38   42    88   17
 66   24   22   30   30   28   28    64   12
 67   29   38   11   18   25   27    81    4
 68   18   42   36   45   45   41    79   18
 69   36   35   45   28   26   25    62    2
 70   27   46   39   46   47   44    90   12
 71   29   46   48   54   53   48    93   13
 72   16   37   45   45   42   35    90   10
 73   43   44   10   15   23   28    71    1
 74   44   34   25   34   37   41    90    7
 75   45   18   19   35   36   42    84   15
 76   27   19   48   43   37   35    67   16
 77   24   12   40   33   28   26    70   10
 78   32   45   31   52   55   55    99   19
 79   32   21   35   27   25   25    71    4
 80   26   46   44   46   46   43    69   18
 81   36   41   41   35   35   34    67    8
 82   25   43   27   43   47   45    97   15
 83   13   25   50   37   31   26    67   10
 84   47   31   27   33   36   41    98    3
 85   20   39   11   21   28   28    87    7
 86   34   41   40   35   35   34    69    8
 87   41   40   25   30   34   37    85    5
 88   11   44   30   30   32   28    78    8
 89   11   15   45   47   38   31    93   14
 90   16   22   49   48   39   32    98    9
 91   42   11   46   39   33   34    66   12
 92   48   20   18   28   29   35    67   12
 93   35   19   44   50   43   43    94   13
 94   33   17   22   28   28   30    61   14
 95   38   34   22   20   22   24    63    3
 96   14   38   12   28   33   32    81   15
 97   34   22   11   32   36   41    87   18
 98   21   32   13   28   32   33    72   16
 99   17   15   29   29   26   24    62   13
100   12   30   49   35   30   24    71    7
101   31   35   24   44   47   48    94   19
102   46   22   19   34   35   39    61   19
103   40   31   26   37   39   42    99    8
104   27   50   15   30   38   39    94    9
105   39   45   43   46   46   45    66   18
106   45   50   26   35   39   42    66   13
107   27   11   22   41   39   41   100   20
108   36   31   24   35   37   39    80   13
109   26   39   34   42   43   41    82   15
110   13   18   16   28   28   27    93   13
111   43   16   16   29   30   34    66   15
112   48   36   38   40   40   42    71   12
113   32   36   45   52   49   47    84   17
114   14   29   27   25   25   22    85    4
115   11   16   15   25   25   24    70   15
116   35   21   19   34   35   38    73   18
117   42   47   14   33   41   45    78   15
118   11   25   43   26   22   18    61    5
119   45   13   29   41   39   43    76   19
120   36   23   28   43   43   45    89   18
121   31   42   37   55   56   54    95   20
122   31   15   23   18   17   19    70    2
123   44   22   27   39   39   42    78   16
124   23   27   21   28   30   30    87    9
125   16   27   11   24   27   27    77   13
126   15   15   44   35   28   24    77    8
127   42   12   49   36   28   29    79    2
128   37   23   21   22   23   26    71    5
129   11   19   22   17   16   14    73    3
130   32   39   19   20   25   27    77    2
131   49   11   16   22   23   32    99    1
132   31   26   43   53   49   47    88   19
133   34   25   16   28   31   35    98    8
134   17   19   30   36   33   31    81   15
135   20   15   47   48   39   35    90   14
136   37   23   38   38   36   36    68   14
137   19   46   17   26   33   31    93    6
138   40   43   30   48   52   53    85   20
139   24   41   20   25   30   30    86    5
140   31   20   29   35   33   34    92    9
141   38   46   33   33   36   36    68    9
142   35   36   18   30   34   36    72   13
143   11   17   45   33   26   20    79    5
144   30   18   17   18   18   20    60    6
145   17   13   32   29   24   21    93    4
146   48   25   21   41   43   49    83   19
147   32   42   24   35   39   40    88   10
148   24   26   24   30   30   30    85    9
149   21   32   18   37   40   40    88   19
150   47   24   40   40   38   40    60   17
151   46   26   36   39   38   41    73   13
152   49   38   22   34   39   45    97    6
153   38   34   24   24   26   28    65    6
154   39   31   43   41   38   37    98    1
155   34   13   23   23   21   24    71    6
156   16   24   43   37   31   25    91    4
157   12   31   31   38   37   32    93   12
158   14   37   34   40   40   34    97   10
159   44   42   17   30   38   43    99    5
160   35   11   20   22   21   25    98    1
161   47   16   21   25   25   30    69    8
162   37   41   24   39   44   46   100   10
163   38   43   34   34   36   36    86    3
164   29   36   38   45   45   43    70   20
165   11   12   26   27   23   21    90    8
166   11   24   26   23   22   19    76    5
167   10   10   42   26   19   16    61    6
168   25   23   33   29   26   25    78    5
169   45   31   25   27   29   32    66    8
170   15   12   30   41   36   33    98   17
171   20   11   39   25   20   17    70    3
172   14   14   50   38   29   24    74    9
173   13   31   14   16   19   18    70    5
174   15   25   39   40   35   31    84   12
175   44   31   39   37   36   37    72    9
176   12   35   22   34   37   33    92   14
177   38   40   33   23   24   25    63    1
178   22   16   16   29   29   30    64   18
179   37   16   43   33   28   28    65    8
180   18   37   27   32   34   31    93    7
181   23   50   34   27   30   27    74    2
182   47   21   30   40   39   43    82   14
183   10   15   45   46   37   31    89   15
184   22   29   36   40   38   35    93   10
185   41   25   45   47   42   43    95    8
186   16   18   18   31   31   31    70   19
187   32   48   30   34   37   37    64   13
188   50   45   47   51   51   52    83   12
189   19   49   38   38   40   35    89    6
190   24   35   42   40   37   33    95    4
191   44   29   30   43   43   47    92   13
192   44   22   47   41   35   36    88    3
193   39   24   29   21   21   23    65    2
194   20   16   12   13   14   16    85    1
195   29   47   25   35   39   39    70   15
196   41   25   43   29   27   27    61    5
197   13   11   24   36   32   30    97   16
198   29   38   31   33   35   34    98    2
199   32   26   44   43   38   37    83   10
200   44   42   22   42   47   51    87   17
