index 429
DMU 200
input 4
output 4
instance 9
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   20   32   35   26   36   39   41   41    96   12
  2   12   38   30   19   16   18   22   21    68    3
  3   45   46   15   44   47   43   43   39    76   15
  4   28   45   24   33   38   39   40   38    69   17
  5   48   11   25   14   33   27   23   28    70   10
  6   34   45   10   42   29   27   27   23    68    5
  7   11   32   36   35   17   22   24   22    68    2
  8   13   38   15   19   27   28   30   28    61   16
  9   37   44   50   18   36   35   38   41    69   12
 10   11   33   32   11   14   16   19   19    61    4
 11   13   40   40   50   39   48   51   46    97   11
 12   11   49   22   39   22   26   30   24    64    7
 13   29   15   26   46   34   36   33   32    63   15
 14   33   33   23   45   31   31   30   28    72    6
 15   33   30   18   45   38   38   36   33    83   10
 16   10   41   17   49   17   21   23   17    65    1
 17   23   29   41   17   31   33   35   38    92    9
 18   13   46   37   38   26   33   37   33    92    2
 19   24   35   24   28   26   26   27   26    63    9
 20   31   28   33   11   22   20   21   24    65    5
 21   49   47   44   47   53   52   51   51    94    8
 22   38   35   37   26   27   26   26   28    70    3
 23   25   29   16   33   26   26   26   23    85    4
 24   12   30   49   21   27   31   34   35    66   13
 25   40   20   16   48   39   37   34   32    62   16
 26   49   22   14   28   47   41   37   38    74   20
 27   18   31   34   42   39   45   45   43    95   13
 28   41   26   40   49   43   44   41   41    83    9
 29   25   13   11   20   28   25   23   23    96    8
 30   12   50   44   17   16   20   25   24    65    2
 31   37   26   41   33   31   31   30   32    61   10
 32   39   11   24   48   36   36   30   30    76    9
 33   30   32   21   18   33   30   31   31   100    7
 34   17   17   49   36   29   36   35   38    95    5
 35   49   40   22   45   39   35   33   31    82    3
 36   14   28   34   15   13   16   18   19    73    0
 37   11   37   20   32   26   29   32   28    81    9
 38   21   48   22   39   31   34   37   31    91    5
 39   47   12   32   41   45   43   37   40    83   13
 40   45   35   16   14   33   27   26   27    69   10
 41   49   24   40   42   50   48   44   47    84   14
 42   49   50   29   47   42   39   39   37    77    6
 43   38   17   20   16   44   38   36   39    93   18
 44   28   47   45   19   34   35   41   42    97    5
 45   35   50   40   14   36   34   39   40    93    6
 46   30   21   37   29   31   32   31   33    72   10
 47   41   33   32   45   36   36   35   34    64   11
 48   33   22   25   15   36   33   33   35    69   18
 49   15   16   45   42   19   25   24   24    71    1
 50   18   30   37   43   30   37   37   35    98    3
 51   20   24   38   34   26   29   30   30    80    5
 52   29   37   50   18   34   35   38   42    97    5
 53   11   32   18   37   28   33   34   29    87   10
 54   13   13   43   19   29   33   34   37    88   13
 55   30   12   10   13   24   20   17   19    86    6
 56   49   42   25   10   41   33   34   36    85   10
 57   35   21   50   49   37   40   38   39    64   13
 58   27   22   14   13   30   27   27   28    86   12
 59   25   33   30   30   35   37   38   37    98    8
 60   25   45   46   22   27   29   32   33    68    7
 61   26   26   18   39   31   32   31   28    89    6
 62   20   21   32   49   34   39   38   36    82   11
 63   47   27   42   21   37   33   31   37    91    3
 64   13   18   17   50   27   32   30   26    67   12
 65   43   24   34   14   41   36   35   40    83   14
 66   27   18   27   34   21   22   20   20    70    2
 67   26   15   18   18   16   15   14   15    66    2
 68   33   33   45   28   27   27   28   30    66    5
 69   25   18   14   30   36   35   33   32    96   13
 70   40   38   33   27   23   21   22   22    62    1
 71   45   16   19   24   27   23   20   22    68    5
 72   48   34   32   49   51   50   47   47    75   18
 73   15   26   33   15   17   19   20   21    60    6
 74   22   26   29   40   25   28   27   26    76    4
 75   46   20   21   37   51   47   42   43    97   15
 76   37   49   18   45   35   34   35   30    71    8
 77   26   50   48   33   33   36   40   39    75    8
 78   19   44   36   11   24   25   30   30    84    5
 79   12   25   40   29   26   31   32   32    75   10
 80   22   27   19   34   31   33   33   30    97    7
 81   48   37   27   20   38   33   32   34    78    9
 82   33   39   42   31   37   38   39   40    98    3
 83   16   43   35   15   27   29   34   34    87    8
 84   23   20   25   42   31   34   32   30    98    4
 85   44   42   40   20   35   33   34   36    65   11
 86   50   13   34   49   34   33   28   29    63    7
 87   25   46   38   19   36   36   40   40    67   17
 88   17   30   19   24   30   31   33   31    73   15
 89   26   47   23   22   27   26   31   28    96    1
 90   47   18   22   26   24   20   17   19    66    1
 91   29   28   29   34   32   33   32   32    67   12
 92   18   35   42   25   27   32   35   36    95    4
 93   29   43   32   45   33   36   37   33    78    6
 94   47   25   22   13   33   26   24   28    89    4
 95   38   16   33   49   49   50   45   46    92   15
 96   17   36   33   44   25   29   31   28    71    5
 97   24   31   34   39   37   40   41   39    88   11
 98   40   12   49   37   36   37   33   38    86    5
 99   27   31   49   36   30   33   34   36    86    2
100   17   19   49   36   29   36   35   37    90    6
101   40   31   40   43   54   55   53   53    94   17
102   25   21   19   36   25   26   24   22    79    4
103   34   27   22   38   40   40   38   37    65   19
104   19   38   31   39   29   34   36   33    99    2
105   36   41   47   24   27   27   28   31    71    2
106   31   42   20   29   32   31   32   29    85    6
107   11   45   19   34   14   17   20   16    61    1
108   10   28   22   21   23   25   28   26    68   12
109   27   42   44   41   54   58   61   59    99   20
110   30   43   20   33   34   34   35   32    68   13
111   22   15   49   48   44   52   49   51    97   15
112   13   41   40   46   36   43   45   42    78   14
113   24   46   25   33   30   31   33   30    64   11
114   45   28   32   36   53   50   47   49    92   17
115   29   45   39   20   44   43   47   48    88   17
116   30   45   36   19   31   30   34   35    97    2
117   16   41   15   11   32   32   35   33    68   20
118   18   40   25   26   31   33   36   33    88   10
119   21   16   13   13   26   24   23   24    97    9
120   45   48   16   28   52   46   47   45    87   19
121   42   35   28   23   34   30   29   31    95    1
122   34   47   42   37   41   42   44   43    80   11
123   29   25   50   25   29   31   32   36    88    3
124   28   29   20   18   31   29   30   30    82   11
125   46   46   44   21   37   34   36   39    79    6
126   36   30   23   37   30   29   27   26    86    1
127   29   26   16   19   38   34   34   34   100   13
128   36   41   40   27   48   47   49   50    85   18
129   28   31   46   47   46   52   51   51    98   12
130   46   14   30   22   34   29   25   30    92    3
131   45   26   23   38   32   30   27   27    66    7
132   13   40   46   49   18   25   27   24    63    0
133   11   12   30   26   26   30   30   30    73   14
134   24   40   22   31   42   42   45   41    96   15
135   40   42   32   40   33   32   32   31    76    3
136   19   18   18   29   25   26   25   24    72   10
137   43   28   17   49   34   33   30   28    67    8
138   48   37   35   29   42   39   38   40    72   13
139   21   12   27   49   30   34   30   29    76    9
140   16   41   40   41   33   38   41   38    74   12
141   14   41   40   26   25   28   32   31    66    9
142   13   33   34   29   25   30   33   31    95    4
143   37   37   48   40   32   33   33   34    61    8
144   31   16   26   14   28   26   25   28    76   10
145   43   28   31   35   37   36   34   35    65   13
146   43   37   39   32   48   46   46   47    76   18
147   28   17   44   22   39   40   39   44    93   14
148   18   38   23   24   32   33   35   33    69   16
149   38   47   47   38   34   35   37   37    82    1
150   49   41   24   38   55   50   49   48    86   18
151   18   15   31   18   25   27   27   28    65   13
152   24   45   36   10   31   31   36   37    89    9
153   48   26   27   44   47   44   41   41    69   18
154   26   35   45   23   28   30   32   34    84    4
155   19   35   28   36   32   34   35   33    67   14
156   11   20   18   40   27   30   30   27    64   14
157   26   48   27   15   25   24   28   27    62    9
158   43   25   47   29   42   40   38   44   100    4
159   30   44   47   28   34   35   37   38    62   13
160   23   28   41   46   38   42   42   41    64   18
161   19   32   49   29   34   39   41   43    86   11
162   23   20   45   42   40   46   44   46    95   12
163   19   20   21   37   21   24   22   21    73    4
164   19   30   20   20   34   35   36   35    83   17
165   31   25   36   40   31   32   31   31    81    4
166   19   32   19   17   34   34   36   35    83   17
167   15   28   17   48   20   24   24   19    70    3
168   26   44   48   44   33   38   40   39    75    7
169   39   24   16   33   37   34   32   32    71   14
170   35   35   38   28   43   42   43   44    82   15
171   19   25   25   16   34   34   36   36    86   17
172   36   49   20   10   38   32   36   36    95   10
173   16   43   44   17   30   34   40   40    98    7
174   43   25   26   44   48   46   43   43    77   18
175   15   31   17   33   27   29   30   26    81    9
176   24   26   29   50   28   32   30   28    75    5
177   13   36   14   35   35   39   41   35    94   15
178   38   31   39   15   44   40   41   45    90   15
179   15   13   41   21   34   38   38   41    83   18
180   27   32   44   41   30   33   33   33    72    6
181   16   48   40   40   26   30   33   30    61    8
182   18   26   43   18   31   34   37   39    95   10
183   17   15   21   24   19   20   19   19    73    5
184   38   31   24   28   31   28   28   28    72    7
185   30   33   41   11   38   37   39   42    68   20
186   32   38   18   17   26   23   25   24    61    9
187   36   33   17   25   46   42   42   41    95   17
188   20   41   23   29   34   36   39   35    91   11
189   25   45   24   40   27   29   32   27    88    0
190   22   36   29   37   39   42   44   41    93   13
191   48   34   25   26   30   25   24   25    72    2
192   18   50   37   50   31   37   40   35    75    7
193   18   17   37   32   26   30   30   31    94    4
194   42   47   34   37   31   29   30   29    68    3
195   31   18   41   28   27   28   26   29    64    8
196   46   28   42   17   45   40   39   45    94   11
197   24   42   45   16   35   37   41   42    76   15
198   14   26   16   35   32   36   36   32    97   12
199   41   42   14   29   43   37   38   35    96    9
200   12   19   13   40   18   21   20   16    69    4
