index 1
DMU 50
input 2
output 2
instance 1
DMU   i1   i2   o1   o2   eff  err
  1   35   27   27   28    68    6
  2   25   30   31   30    73   11
  3   38   17   20   25    70    2
  4   43   36   39   40    68   12
  5   25   24   30   31    67   14
  6   41   28   46   50    99   13
  7   46   29   53   58    98   17
  8   29   44   44   40    85   12
  9   42   39   34   35    80    2
 10   38   21   45   50    97   17
 11   16   40   37   30    84   12
 12   18   27   35   33    88   15
 13   11   33   19   14    76    1
 14   11   21   31   28    85   17
 15   16   12   32   34    98   19
 16   38   22   38   42    82   14
 17   24   18   26   28    75   11
 18   30   27   40   41    91   14
 19   27   11   30   34    73   17
 20   36   50   42   38    94    1
 21   44   46   50   49    79   14
 22   45   30   47   51    84   16
 23   44   36   35   37    75    5
 24   45   22   36   43    88    8
 25   12   49   44   33    97   12
 26   46   32   37   40    73    9
 27   27   30   38   38    85   14
 28   15   49   28   20    80    1
 29   23   33   42   39    92   16
 30   16   17   16   16    85    2
 31   47   38   39   41    65   12
 32   41   31   42   44    84   12
 33   33   26   25   27    66    6
 34   10   13    8    7    68    0
 35   17   47   38   31    70   14
 36   19   38   35   30    82   11
 37   16   34   22   19    62    6
 38   19   20   22   22    99    3
 39   23   12   13   15    71    1
 40   48   15   41   50    83   17
 41   27   19   21   24    90    1
 42   38   37   33   33    85    1
 43   12   44   43   35    81   19
 44   14   42   31   25    63   12
 45   13   15   19   19    81    8
 46   33   32   31   31    62   11
 47   45   19   41   47    79   17
 48   38   19   28   34    96    2
 49   44   12   26   35    88    3
 50   50   27   34   40    74    7
