index 362
DMU 200
input 2
output 2
instance 2
DMU   i1   i2   o1   o2   eff  err
  1   25   36   39   37    85   12
  2   20   28   32   30    87   10
  3   40   24   45   48    97   16
  4   31   48   44   41    78   11
  5   24   34   38   36    61   19
  6   36   36   46   46    95   12
  7   26   17   27   29    95    8
  8   45   18   31   34    61   14
  9   28   45   45   43    64   20
 10   17   11   12   13    86    1
 11   34   11   22   26    82    6
 12   14   22   32   31    90   15
 13   25   28   37   36    70   18
 14   44   23   38   42    80   14
 15   17   33   46   42    93   20
 16   25   38   47   45    90   17
 17   41   26   34   37    78   10
 18   38   26   22   24    71    1
 19   37   19   26   29    68    9
 20   42   18   28   32    72    9
 21   47   46   59   59    89   18
 22   48   20   24   28    67    4
 23   15   37   32   29    72   11
 24   18   13   17   18    79    5
 25   16   13   19   20    86    7
 26   17   22   22   21    79    6
 27   34   27   23   24    74    1
 28   42   23   37   40    70   16
 29   22   48   42   38    78   12
 30   24   12   13   14    61    3
 31   23   11   17   18    70    6
 32   12   47   48   41    98   14
 33   45   48   41   40    70    8
 34   35   40   35   34    68    9
 35   28   17   32   35    97   12
 36   19   17   22   22    79    8
 37   13   49   37   31    86    6
 38   34   13   21   24    64    8
 39   21   37   29   26    78    4
 40   17   26   27   26    65   12
 41   13   30   42   39    92   20
 42   40   23   26   29    64    8
 43   46   48   47   47    75   12
 44   37   25   46   49    93   19
 45   36   37   47   47    77   19
 46   25   50   52   47    93   14
 47   38   48   47   45    82   10
 48   42   23   39   43    94   11
 49   49   15   19   24    67    1
 50   40   49   44   42    76    9
 51   46   14   28   33    70   10
 52   42   48   37   36    78    1
 53   24   35   32   30    83    6
 54   12   46   34   28    82    6
 55   17   36   29   26    82    5
 56   29   13   20   23    66    8
 57   34   42   38   37    87    4
 58   19   46   34   30    63   11
 59   47   42   54   55    89   15
 60   31   20   27   29    83    7
 61   36   44   33   32    78    1
 62   25   49   38   35    64   12
 63   30   28   28   28    94    1
 64   39   35   49   50    94   15
 65   23   26   25   25    70    8
 66   30   38   42   40    85   12
 67   13   26   23   21    89    4
 68   17   50   28   23    73    0
 69   11   32   38   34    86   17
