index 250
DMU 150
input 2
output 2
instance 10
DMU   i1   i2   o1   o2   eff  err
  1   20   20   21   21    76    6
  2   43   45   33   33    67    3
  3   29   45   40   38    84    7
  4   43   24   35   37    63   16
  5   17   20   32   32    91   15
  6   46   14   36   39    89   13
  7   47   44   45   45    82    8
  8   40   37   45   45    91   10
  9   23   43   44   42    72   18
 10   40   20   29   31    77    8
 11   45   25   36   38    85    9
 12   30   28   26   26    81    3
 13   33   31   23   23    70    1
 14   17   21   13   12    65    0
 15   28   45   41   39    99    2
 16   24   45   48   45    95   12
 17   36   27   40   41    92   12
 18   37   42   50   50    93   13
 19   37   31   44   44    78   18
 20   15   12   16   16    81    5
 21   17   19   21   20    74    7
 22   30   23   33   34    72   15
 23   28   46   53   51    89   18
 24   36   27   38   39    60   20
 25   27   16   35   36    74   20
 26   50   36   44   45    94    5
 27   39   15   40   42    89   19
 28   11   20   24   23    95    8
 29   25   23   30   30    71   13
 30   27   11   28   29    61   18
 31   35   21   32   33    70   14
 32   39   38   37   37    84    5
 33   26   25   33   33    99    8
 34   32   18   30   31    74   13
 35   17   37   31   30    82    7
 36   35   35   34   34    83    5
 37   37   47   38   37    79    4
 38   27   24   40   41    89   18
 39   33   17   38   40   100   15
 40   31   36   40   39    87   10
 41   19   14   28   29    77   16
 42   46   32   39   40    65   15
 43   37   29   43   43    96   12
 44   43   39   35   35    69    7
 45   49   37   38   39    83    4
 46   37   38   54   54    93   19
 47   27   24   45   45    99   20
 48   13   48   36   33    71   11
 49   11   14   21   21    78   11
 50   20   42   26   24    63    4
 51   42   34   38   39    71   12
 52   17   29   40   39    93   17
 53   43   35   41   41    76   12
 54   36   42   56   56    99   17
 55   20   48   45   43    77   16
 56   16   45   49   46    98   15
 57   25   14   17   18    83    2
 58   16   48   30   27    67    5
 59   11   30   24   22    99    1
 60   14   21   31   31    71   18
 61   34   14   29   31    80   12
 62   39   43   39   39    87    3
 63   36   16   21   23    75    4
 64   19   24   38   37    97   16
 65   44   50   60   59    90   17
 66   44   24   44   46    99   13
 67   40   39   29   29    72    1
 68   21   24   36   36    78   18
 69   35   38   51   50    94   16
 70   36   21   33   35    77   13
 71   43   48   52   51    75   17
 72   16   20   32   32    78   18
 73   33   48   38   36    67    9
 74   11   37   41   38    90   16
 75   10   23   15   14    78    1
 76   21   36   30   29    79    6
 77   38   50   55   53    93   12
 78   48   35   36   37    86    2
 79   17   13   23   23    83   11
 80   39   46   31   31    65    3
 81   23   50   54   51    96   15
 82   38   28   41   42    87   14
 83   14   49   36   34    67   12
 84   39   40   38   38    78    7
 85   32   13   32   33    69   18
 86   27   42   32   31    77    4
 87   32   30   32   32    85    6
 88   12   44   35   32    84    8
 89   31   49   47   45    87   10
 90   28   28   38   38    74   17
 91   13   19   26   25    83   12
 92   44   20   30   33    92    4
 93   13   28   37   35    73   20
 94   25   34   35   35    73   13
 95   19   11   14   15    78    3
 96   30   35   44   43    81   17
 97   47   28   49   51    88   18
 98   48   49   52   52    82   12
 99   36   30   37   37    86    9
100   22   25   17   17    70    0
101   46   46   36   36    77    1
102   34   50   57   55    83   20
103   46   20   28   31    73    7
104   49   32   45   47    93   10
105   11   33   31   30    65   15
106   28   46   44   42    76   14
107   43   32   49   50    99   13
108   14   39   36   33    89    9
109   30   19   19   20    75    2
110   38   18   27   29    72    9
111   30   24   26   26    65    9
112   49   21   36   39   100    5
113   30   34   35   35    77   10
114   18   45   41   39    86   11
115   17   12   24   25    88   12
116   48   13   22   25    71    4
117   16   35   40   38    74   19
118   40   33   44   44    81   15
119   11   44   36   33    61   16
120   43   29   45   47    98   12
121   38   18   22   24    85    1
122   21   46   31   29    79    2
123   45   32   36   37    81    6
124   46   19   22   24    72    1
125   23   44   33   31    74    6
126   30   32   32   32    62   13
127   17   12   28   28    63   19
128   18   40   40   38    70   17
129   43   31   40   40    61   18
130   42   35   41   41    69   15
131   22   20   35   35    90   16
132   29   30   40   40    99   11
133   24   44   40   38    95    5
134   11   44   33   30    78    8
135   41   17   35   37    60   20
136   28   33   27   26    73    4
137   50   26   38   39    68   14
138   38   49   41   40    85    3
139   35   34   33   33    87    3
140   43   37   36   36    89    1
141   34   12   21   22    68    7
142   39   41   39   39    60   15
143   42   11   19   22    70    4
144   39   49   57   56    88   17
145   29   12   22   23    76    8
146   29   42   40   39    61   17
147   39   47   42   42    87    4
148   20   35   45   44    92   18
149   19   45   44   42    74   18
150   40   31   41   42    71   17
