index 183
DMU 100
input 4
output 4
instance 3
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   23   39   45   33   42   43   44   43    64   20
  2   45   32   11   21   36   37   34   35    62   20
  3   11   34   17   29   32   29   30   28    86   10
  4   47   42   36   28   47   49   47   48    80   18
  5   23   26   38   21   33   35   35   36    93    9
  6   33   25   35   11   32   35   34   36    71   16
  7   27   19   27   26   34   35   36   36    93   12
  8   48   36   38   24   47   50   48   50    98   14
  9   48   47   22   12   34   36   32   34    61   16
 10   25   43   26   32   34   33   32   31    88    5
 11   48   29   18   14   24   26   23   25    69    7
 12   11   30   14   19   25   23   23   21    87    7
 13   34   17   10   24   17   16   15   16    70    2
 14   49   24   31   29   50   52   50   53    99   19
 15   37   48   36   40   34   34   33   32    71    5
 16   38   20   35   42   36   36   38   38    93    5
 17   28   32   16   20   29   29   27   27    96    6
 18   22   38   27   41   44   41   43   40    90   13
 19   25   18   12   47   37   33   35   33    80   14
 20   47   37   45   37   26   28   27   28    66    0
 21   48   47   49   34   45   47   46   47    96    4
 22   18   25   12   41   43   38   40   38    81   20
 23   24   36   16   27   38   36   35   35    68   19
 24   44   44   36   19   45   48   45   47    91   15
 25   35   40   39   45   32   31   32   31    61    7
 26   37   21   16   46   32   29   30   30    72    9
 27   50   18   44   10   25   31   29   34    86    4
 28   17   15   39   16   19   21   22   23    67    6
 29   49   29   37   24   39   41   40   42    81   13
 30   34   39   50   32   42   44   44   45    71   16
 31   40   30   13   49   34   30   31   30    69    9
 32   22   42   34   43   38   36   37   36    64   14
 33   15   39   31   25   34   34   34   32    92    8
 34   29   39   21   44   34   31   32   30    69    9
 35   20   37   29   38   49   47   48   46   100   16
 36   30   32   16   30   26   24   24   23    74    5
 37   33   10   13   31   29   28   29   29    70   14
 38   45   15   27   43   33   33   34   34    63   13
 39   15   49   21   15   33   33   30   29    76   13
 40   11   39   12   48   41   35   37   33    76   15
 41   43   33   25   46   35   32   33   32    80    4
 42   42   15   11   40   30   28   28   29    75    9
 43   25   11   13   31   26   24   26   25    97    6
 44   44   45   38   47   41   40   40   40    73    9
 45   18   48   17   45   26   21   22   19    66    1
 46   20   42   19   23   23   22   21   20    68    4
 47   27   22   13   22   28   27   27   27    75   12
 48   22   20   29   30   38   38   39   38    70   20
 49   22   35   28   30   33   32   32   31    73   11
 50   13   29   37   35   34   33   36   34    88    8
 51   42   18   21   18   35   37   35   38    93   14
 52   47   32   37   30   24   26   25   26    67    1
 53   38   16   32   36   36   36   38   39    88   10
 54   37   27   33   16   23   26   24   26    65    7
 55   48   21   20   38   23   22   22   22    65    2
 56   48   25   15   48   24   21   21   21    63    1
 57   43   41   23   50   48   44   44   43    85   12
 58   32   14   27   40   39   38   40   40    66   20
 59   14   19   49   19   30   32   34   34    72   13
 60   37   49   49   34   34   35   34   35    79    1
 61   23   30   41   12   20   23   22   23    72    3
 62   34   34   23   33   32   30   30   30    90    3
 63   15   14   30   12   23   25   26   26    82   10
 64   22   24   34   50   37   35   38   36    66   14
 65   10   16   25   31   19   18   20   19    69    4
 66   20   21   47   24   29   31   33   33    79    8
 67   19   15   45   18   20   23   24   25    78    3
 68   44   10   37   26   26   28   29   31    73    7
 69   46   27   41   28   49   52   52   54    96   18
 70   48   49   44   38   49   50   48   49    86   11
 71   43   29   34   34   36   37   36   37    79    9
 72   43   45   42   50   45   43   44   43    86    5
 73   13   13   27   20   17   18   19   19    69    5
 74   19   44   19   29   34   32   31   30    76   11
 75   29   28   36   14   39   42   40   42    85   18
 76   20   27   36   41   29   27   30   28    79    3
 77   33   25   44   43   33   33   35   35    62   11
 78   45   19   40   41   35   36   37   38    64   13
 79   37   22   24   45   47   45   46   46    96   15
 80   48   30   40   16   32   36   34   37    85    7
 81   47   47   13   37   46   44   41   41    82   15
 82   31   16   48   32   38   40   42   43    77   15
 83   46   33   46   14   35   39   37   40    69   14
 84   19   19   39   36   43   43   46   45    95   16
 85   32   37   44   29   50   52   52   52    90   19
 86   41   25   18   25   37   37   36   37    68   19
 87   14   23   49   47   26   25   28   26    62    4
 88   40   34   15   18   34   34   31   33    84   12
 89   46   26   36   42   54   54   55   56    95   19
 90   17   11   49   30   34   36   40   40    88   12
 91   29   12   29   45   35   33   37   36    95    7
 92   30   37   20   34   25   23   22   22    77    0
 93   40   21   22   26   27   28   27   28    66   10
 94   48   37   45   46   35   36   36   36    63    8
 95   16   30   10   19   21   20   18   17    95    2
 96   48   14   34   20   32   36   35   38    88   10
 97   18   20   43   43   39   38   42   40    66   18
 98   31   26   14   14   22   23   20   22    89    4
 99   39   19   11   46   35   31   32   32    80   10
100   33   28   12   19   31   31   29   29    83   12
