index 218
DMU 100
input 5
output 5
instance 8
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   22   30   33   11   46   32   31   31   32   33    80    9
  2   13   28   41   47   27   38   38   39   41   39    82   14
  3   43   13   11   46   27   24   27   28   26   24    89    1
  4   48   29   32   19   37   35   35   33   33   34    91    3
  5   31   18   42   22   18   34   33   32   34   33    67   15
  6   28   24   35   46   20   32   32   32   33   32    63   13
  7   27   31   19   14   15   17   17   16   15   16    61    3
  8   34   27   44   46   40   41   41   42   43   42    63   18
  9   21   20   24   28   27   28   28   29   29   29    83    9
 10   16   45   44   48   23   36   35   35   37   37    93    4
 11   18   13   40   38   50   34   34   39   40   37   100    6
 12   28   38   19   40   12   36   37   36   35   36    84   13
 13   24   27   38   43   41   38   38   40   40   39    74   14
 14   45   12   13   23   14   37   38   36   35   35    77   19
 15   21   46   14   26   32   35   35   36   34   36    85   12
 16   45   13   21   26   13   20   20   19   18   18    77    0
 17   32   19   27   39   48   30   31   33   33   31    64   11
 18   23   29   14   44   11   16   17   17   16   16    61    2
 19   33   15   32   17   35   19   18   18   19   18    65    1
 20   22   29   35   16   32   44   42   42   43   44    97   17
 21   23   16   20   25   44   21   22   24   23   22    74    4
 22   26   24   15   25   44   29   30   32   31   31    63   14
 23   14   14   26   12   26   25   24   25   26   26    72   12
 24   13   24   26   44   39   32   33   35   35   34    61   17
 25   12   38   42   24   27   36   35   35   36   36    62   18
 26   21   44   20   33   27   29   29   29   28   29    77    7
 27   26   22   40   44   19   31   31   31   32   30    73    9
 28   45   32   20   25   41   39   40   40   38   39    87   11
 29   40   46   49   17   16   48   45   40   42   44    96   10
 30   28   41   21   40   19   46   47   46   45   46    91   19
 31   20   10   41   29   44   24   23   26   28   25    89    0
 32   16   25   35   22   17   19   18   18   19   19    72    2
 33   30   21   21   50   36   40   43   45   44   42    85   17
 34   22   37   31   31   40   30   30   31   31   31    91    2
 35   11   39   30   19   14   29   27   26   27   28    85    8
 36   19   23   39   14   39   41   40   41   42   42    83   19
 37   15   17   34   46   44   30   32   36   37   34    97    5
 38   23   32   35   34   34   20   20   20   21   21    62    1
 39   35   12   24   20   50   21   21   23   22   22    60    5
 40   22   40   29   30   19   22   22   21   21   22    64    4
 41   29   46   41   36   34   50   49   48   49   50   100   12
 42   14   18   16   20   47   28   29   32   32   31    80   13
 43   27   42   30   36   47   40   40   41   41   41    64   18
 44   17   17   42   43   34   37   37   39   40   38    71   17
 45   20   43   48   27   29   38   36   36   37   38    63   16
 46   35   50   14   31   49   33   35   36   33   36    96    1
 47   32   40   39   27   38   45   44   44   44   45    86   14
 48   43   13   47   24   40   48   47   47   49   47    95   15
 49   31   12   48   20   12   26   24   22   25   24    66    7
 50   33   31   47   30   17   43   41   39   41   41    95   10
 51   17   28   26   38   46   24   26   29   29   27    91    0
 52   47   16   48   26   48   30   29   30   31   30    66    5
 53   36   42   14   22   44   31   32   32   30   32    83    5
 54   45   23   28   46   21   32   33   32   32   30    94    1
 55   23   20   42   36   47   28   28   31   32   30    82    3
 56   44   41   26   27   41   50   50   49   48   50    95   15
 57   47   23   28   49   22   32   34   33   33   32    73    8
 58   41   25   38   49   11   23   23   22   23   22    65    1
 59   39   25   46   35   15   25   24   22   24   23    68    1
 60   27   36   12   28   13   25   25   24   23   24    74    7
 61   40   45   19   29   18   31   31   29   28   30    71    8
 62   20   28   20   37   30   34   35   36   36   35    81   14
 63   30   14   47   31   32   36   35   36   38   36    68   15
 64   36   40   24   12   28   26   26   24   23   25    76    3
 65   22   48   11   42   39   48   50   52   49   51    97   20
 66   19   13   19   31   38   34   36   38   38   36    80   18
 67   46   48   31   45   49   46   47   48   46   47    76   14
 68   17   27   36   35   34   30   29   31   32   31    88    5
 69   33   15   23   19   23   36   36   36   36   35    68   20
 70   32   29   33   13   19   37   35   33   34   35    72   16
 71   31   17   16   23   48   37   38   41   39   39    86   16
 72   41   29   38   22   24   45   44   42   43   43    80   18
 73   40   32   38   25   21   29   28   26   27   27    69    5
 74   41   15   47   17   21   38   35   34   36   35    79   12
 75   32   33   26   16   12   30   29   26   26   28    97    4
 76   44   38   43   10   12   28   25   22   23   25    68    3
 77   37   35   42   45   14   41   40   38   39   39    84   10
 78   22   46   39   38   40   28   27   28   28   29    77    0
 79   18   49   36   38   34   30   30   31   31   32    81    3
 80   34   20   46   32   17   30   29   28   29   28    62   10
 81   49   40   45   28   14   46   44   40   41   42    92    9
 82   34   40   24   25   49   28   28   29   28   29    65    6
 83   45   45   39   23   34   35   34   32   32   33    79    3
 84   26   11   39   36   12   36   35   35   37   34    93   12
 85   47   12   37   32   45   33   33   34   34   32    84    4
 86   11   41   18   49   38   24   27   30   28   28    89    1
 87   41   24   22   41   24   41   42   42   41   40    93   13
 88   38   49   41   30   40   38   37   36   37   38    63   12
 89   44   39   19   31   26   32   33   31   29   31    93    1
 90   12   37   40   21   41   27   25   26   28   28    91    0
 91   35   35   11   26   43   46   48   48   46   47    94   19
 92   24   16   35   37   20   35   35   35   36   35    62   19
 93   46   28   38   12   22   39   38   35   36   37    71   15
 94   13   38   30   28   13   33   32   31   32   33    79   13
 95   26   50   45   44   38   35   35   35   36   36    63   10
 96   31   28   42   15   39   44   42   42   43   44    92   14
 97   39   24   34   34   42   34   34   35   35   34    61   13
 98   26   22   29   43   35   36   37   39   39   37    74   15
 99   49   29   29   11   15   43   41   38   37   39    83   16
100   27   15   31   16   20   35   34   33   34   34    67   19
