index 519
DMU 250
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   16   33   12   31   29   27    84   12
  2   30   49   21   32   30   28    77    4
  3   40   20   16   29   29   32    93    6
  4   48   49   22   45   42   43    97    4
  5   14   28   18   35   34   32    93   15
  6   31   34   42   30   31   30    72    5
  7   41   26   40   33   34   35    64   11
  8   49   25   13   25   24   27    69    5
  9   11   20   12   13   12   11    71    2
 10   50   44   17   44   41   43    98    6
 11   37   26   41   43   45   46    80   17
 12   33   39   11   34   30   30    97    4
 13   24   48   30   51   49   46    87   19
 14   32   21   18   23   22   24    88    2
 15   17   17   49   23   27   25    86    2
 16   36   49   40   43   42   40    85    6
 17   22   45   14   21   18   17    64    1
 18   28   34   15   36   34   34    86   12
 19   11   37   20   45   43   39    98   20
 20   32   21   48   34   36   37    68   13
 21   22   39   47   47   48   45    89   15
 22   12   32   41   37   38   35    82   14
 23   45   35   16   41   39   42    91   11
 24   14   49   24   39   37   33    67   17
 25   40   42   49   53   53   53    83   17
 26   50   29   47   30   31   33    70    2
 27   38   17   20   36   36   38    66   20
 28   16   28   47   29   31   29    66   10
 29   45   19   35   38   40   44    96    9
 30   50   40   14   42   40   42    62   19
 31   30   21   37   20   21   22    68    1
 32   29   41   33   38   37   36    75   11
 33   32   45   33   26   25   24    60    3
 34   22   25   15   27   27   27    76   11
 35   15   16   45   28   31   30    97    6
 36   42   18   30   21   22   24    71    1
 37   37   43   20   40   38   38    75   13
 38   24   38   34   46   45   43    84   18
 39   29   37   50   40   42   40    75   12
 40   18   11   32   21   23   23    97    3
 41   18   37   13   27   25   23    78    7
 42   13   43   19   28   25   21    98    0
 43   30   12   10   29   28   31    87   14
 44   13   49   42   51   50   44    98   15
 45   25   10   35   16   18   19    65    3
 46   21   50   49   36   36   33    63   10
 47   27   22   14   22   22   23    67    8
 48   13   25   33   30   31   29    73   13
 49   30   30   25   37   36   36    96    9
 50   45   46   22   38   36   37    66   12
 51   26   26   18   25   24   25    67    9
 52   39   20   21   29   29   32    95    4
 53   32   49   47   42   42   39    78    8
 54   27   42   21   39   37   35    89   10
 55   13   18   17   28   28   27    92   13
 56   50   43   24   47   45   47    71   18
 57   34   14   27   34   35   38    88   14
 58   18   27   34   38   39   38    86   16
 59   26   15   18   17   18   19    86    1
 60   18   33   33   44   44   41    90   18
 61   45   28   25   43   43   46    94   13
 62   18   14   30   24   26   26    79    9
 63   40   38   33   42   42   42    65   18
 64   27   45   16   36   33   31    99    4
 65   19   24   48   34   36   35    71   14
 66   34   32   49   45   47   47    85   14
 67   15   26   33   24   24   23    61    9
 68   15   22   26   18   19   18    68    4
 69   29   40   46   51   52   49    99   13
 70   20   21   37   35   36   35    68   18
 71   37   49   18   48   44   43    97   11
 72   45   26   50   41   43   45    78   12
 73   48   33   19   26   25   27    64    4
 74   44   36   11   47   44   46    92   17
 75   12   25   40   26   28   25    88    4
 76   29   22   27   42   42   43    97   17
 77   19   34   48   25   27   24    68    3
 78   37   27   20   32   31   33    88    7
 79   33   39   42   51   51   50    97   14
 80   31   16   43   38   41   43    87   15
 81   35   15   23   39   39   43    95   17
 82   20   25   42   32   34   32    80   10
 83   44   42   40   44   44   44    88    7
 84   20   50   13   44   41   38    82   18
 85   34   49   25   40   37   36    79    9
 86   46   38   19   36   34   36    86    5
 87   17   30   19   39   37   35   100   15
 88   24   26   47   41   43   42    85   15
 89   23   22   47   46   49   48    98   18
 90   18   22   26   26   27   26    92    6
 91   29   28   29   27   27   27    66    8
 92   34   18   35   27   28   29    63   10
 93   42   25   29   28   28   30    73    5
 94   43   32   45   44   45   47    96    7
 95   47   25   22   43   43   46    76   20
 96   13   38   16   27   25   23    72    9
 97   33   49   17   41   39   38    67   17
 98   36   33   44   37   38   38    72   11
 99   24   31   34   23   23   22    76    0
100   39   40   12   37   35   36    74   13
101   49   37   27   27   26   28    66    2
102   31   49   36   46   44   42    95    7
103   17   19   49   20   22   21    61    4
104   36   40   31   31   30   30    76    3
105   40   43   25   33   31   31    65    8
106   21   19   36   29   31   30    76   11
107   34   27   22   41   40   42    93   15
108   38   19   38   32   34   35    69   12
109   31   39   36   38   38   37    82    9
110   41   47   24   38   36   36    86    4
111   31   42   20   40   38   37    65   18
112   29   11   45   23   26   28    89    1
113   19   34   10   16   15   13    69    0
114   28   22   21   25   25   26    84    5
115   27   42   44   32   32   30    67    6
116   41   30   43   25   26   27    64    2
117   20   33   22   23   23   22    62    7
118   15   49   48   53   53   47   100   14
119   13   41   40   21   21   18    62    1
120   46   24   46   42   43   45    64   19
121   25   33   45   46   47   45    86   17
122   28   32   36   47   48   47    95   17
123   29   45   39   34   34   32    73    6
124   20   30   45   29   31   29    83    4
125   36   19   16   38   37   40    81   19
126   41   15   11   20   19   24    83    2
127   18   40   25   24   23   20    70    3
128   26   21   16   35   34   35    75   19
129   13   13   45   24   26   25    71    9
130   48   16   28   43   44   49    82   20
131   42   35   28   48   48   49    86   18
132   23   34   47   43   45   42    95   11
133   42   37   29   45   44   45    98    9
134   25   50   25   29   27   24    77    1
135   28   29   20   24   24   24    81    3
136   18   46   46   30   31   27    75    2
137   44   21   36   44   45   48    94   14
138   30   23   37   31   32   33    90    5
139   29   26   16   21   20   21    83    1
140   19   36   41   40   41   38    72   17
141   40   27   28   24   24   25    61    5
142   31   46   47   48   48   45    95    8
143   46   14   30   34   35   39    73   14
144   22   45   26   32   31   28    72    8
145   23   38   13   24   22   21    68    5
146   40   46   49   41   42   41    61   14
147   11   12   30   29   31   30    95   14
148   26   24   40   36   38   37    91   10
149   22   31   40   45   46   44    88   18
150   42   32   40   51   52   53    93   17
151   19   18   18   13   13   13    72    0
152   29   43   28   46   45   44    75   20
153   17   49   48   39   39   34    94    2
154   37   35   29   40   40   40    68   17
155   21   12   27   20   21   21    64    8
156   49   16   41   36   38   43    94    6
157   40   41   14   34   32   32    76    8
158   41   40   26   54   52   53    97   18
159   13   33   34   27   28   24    96    1
160   29   37   37   41   41   40    69   17
161   48   40   31   44   43   44    84   10
162   16   26   14   23   22   21    65   10
163   43   28   31   34   34   36    89    4
164   35   43   37   52   52   50    95   15
165   39   32   28   28   28   29    80    2
166   17   44   22   36   34   31    71   14
167   18   38   23   24   22   20    65    5
168   24   38   47   42   43   41    92    9
169   47   38   49   47   48   49    84   11
170   41   24   38   41   42   44    68   19
171   18   15   31   18   20   19    81    2
172   18   24   45   24   26   25    75    4
173   36   10   48   42   46   49    91   18
174   26   27   44   39   41   40    72   17
175   26   35   45   45   46   44    80   17
176   23   19   35   33   34   34    62   18
177   28   36   11   37   35   35    77   16
178   20   18   40   25   27   26    63   10
179   26   48   27   36   34   31    79    7
180   15   43   25   40   39   36    69   19
181   47   29   30   34   34   36    77    7
182   44   47   28   29   28   28    65    2
183   23   28   41   30   31   30    68   10
184   46   19   32   38   39   43    87   12
185   49   29   23   38   37   41    92    7
186   20   45   42   54   54   49   100   17
187   19   20   21   18   18   18    86    1
188   37   19   30   28   29   31    78    7
189   20   20   31   33   34   34    76   16
190   25   36   40   37   37   36    64   15
191   19   32   19   29   28   26    80    9
192   17   15   28   18   19   19    78    3
193   17   48   26   34   32   29    74    9
194   44   48   44   37   36   36    71    4
195   39   24   16   37   37   39    66   20
196   33   35   35   31   31   31    61   10
197   38   28   19   22   21   23    77    0
198   25   25   16   27   26   26    70   11
199   36   49   20   45   43   42    85   13
200   10   16   43   21   24   22    79    5
201   44   17   43   29   31   35    89    1
202   25   26   44   40   41   41    72   18
203   15   31   17   33   32   29    96   11
204   33   24   26   37   37   38    70   18
205   29   50   13   32   29   27    72    7
206   36   14   35   37   39   42    80   17
207   38   31   39   36   37   38    81    8
208   15   15   13   28   28   28    95   14
209   41   21   27   27   28   30    61   10
210   32   44   41   41   40   39    67   14
211   16   48   40   34   34   30    71    8
212   40   18   26   26   27   29    69    8
213   43   18   17   33   33   37    80   13
214   15   21   24   17   18   16    86    0
215   38   31   24   26   26   27    71    4
216   28   30   33   31   31   31    79    7
217   41   11   32   33   35   39    85   12
218   38   18   17   21   21   24    84    1
219   36   33   17   31   29   30    76    8
220   25   20   41   22   23   23    74    2
221   23   29   25   22   22   21    72    3
222   45   24   40   30   31   34    81    2
223   22   36   29   20   19   18    66    0
224   37   48   34   44   42   41    84    9
225   25   26   18   31   30   30    88   10
226   50   37   50   38   39   40    64   10
227   18   17   37   19   21   20    64    5
228   32   42   47   48   48   47    69   20
229   34   37   31   49   49   48    87   19
230   18   41   28   37   36   34    62   18
231   46   28   42   34   35   37    70    8
232   17   24   42   41   43   41    96   16
233   45   16   14   31   31   35    71   14
234   26   16   35   29   31   31    69   13
235   41   42   14   34   31   32    91    2
236   29   12   19   19   20   22    75    5
237   13   40   46   36   37   33    77   10
238   18   26   19   34   34   33    70   19
239   20   18   18   27   27   27    81   12
240   11   19   11   12   11   10    73    1
241   47   14   13   37   36   41    79   18
242   22   33   15   37   36   35    67   20
243   42   42   13   36   34   35    75   10
244   15   44   20   23   21   18    68    3
245   35   16   12   21   20   23    82    4
246   24   45   33   33   32   29    74    6
247   46   15   11   28   27   33    94    6
