index 37
DMU 50
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   13   39   45   40   40   45    86   12
  2   15   27   37   20   21   23    65    3
  3   21   45   14   37   33   36    63   20
  4   21   34   19   34   32   34    82   14
  5   26   12   38   28   31   30    64   12
  6   37   28   16   22   21   19    79    1
  7   37   33   47   30   32   31    76    0
  8   23   10   34   34   38   36    85   15
  9   21   26   33   38   39   40    78   17
 10   33   15   18   26   27   25    76   10
 11   33   50   49   42   41   44    88    3
 12   20   29   50   31   33   35    75    6
 13   30   15   34   29   32   30    67   12
 14   13   22   47   38   41   42    69   19
 15   20   11   22   19   21   20    65    8
 16   43   13   14   24   25   19    96    2
 17   29   47   46   39   38   41    92    1
 18   21   20   42   37   40   40    78   15
 19   38   26   12   34   33   31    69   17
 20   14   19   28   23   24   25    74    8
 21   21   18   25   28   29   29    62   15
 22   32   44   21   27   23   25    79    1
 23   25   41   25   39   36   39    91   11
 24   42   15   19   36   38   33    82   16
 25   19   10   18   21   23   21    86    8
 26   12   48   12   25   20   25    74    7
 27   35   19   15   32   32   30    68   17
 28   21   36   46   44   45   48    76   18
 29   30   33   24   29   28   29    70    9
 30   39   37   25   42   40   40    77   16
 31   16   29   33   25   25   27    69    7
 32   19   50   44   37   35   40    75    8
 33   16   13   26   35   37   37    82   20
 34   12   43   29   31   28   33    77    9
 35   36   21   12   21   20   18    80    3
 36   44   47   33   45   43   44    93    7
 37   15   20   43   36   39   40    76   16
 38   28   44   41   47   46   49    82   16
 39   14   31   39   37   37   40    80   14
 40   33   14   19   25   26   23    77    8
 41   32   48   29   38   34   37    98    2
 42   27   40   22   35   32   34    62   16
 43   21   46   24   39   35   39    91   11
 44   39   43   36   45   44   44    91    9
 45   47   20   24   32   34   30    62   14
 46   27   30   41   46   48   48    80   20
 47   24   43   49   46   46   50    97    8
 48   23   15   50   43   48   47    85   18
 49   28   27   25   25   25   25    95    0
 50   30   18   29   20   22   20    76    1
