index 309
DMU 150
input 4
output 4
instance 9
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   21   27   42   17   44   46   41   40    92   18
  2   24   31   35   13   32   34   29   30    85    9
  3   20   13   21   32   26   25   28   26    78   10
  4   43   12   30   32   40   37   37   38    73   17
  5   33   16   33   41   45   43   45   44    84   19
  6   31   46   47   38   48   50   49   47    97    9
  7   18   38   32   33   33   36   36   34    92    7
  8   48   25   26   12   36   33   30   35    87    9
  9   49   47   30   14   46   45   41   46    79   16
 10   26   39   37   43   44   45   47   45    75   18
 11   21   18   41   36   34   34   34   31   100    5
 12   14   23   49   27   32   34   32   29    75   11
 13   49   42   31   17   49   48   45   49    78   20
 14   38   36   41   11   38   38   32   35    79   10
 15   36   22   29   44   28   27   30   29    70    6
 16   45   31   47   44   34   33   33   32    68    5
 17   22   37   25   21   43   45   43   44    96   18
 18   33   15   17   39   40   37   42   42    96   16
 19   13   47   28   30   29   34   34   32    94    4
 20   30   32   31   29   27   27   27   27    71    5
 21   33   37   37   18   34   34   30   32    86    5
 22   38   29   22   11   36   35   32   36    80   14
 23   48   38   20   19   28   27   25   29    73    4
 24   25   13   50   23   36   36   32   30    87   10
 25   49   10   23   18   28   23   22   26    79    5
 26   17   39   41   19   27   30   26   26    76    5
 27   48   10   33   21   31   28   26   28    66   10
 28   35   18   39   47   31   29   31   29    69    7
 29   33   20   33   20   38   36   34   35    86   13
 30   25   32   10   12   33   34   33   36    91   15
 31   20   32   35   26   29   31   30   28    90    4
 32   12   38   30   19   30   32   30   30    77   11
 33   45   46   15   44   33   32   36   38    78    5
 34   28   45   24   33   28   30   31   31    81    3
 35   48   11   25   14   30   25   22   27    96    3
 36   34   45   10   42   38   38   44   45    97    9
 37   11   32   36   35   29   33   33   29    96    4
 38   13   38   15   19   32   34   34   34    64   19
 39   37   44   50   18   40   41   35   37    80    8
 40   11   33   32   11   33   36   32   32    72   17
 41   13   40   40   50   49   53   57   51    95   19
 42   11   49   22   39   37   41   43   41    76   17
 43   29   15   26   46   35   34   38   35    73   15
 44   33   33   23   45   35   34   39   37    88    7
 45   33   30   18   45   21   21   24   24    63    3
 46   10   41   17   49   32   36   43   38    90   11
 47   23   29   41   17   41   42   38   38    96   13
 48   13   46   37   38   42   47   48   44    99   12
 49   24   35   24   28   30   31   31   31    61   14
 50   31   28   33   11   27   26   23   25    62    9
 51   49   47   44   47   42   42   42   43    80    5
 52   38   35   37   26   34   34   32   33    76    7
 53   25   29   16   33   26   26   28   28    74    8
 54   12   30   49   21   29   32   27   25    90    3
 55   40   20   16   48   34   32   37   36    72   13
 56   49   22   14   28   43   39   41   44    81   19
 57   18   31   34   42   31   33   35   32    90    5
 58   41   26   40   49   35   34   36   35    92    0
 59   25   13   11   20   17   16   17   18    82    3
 60   12   50   44   17   45   50   44   43    90   17
 61   37   26   41   33   41   41   40   40    69   17
 62   39   11   24   48   24   21   26   24    68    4
 63   30   32   21   18   35   35   34   35    68   17
 64   17   17   49   36   31   32   32   28    79    8
 65   49   40   22   45   43   41   45   47    93    8
 66   14   28   34   15   35   37   34   33    78   17
 67   11   37   20   32   18   20   22   20    67    3
 68   21   48   22   39   39   42   45   44    99   10
 69   47   12   32   41   36   32   34   35    98    3
 70   45   35   16   14   37   35   33   38    87   11
 71   49   24   40   42   41   38   39   39    85    7
 72   49   50   29   47   42   41   44   45    79    8
 73   38   17   20   16   28   26   24   27    71   10
 74   28   47   45   19   42   44   40   41    62   20
 75   35   50   40   14   31   32   27   30    77    2
 76   30   21   37   29   43   42   41   40    99   13
 77   41   33   32   45   26   26   28   27    66    2
 78   33   22   25   15   37   35   33   35    91   13
 79   15   16   45   42   39   40   42   36    90   14
 80   18   30   37   43   37   39   41   37    91   10
 81   20   24   38   34   33   34   34   32    64   15
 82   29   37   50   18   36   37   31   32    91    3
 83   11   32   18   37   21   23   27   24    90    2
 84   13   13   43   19   19   20   17   14    76    1
 85   30   12   10   13   26   24   24   26    63   15
 86   49   42   25   10   35   34   29   35    83    6
 87   35   21   50   49   41   40   42   39    84    9
 88   27   22   14   13   27   26   25   27    79   11
 89   25   33   30   30   42   43   43   43    87   17
 90   25   45   46   22   47   50   45   45    87   16
 91   26   26   18   39   28   27   32   31    98    3
 92   20   21   32   49   44   44   49   45    90   19
 93   47   27   42   21   46   44   40   42    81   15
 94   13   18   17   50   28   29   34   31    66   15
 95   43   24   34   14   29   27   23   26    76    4
 96   27   18   27   34   25   24   25   24    64    8
 97   26   15   18   18   36   34   34   35    93   17
 98   33   33   45   28   32   33   30   30    78    4
 99   25   18   14   30   20   19   22   21    81    3
100   40   38   33   27   33   33   31   33    85    3
101   45   16   19   24   31   27   27   31    93    5
102   48   34   32   49   42   40   43   43    87    7
103   15   26   33   15   34   36   33   32    89   14
104   22   26   29   40   32   33   36   33    82   10
105   46   20   21   37   32   28   31   32    78    7
106   37   49   18   45   32   33   36   36    67    9
107   26   50   48   33   47   50   47   46    94   10
108   19   44   36   11   32   34   30   31    72   11
109   12   25   40   29   34   35   34   32    68   16
110   22   27   19   34   22   22   25   24    88    1
111   48   37   27   20   37   35   33   37    73   11
112   33   39   42   31   41   42   40   40    74   14
113   16   43   35   15   28   32   27   28    88    4
114   23   20   25   42   29   28   33   30    97    4
115   44   42   40   20   51   51   45   49    97   13
116   50   13   34   49   44   39   43   42    88   11
117   25   46   38   19   35   38   34   35    99    3
118   17   30   19   24   26   28   29   28    91    7
119   26   47   23   22   26   28   27   28    74    5
120   47   18   22   26   43   39   39   42    88   16
121   29   28   29   34   26   26   27   26    68    6
122   18   35   42   25   29   30   28   27    65    9
123   29   43   32   45   35   37   39   38    81    7
124   47   25   22   13   38   36   34   38    68   18
125   38   16   33   49   32   29   33   31    74    7
126   17   36   33   44   43   46   49   45    95   15
127   24   31   34   39   32   33   35   33    86    6
128   40   12   49   37   35   33   32   32    60   13
129   27   31   49   36   45   47   45   42    98   10
130   17   19   49   36   37   38   37   33    76   14
131   40   31   40   43   49   48   49   48    77   19
132   25   21   19   36   34   34   37   36    94   12
133   34   27   22   38   30   29   32   32    76    8
134   19   38   31   39   33   35   37   35    85    8
135   36   41   47   24   41   42   37   38    95    4
136   31   42   20   29   42   42   43   44    73   20
137   11   45   19   34   30   33   35   34    69   14
138   10   28   22   21   36   38   38   37    85   20
139   27   42   44   41   33   35   35   33    78    4
140   30   43   20   33   30   31   32   33    86    4
141   22   15   49   48   33   33   34   30    61   13
142   13   41   40   46   33   36   38   34    70   11
143   24   46   25   33   36   38   39   39    68   16
144   45   28   32   36   52   49   50   51    90   19
145   29   45   39   20   38   40   36   37    76   12
146   30   45   36   19   47   49   44   46    98   14
147   16   41   15   11   27   29   27   29    77   11
148   18   40   25   26   21   23   23   22    65    4
149   21   16   13   13   31   30   30   31    93   16
150   45   48   16   28   35   34   35   38    75    9
