index 271
DMU 150
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   17   44   16   14   14   17    62    0
  2   11   36   21   27   28   32    67   15
  3   47   44   36   42   41   40    73   10
  4   40   31   15   50   45   44    90   20
  5   39   20   17   41   38   35    71   19
  6   12   44   17   25   26   31    72   11
  7   29   28   42   49   52   51    96   19
  8   31   43   36   31   32   34    76    5
  9   48   31   47   55   55   52    89   16
 10   29   18   44   33   36   34    66   14
 11   49   16   30   30   27   23    61    6
 12   44   35   14   41   37   36    67   17
 13   49   33   28   48   44   42    78   15
 14   39   20   21   31   29   26    66   10
 15   37   20   36   39   39   36    72   15
 16   10   22   45   25   31   33    76   11
 17   23   31   35   38   40   41    71   19
 18   42   44   30   35   33   33    85    1
 19   40   15   34   47   46   41    96   15
 20   27   26   44   34   37   37    71   13
 21   38   35   30   49   47   47    88   17
 22   48   31   44   50   49   46    96    8
 23   25   23   34   29   31   31    96    4
 24   35   37   36   38   39   39    66   15
 25   15   39   38   26   29   33    77    7
 26   46   43   23   40   36   36    75    9
 27   46   34   39   35   34   32    71    5
 28   20   34   31   26   28   29    61   11
 29   22   39   26   44   44   48    97   18
 30   42   24   42   54   54   50   100   16
 31   40   22   16   34   29   26    91    5
 32   41   26   29   34   33   31    63   12
 33   28   27   40   38   40   40    89   11
 34   39   17   50   42   44   40    66   18
 35   36   48   40   49   49   52    93   12
 36   40   26   27   49   47   44    89   18
 37   15   10   32   12   15   14    73    0
 38   33   24   18   29   26   25    76    7
 39   25   19   46   37   40   39    73   17
 40   21   45   24   21   21   25    74    1
 41   45   37   14   41   35   33    99    4
 42   31   12   32   29   30   27    68   11
 43   29   17   34   21   21   20    68    2
 44   12   24   35   28   31   33    70   15
 45   41   23   40   30   30   27    78    1
 46   16   49   48   36   40   46    72   15
 47   42   11   42   42   42   38    68   18
 48   45   10   28   29   26   21    75    3
 49   45   26   27   41   38   35    77   12
 50   10   35   11   19   19   23    78    7
 51   15   49   29   30   32   39    89    8
 52   31   36   50   36   39   40    77    9
 53   36   42   11   32   29   30    75    8
 54   26   45   15   34   32   35    67   15
 55   41   46   29   44   42   43    84   11
 56   43   21   17   41   38   34    69   18
 57   21   39   22   36   37   40    94   13
 58   25   36   14   39   37   39    80   19
 59   17   37   10   36   34   39    95   17
 60   21   17   35   22   24   23    82    3
 61   39   20   23   42   39   35    89   13
 62   46   17   31   43   40   35    83   12
 63   45   28   32   38   35   32    89    3
 64   31   20   19   40   38   35    98   14
 65   48   44   18   38   34   33    67   10
 66   27   11   18   23   21   18    94    2
 67   42   19   46   44   45   40    96    8
 68   33   20   34   29   30   27    83    4
 69   21   32   34   28   30   32    79    8
 70   39   22   16   44   40   37    86   17
 71   32   39   47   51   53   54    87   19
 72   29   45   37   33   34   36    64   11
 73   47   32   47   43   43   40    65   14
 74   11   10   21   28   30   30    80   18
 75   44   47   47   60   61   61    93   18
 76   21   17   23   15   16   15    75    0
 77   23   42   23   24   24   28    83    2
 78   36   22   35   38   38   36    80   12
 79   36   45   44   24   25   26    61    0
 80   19   44   11   35   33   39    98   13
 81   33   16   11   25   22   19    80    5
 82   26   38   48   41   45   47    85   13
 83   49   47   39   63   61   60    98   17
 84   38   48   25   44   41   43    84   12
