index 550
DMU 250
input 4
output 4
instance 10
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   26   17   34   13   31   30   33   32    69   15
  2   41   39   32   41   46   47   45   46    77   17
  3   22   27   35   31   35   33   35   34    66   15
  4   20   15   49   45   38   33   41   39    81   13
  5   42   43   28   31   42   44   41   42    77   14
  6   24   22   39   10   38   35   39   37    85   15
  7   24   44   39   45   51   50   50   49    89   16
  8   21   11   20   34   32   31   32   33    64   20
  9   49   24   32   33   26   27   27   29    61    7
 10   29   39   50   37   49   46   49   47    84   14
 11   27   15   46   19   36   32   39   37    79   14
 12   33   43   49   21   51   50   52   49    84   17
 13   28   13   21   43   25   25   26   27    70   10
 14   26   49   27   48   44   46   42   42    90   10
 15   33   17   49   21   41   37   44   42    74   18
 16   30   37   25   47   44   45   43   44    72   20
 17   40   49   22   28   38   41   36   37    70   13
 18   44   27   25   28   41   43   41   44    97   13
 19   17   40   28   29   34   34   33   31    90    6
 20   43   36   33   15   45   46   45   45    95   13
 21   46   37   17   28   41   45   40   43    74   19
 22   19   27   35   34   37   35   38   36    82   13
 23   37   24   33   42   44   44   45   46    81   19
 24   23   23   28   31   36   35   37   36    83   15
 25   38   32   36   20   29   29   29   29    85    1
 26   27   33   23   43   34   35   33   34    76   11
 27   15   26   49   39   28   23   29   26    69    4
 28   25   22   15   50   30   31   30   31    65   15
 29   27   36   38   21   32   32   33   31    61   12
 30   24   31   11   48   22   24   20   22    75    3
 31   35   29   31   22   33   34   34   34    82    9
 32   24   12   13   20   17   18   17   19    93    3
 33   11   19   40   49   33   28   34   32    82    9
 34   45   28   10   23   34   39   33   37    89   13
 35   18   35   37   39   43   42   43   41    87   14
 36   18   10   20   38   14   13   15   15    62    3
 37   26   11   37   42   36   31   38   38    98   10
 38   24   21   21   16   19   20   19   20    64    6
 39   24   41   41   37   51   49   50   48    99   13
 40   27   31   46   26   26   24   27   25    65    3
 41   28   16   12   10   20   21   20   21    88    6
 42   13   34   34   35   33   32   33   31    67   12
 43   46   19   25   40   33   34   34   37    88    9
 44   46   49   50   19   49   49   50   48    65   20
 45   48   26   36   46   43   42   43   45    70   18
 46   37   20   26   36   21   21   21   23    60    5
 47   23   21   18   46   20   20   19   20    62    5
 48   41   30   42   40   43   42   43   44    61   20
 49   35   24   19   49   37   39   37   39    79   16
 50   50   33   33   18   36   37   36   37    82    8
 51   33   43   35   45   45   45   44   44    66   19
 52   42   39   13   19   40   45   38   41    82   17
 53   12   45   34   16   35   35   33   30    91    5
 54   18   42   44   35   35   33   35   32    62   11
 55   13   45   41   35   39   37   38   34    98    2
 56   44   47   29   42   39   43   38   40    87    5
 57   12   21   34   14   24   21   25   22    87    4
 58   32   15   40   37   41   37   43   43    93   14
 59   34   24   46   18   36   33   38   36    83    9
 60   22   26   29   45   39   38   39   39    74   18
 61   34   18   50   35   33   28   35   34    85    4
 62   16   44   45   33   44   43   44   41    68   18
 63   27   11   12   49   21   21   21   23    69    8
 64   25   30   40   37   26   24   27   26    66    4
 65   36   28   14   27   26   29   26   28    68   10
 66   28   20   30   32   33   32   34   34    93    9
 67   34   18   49   39   52   46   55   53    96   19
 68   41   34   12   14   35   38   34   36    61   20
 69   22   12   22   36   23   22   23   24    68    9
 70   47   44   46   40   34   34   34   34    64    5
 71   41   32   20   26   27   30   27   29    75    6
 72   49   18   37   16   43   42   45   47    87   18
 73   17   12   23   40   16   15   17   17    62    4
 74   18   45   25   43   39   40   37   36    82   11
 75   18   46   46   44   51   49   51   47    87   15
 76   20   36   19   21   33   35   32   32    67   16
 77   12   26   25   24   25   24   25   23    78    7
 78   13   29   31   22   40   38   40   37    98   14
 79   43   45   18   33   32   36   30   32    70    8
 80   30   21   36   33   35   33   37   36    90    9
 81   46   15   34   39   42   40   43   46    81   18
 82   14   17   19   27   35   34   35   35    96   17
 83   32   15   14   35   19   20   19   21    63    7
 84   14   10   42   13   36   31   39   36    82   18
 85   41   45   34   28   34   36   33   34    84    2
 86   43   24   31   38   30   30   31   33    84    4
 87   20   11   18   21   21   21   22   22    76    9
 88   21   11   20   37   32   30   33   34    99   13
 89   48   46   27   50   49   52   48   50    73   20
 90   27   42   31   18   46   47   45   44    78   20
 91   28   35   39   31   35   34   35   34    83    6
 92   18   10   33   25   37   33   39   38   100   16
 93   24   45   46   11   50   49   50   46    84   18
 94   24   48   42   11   43   43   43   40    64   19
 95   44   34   36   46   53   53   53   54    97   16
 96   12   21   19   24   23   22   22   22    71    9
 97   28   20   40   36   35   32   37   36    80   11
 98   30   31   13   37   28   31   27   29    69   11
 99   39   41   40   49   44   44   44   44    76   13
100   36   26   32   19   33   33   34   34    63   15
101   11   35   18   34   25   26   23   22    89    2
102   46   34   43   11   43   43   45   44    90   11
103   15   11   29   12   20   18   21   20    65    8
104   11   15   48   38   24   19   26   23    73    3
105   45   17   31   46   39   38   41   44    95   11
106   34   20   23   27   18   18   18   19    66    2
107   38   49   34   28   47   49   46   46    81   15
108   39   28   42   36   40   38   41   41    83   10
109   43   20   43   35   43   41   45   46    81   16
110   18   33   37   22   33   32   33   31    75   10
111   48   17   31   20   30   30   31   33    70   11
112   13   39   22   21   38   40   36   34    97   12
113   38   44   29   15   24   26   23   23    62    3
114   42   43   11   25   37   43   35   38    82   13
115   31   25   12   25   25   27   24   26    70   10
116   32   36   43   30   45   44   46   44    98    9
117   37   36   47   13   50   49   52   50    82   20
118   39   29   10   19   31   35   30   33    84   12
119   14   50   44   45   38   36   37   33    78    5
120   35   41   40   47   47   47   47   46    79   15
121   30   28   36   30   35   34   36   35    81   10
122   45   43   14   13   25   30   23   25    77    2
123   43   30   37   36   46   46   47   48    77   19
124   49   50   28   24   30   34   29   30    75    1
125   37   31   26   43   30   31   30   32    77    6
126   36   25   32   33   19   19   20   20    61    1
127   22   17   35   19   21   18   22   21    64    5
