index 368
DMU 200
input 2
output 2
instance 8
DMU   i1   i2   o1   o2   eff  err
  1   20   10   14   13    91    0
  2   41   29   37   36    66   14
  3   44   16   38   35    83   13
  4   25   35   47   48    94   19
  5   22   17   17   17    82    1
  6   30   21   43   42    95   19
  7   21   50   29   32    73    4
  8   36   22   30   29    65   11
  9   37   31   36   36    68   13
 10   31   40   34   35    74    8
 11   11   39   23   26    71    6
 12   30   19   28   27    81    8
 13   14   19   28   29    68   17
 14   23   39   31   33    76    8
 15   14   39   40   44    97   15
 16   15   17   13   13    80    0
 17   34   46   49   50    76   19
 18   44   23   49   46    88   19
 19   32   35   39   39    68   16
 20   34   34   43   43    72   19
 21   35   12   41   38    86   20
 22   24   20   35   34    80   17
 23   50   22   43   41    69   18
 24   40   29   30   29    79    3
 25   30   19   36   35    97   12
 26   29   46   26   28    68    1
 27   41   36   37   37    84    5
 28   34   14   30   28    77   11
 29   18   16   32   32    81   18
 30   20   47   23   26    62    3
 31   27   42   44   46    92   13
 32   30   36   22   23    65    1
 33   47   17   32   29    79    6
 34   17   42   45   48    93   18
 35   43   34   34   32    84    1
 36   20   43   32   34    89    4
 37   48   27   52   50    93   17
 38   29   35   27   28    63    7
 39   50   14   31   26    93    0
 40   31   49   54   56    91   18
 41   32   40   46   47    94   12
 42   39   27   30   29    62    9
 43   38   43   44   44    71   15
 44   13   47   28   32    79    5
 45   24   40   26   27    63    6
 46   31   12   27   25    92    7
 47   48   20   27   25    61    6
 48   12   33   31   33    74   15
 49   31   47   50   52    83   18
 50   30   17   18   17    67    2
 51   17   28   21   22    77    4
 52   26   38   28   30    89    0
 53   46   47   36   36    63    7
 54   16   48   39   42    66   18
 55   26   48   43   46    90   10
 56   36   42   44   45    87   10
 57   14   22   18   18    66    6
 58   44   45   57   57    96   14
 59   23   28   25   26    79    5
 60   46   21   38   35    69   14
 61   23   20   36   35    72   20
 62   42   36   40   40    85    7
 63   47   44   41   40    89    0
 64   41   26   36   34    98    3
 65   27   41   36   38    84    8
 66   47   23   38   36    60   17
 67   28   49   47   50    82   16
 68   22   41   33   34    63   13
 69   25   38   37   38    62   18
 70   49   11   43   38    94   14
 71   39   25   27   26    68    5
 72   46   35   38   37    89    2
 73   15   27   23   25    84    6
 74   36   12   29   26    93    6
 75   28   13   22   20    96    2
 76   40   45   44   44    73   13
 77   19   29   35   36    78   16
 78   18   20   28   28    83   12
 79   28   20   29   28    79   10
 80   37   30   34   33    97    1
 81   30   14   22   20    61    8
 82   47   31   27   26    64    2
 83   32   36   50   50    93   18
 84   40   24   35   34    65   14
 85   12   28   27   28    75   12
 86   22   48   49   52    98   15
 87   11   42   23   26    71    5
 88   39   19   26   24    61    8
 89   13   19   30   31    69   19
 90   31   38   39   39    69   15
 91   46   48   44   44    83    5
 92   31   45   33   35    86    1
 93   49   17   38   34    96    6
 94   27   36   37   39    94    8
 95   35   34   32   32    92    0
 96   33   15   15   14    62    0
 97   23   19   30   29    89   11
 98   23   32   42   43    89   18
 99   29   33   28   29    75    5
100   13   19   27   28    81   14
101   31   17   15   13    60    0
102   16   23   21   21    70    7
103   48   41   43   42    69   12
104   29   38   39   39    62   18
105   22   24   21   22    67    6
106   40   32   43   42    90   10
107   38   25   30   29    76    6
108   21   41   23   24    61    4
109   15   47   24   27    62    5
110   17   21   16   17    75    2
111   32   33   26   26    76    1
112   26   16   22   21    87    4
113   12   44   28   32    91    3
114   38   43   37   37    66   10
115   10   12   12   12   100    1
116   37   35   38   38    95    4
117   42   45   47   48    88    9
118   14   22   13   14    70    1
119   46   39   44   43   100    1
120   38   40   45   45    92    9
121   18   49   48   51    93   17
122   36   38   48   49    96   13
123   34   34   32   32    69    9
124   20   46   31   34    84    4
125   32   17   32   31    69   15
126   49   40   45   44    66   15
127   45   28   45   43    79   16
128   14   34   17   19    60    3
129   40   24   36   34    67   14
130   25   49   41   43    81   11
131   45   45   56   56    79   20
132   39   23   23   21    73    0
133   34   26   37   36    66   17
134   11   39   33   36    85   12
135   36   12   28   25    68   11
136   47   12   32   30    61   14
137   37   32   44   44    85   15
138   45   11   30   26    85    6
139   41   18   20   18    63    1
140   49   38   40   39    60   14
141   41   24   50   48    98   18
142   22   41   35   37    99    4
143   24   38   47   49    89   20
144   49   41   48   47    85   10
145   30   40   39   40    81   11
146   44   39   37   36    89    0
147   19   31   28   29    85    7
148   26   12   19   18    90    2
149   37   40   43   44    92    8
150   21   41   45   48    99   15
151   35   35   41   41    99    6
152   11   26   23   24    91    6
153   43   24   41   38    97    8
154   16   35   34   36    64   18
155   37   20   28   27    66    9
156   46   28   42   39    95    6
157   38   12   34   31    83   13
158   22   13   20   20    76    7
159   38   30   45   44    74   20
160   28   13   32   31    69   18
161   26   50   39   42    84    8
162   45   44   33   33    75    0
163   38   31   32   31    72    7
164   28   42   43   45    85   14
165   15   39   24   27    86    1
166   39   24   40   38    71   17
167   34   34   36   36    65   14
168   42   26   37   35    81    9
169   22   29   22   23    75    3
170   43   35   44   43    74   15
171   49   29   48   46    84   15
172   29   11   37   35    90   19
173   15   27   22   24    88    4
174   15   31   17   19    72    1
175   16   20   35   35    82   20
176   30   32   37   37    73   14
177   39   41   33   33    73    4
178   17   13   25   25    74   14
179   11   13   13   13    85    3
180   33   43   41   42    68   15
181   50   34   51   49    83   16
182   24   27   40   40    89   17
183   35   27   49   48    94   20
184   14   11   10    9    68    1
185   15   47   28   31    64    9
186   24   13   34   33    91   17
187   22   11   21   20    63   10
188   12   27   21   23    79    6
189   23   37   39   40    70   18
190   46   41   47   46    78   13
191   39   22   35   33    98    5
192   35   41   35   35    78    5
193   35   33   28   27    81    0
194   47   12   41   37    87   15
195   10   14   16   16    63    8
196   50   30   44   42    70   16
197   14   21   31   32    92   15
198   13   46   43   47    84   19
199   36   45   38   39    86    3
200   16   45   33   36    83    8
