index 275
DMU 150
input 3
output 3
instance 5
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   18   16   38   21   21   18    85    0
  2   33   36   24   34   34   36    76   11
  3   34   29   46   42   41   40    78   13
  4   18   26   38   28   29   27    82    5
  5   14   35   15   21   25   26    98    1
  6   44   28   47   28   26   25    69    0
  7   39   48   29   41   42   44    82   10
  8   47   25   41   51   47   46    90   16
  9   21   46   28   35   39   40    96    5
 10   28   41   28   36   38   39    77   12
 11   45   49   32   32   32   33    64    5
 12   27   15   15   31   29   29    71   17
 13   42   30   28   43   41   42    77   17
 14   32   46   26   42   44   46    92   11
 15   29   31   47   34   35   33    90    2
 16   45   40   17   28   26   30    77    2
 17   21   24   14   35   35   36    86   18
 18   22   36   36   44   46   45    92   15
 19   20   16   11   28   27   28    75   16
 20   18   39   29   29   32   32    71    9
 21   37   21   46   25   23   21    71    0
 22   46   12   30   29   23   23    93    1
 23   44   45   23   35   34   37    73    8
 24   37   39   26   26   26   27    66    4
 25   40   45   26   36   36   39    90    3
 26   23   30   39   35   36   35    61   16
 27   11   37   23   19   22   22    68    3
 28   20   43   43   39   44   42    97    5
 29   12   37   33   18   22   21    68    0
 30   12   41   31   39   44   43    97   12
 31   49   43   47   49   48   48    93    6
 32   35   27   15   23   21   23    77    3
 33   11   32   40   40   45   42    95   14
 34   33   27   31   46   45   44    94   17
 35   35   40   45   36   37   36    89    0
 36   15   37   20   40   44   45    96   18
 37   42   28   30   25   23   24    72    1
 38   17   31   10   24   26   28    85    8
 39   35   28   45   47   46   44    96   12
 40   48   24   27   45   41   43    79   19
 41   47   33   26   34   32   34    80    6
 42   15   12   25   18   18   17    70    6
 43   14   43   15   18   23   24    80    0
 44   15   23   47   34   36   33    63   16
 45   31   10   20   19   15   15    91    0
 46   21   46   39   36   41   40    96    3
 47   23   36   13   37   39   41    83   18
 48   45   19   14   35   31   33    65   18
 49   41   30   13   46   43   47    99   19
 50   36   47   10   43   44   49    97   14
 51   31   26   22   34   33   34    89   11
 52   46   27   23   27   24   26    79    2
 53   14   39   50   35   40   37    88    5
 54   50   36   36   43   41   42    66   16
 55   40   18   12   24   19   22    93    2
 56   15   33   39   39   41   40    71   18
 57   41   43   39   42   42   43    71   13
 58   34   16   33   37   35   34    70   17
 59   15   24   42   40   42   39    79   18
 60   30   25   11   22   20   23    92    2
 61   45   20   40   32   28   27    74    5
 62   10   40   28   31   37   36    94    7
 63   13   41   22   25   29   30    75    7
 64   50   34   10   41   38   42    82   16
 65   20   24   34   28   29   28    81    7
 66   44   48   44   32   33   33    63    4
 67   43   36   35   42   41   42    61   19
 68   44   15   25   36   31   32    85   12
 69   12   15   15   12   13   13    60    4
 70   15   27   28   21   23   22    66    6
 71   43   34   22   35   33   36    83    8
 72   14   32   15   25   28   28    68   12
 73   46   26   20   23   20   21    67    2
 74   16   37   30   35   38   38    84   12
 75   41   14   29   38   32   32    96   10
 76   27   36   46   25   27   25    64    2
 77   30   34   42   32   33   31    86    1
 78   40   45   32   39   39   40    74   10
 79   41   27   40   32   30   29    74    5
 80   46   13   40   48   42   41    87   18
 81   25   16   34   25   24   23    66    8
 82   22   15   33   24   23   21    82    4
 83   40   22   50   46   43   40    97    9
 84   25   15   50   28   27   24    63    8
