index 220
DMU 100
input 5
output 5
instance 10
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   30   22   39   35   14   22   21   21   22   22    75    1
  2   27   48   39   38   22   31   34   33   35   34    90    2
  3   20   20   20   29   27   29   29   29   28   29    96    6
  4   40   23   50   27   46   39   37   38   37   38    99    1
  5   42   29   22   12   17   30   28   28   29   27   100    6
  6   43   14   13   18   22   30   26   27   27   26    69   13
  7   20   20   43   45   29   51   51   51   50   52    98   19
  8   45   43   24   17   20   38   38   38   39   38    76   17
  9   46   14   47   44   40   54   49   50   49   50    86   18
 10   37   23   43   40   20   47   44   45   46   46    96   15
 11   45   25   30   28   33   45   42   43   43   42    87   16
 12   31   17   21   28   45   33   31   32   30   31    70   11
 13   24   45   36   27   37   29   32   31   32   32    76    5
 14   42   37   31   15   12   30   29   29   31   29    86    8
 15   17   19   30   23   28   37   38   38   37   38    73   20
 16   46   36   27   27   16   25   24   24   25   24    71    4
 17   50   36   39   15   11   33   32   32   34   32    68   14
 18   20   25   23   27   11   23   23   23   24   23    96    3
 19   35   21   39   38   26   33   31   31   31   32    91    3
 20   25   32   18   17   37   21   23   22   22   22    80    1
 21   35   35   37   47   27   41   40   40   40   41    92    7
 22   24   33   17   31   36   41   42   41   41   41    90   15
 23   19   14   46   32   37   30   30   30   29   31    85    4
 24   29   43   39   49   37   46   47   47   47   47    74   17
 25   37   38   27   24   13   26   26   26   27   26    69    8
 26   48   11   14   20   42   48   41   43   41   41    99   17
 27   42   34   17   29   43   39   37   37   36   36   100    4
 28   35   36   42   20   48   47   49   48   48   48    83   18
 29   16   45   25   14   16   33   39   37   39   38    83   18
 30   48   11   30   14   21   35   31   32   32   31    68   17
 31   34   14   39   43   36   35   32   33   32   33    83    5
 32   16   19   24   44   50   44   44   44   42   44    93   13
 33   44   24   40   39   21   35   31   32   33   32    85    5
 34   24   35   38   36   21   33   35   34   35   35    95    5
 35   43   48   16   20   33   29   30   30   30   29    92    1
 36   48   11   37   10   23   32   27   28   29   28    89    8
 37   21   36   38   50   48   33   34   34   33   34    63    8
 38   35   17   13   39   46   31   28   29   27   27    69    7
 39   23   50   38   28   14   17   21   20   21   20    62    1
 40   49   39   40   32   13   42   40   40   42   41    95   10
 41   27   42   32   30   12   33   35   34   36   35    84   11
 42   44   31   49   28   28   29   28   29   30   29    66    6
 43   13   19   44   20   13   29   31   31   32   32    68   16
 44   28   25   34   19   11   38   38   38   40   39    92   18
 45   30   35   47   28   48   38   41   40   40   40    94    4
 46   49   36   30   22   25   39   37   38   39   37    85   12
 47   46   46   34   50   46   39   38   38   38   38    63   10
 48   20   49   32   11   33   29   36   34   35   34    95    6
 49   28   46   43   32   14   39   43   42   44   43    91   13
 50   39   30   19   38   18   38   35   35   36   35    85   12
 51   30   24   49   21   30   46   47   46   47   47    94   18
 52   34   18   45   17   12   27   25   25   27   26    97    3
 53   48   13   16   35   40   40   34   36   34   34    79   12
 54   33   11   44   43   29   46   42   43   43   44    92   14
 55   38   18   21   46   45   26   22   23   22   23    62    2
 56   32   46   19   23   44   26   28   28   28   27    71    4
 57   30   32   17   12   18   22   23   22   23   22    84    5
 58   40   43   31   42   35   32   32   32   32   32    64    8
 59   22   20   29   30   24   32   32   32   32   32    82   11
 60   44   11   44   41   17   24   20   21   21   21    65    2
 61   28   33   50   26   38   32   34   34   34   34    90    2
 62   49   35   34   43   37   49   46   47   46   46    87   13
 63   34   12   39   41   42   33   30   31   29   31    84    2
 64   11   39   49   29   12   17   22   21   23   22    74    0
 65   29   42   39   47   20   49   50   50   51   51    96   16
 66   35   19   45   40   31   26   24   25   25   25    68    2
 67   26   17   34   13   41   34   34   34   34   34    72   15
 68   39   32   41   22   27   42   41   41   42   42    76   18
 69   35   31   20   15   49   36   36   36   35   35    79   12
 70   45   42   43   28   31   44   44   44   45   44    95    9
 71   24   22   39   10   24   36   37   36   37   37    84   17
 72   44   39   45   21   11   27   27   27   29   27    68    7
 73   20   34   49   24   32   39   43   42   43   43   100   10
 74   33   29   39   50   37   47   46   47   46   47    85   14
 75   27   15   46   19   33   24   23   23   23   24    66    5
 76   43   49   21   28   13   27   27   27   29   27    94    0
 77   21   43   26   49   27   35   37   37   37   37    95    4
 78   48   33   17   49   21   36   32   33   33   32    83    6
 79   30   37   25   47   40   33   34   34   33   33    77    5
 80   49   22   28   44   27   23   19   20   20   19    61    0
 81   25   28   17   40   28   23   22   23   22   22    62    5
 82   29   43   36   33   15   42   45   44   46   45    99   14
 83   46   37   17   28   19   41   39   40   40   39    75   19
 84   27   35   34   37   24   42   43   43   44   44    80   18
 85   33   42   23   23   28   33   35   34   35   34    90    8
 86   31   38   32   36   20   46   47   47   48   47    87   20
 87   27   33   23   43   15   32   32   32   32   32    86    8
 88   26   49   39   25   22   38   42   41   42   42    78   16
 89   15   50   27   36   38   30   34   33   33   33    64   10
 90   21   24   31   11   48   24   26   26   25   25    77    4
 91   35   29   31   22   24   31   30   30   31   30    78    9
 92   12   13   20   11   19   22   23   23   23   23    70   12
 93   40   49   45   28   10   38   40   40   42   41    80   14
 94   23   18   35   37   39   36   36   36   35   36    82   10
 95   18   10   20   38   26   25   23   24   22   24    84    4
 96   11   37   42   24   21   16   20   19   20   20    68    0
 97   21   16   24   41   41   43   42   42   40   42    99   12
 98   37   27   31   46   26   38   36   36   36   36    89    7
 99   28   16   12   10   13   22   20   20   21   20    91    7
100   34   34   35   46   19   46   45   46   46   46    84   18
