index 182
DMU 100
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   11   29   45   19   34   35   34   39    74   17
  2   27   46   32   13   19   21   17   20    63    2
  3   31   21   29   14   36   36   34   36    69   19
  4   23   12   36   47   43   40   47   45    89   16
  5   13   24   41   23   20   21   21   24    66    5
  6   47   23   14   38   40   39   40   35    71   16
  7   35   29   17   34   28   27   28   24    85    2
  8   11   42   34   42   31   31   34   34    88    5
  9   32   18   31   31   25   24   25   25    74    3
 10   42   26   46   42   45   44   46   46    80   13
 11   27   24   44   13   30   30   28   32    71   11
 12   23   38   22   43   30   30   32   30    75    7
 13   42   26   12   32   43   42   43   38    85   17
 14   11   13   20   38   35   33   38   36    81   18
 15   43   15   49   10   39   39   35   40    83   13
 16   28   38   11   14   26   28   25   24    69   11
 17   29   40   20   37   46   46   47   44    99   15
 18   11   10   14   43   25   23   30   25    84    8
 19   18   49   40   19   40   42   38   43    74   19
 20   14   16   19   32   34   33   37   35    84   17
 21   41   42   15   35   44   45   44   40    86   15
 22   44   47   46   25   33   34   30   33    72    4
 23   27   20   28   41   39   38   42   39    92   12
 24   25   11   13   29   22   20   23   20    74    6
 25   13   24   19   17   32   33   32   33    81   18
 26   36   33   30   18   38   39   36   37    89   12
 27   33   36   45   49   41   41   43   43    65   15
 28   10   22   33   42   35   34   38   38    63   19
 29   38   21   50   50   55   52   57   57    92   17
 30   41   22   14   22   31   30   30   27    77   10
 31   16   22   14   16   25   26   25   25    87   11
 32   45   13   18   37   36   33   37   31    96    5
 33   10   48   31   22   24   26   23   27    87    3
 34   14   19   40   33   24   23   26   28    93    0
 35   37   35   30   41   48   47   48   46    76   20
 36   38   44   11   43   50   50   51   45    89   19
 37   31   31   26   36   34   34   35   33    97    4
 38   35   11   12   20   18   17   18   15    63    4
 39   23   10   22   39   27   24   29   26    74    8
 40   30   41   38   21   48   50   46   50    91   20
 41   40   37   20   18   20   21   18   17    64    1
 42   33   13   17   45   37   35   39   35    64   18
 43   19   34   44   11   26   29   24   32   100    2
 44   44   23   49   16   49   49   45   50    91   18
 45   34   18   32   25   42   41   41   41    93   15
 46   25   36   20   28   23   24   23   22    68    5
 47   40   24   31   48   40   38   41   38    65   15
 48   24   34   36   36   42   42   43   44    80   17
 49   26   17   45   18   43   43   42   47    88   20
 50   28   45   17   11   21   24   18   20    76    3
 51   34   11   14   22   33   32   33   31    62   19
 52   25   28   44   23   21   21   20   23    68    1
 53   17   33   25   38   30   30   31   30    62   13
 54   41   26   38   26   43   43   41   43    79   16
 55   37   19   42   18   37   37   35   39    98    8
 56   47   46   48   20   36   38   33   37    64   11
 57   15   37   18   13   21   23   19   21    96    3
 58   16   13   17   22   23   22   24   23    63   12
 59   34   27   42   23   29   29   28   30    73    6
 60   22   48   24   12   29   32   26   29    95    6
 61   23   11   12   47   30   27   35   28    95    6
 62   45   48   35   40   50   50   49   48    90   12
 63   28   17   19   17   16   15   15   15    64    2
 64   13   49   34   13   28   31   27   31    67   13
 65   21   37   17   26   24   25   25   24    85    4
 66   13   30   40   23   38   39   38   42    90   16
 67   46   48   37   25   41   43   39   40    73   13
 68   36   37   25   50   44   43   46   42    83   13
 69   38   48   42   23   39   41   36   40    77   11
 70   49   15   40   49   45   42   46   43    83   10
 71   46   14   42   48   45   42   46   44    71   16
 72   24   35   12   46   36   36   39   34    87   11
 73   17   36   29   13   19   21   18   21    63    6
 74   34   42   19   46   51   51   53   48    99   16
 75   47   42   31   20   46   48   42   43    96   12
 76   36   44   25   49   53   52   55   50   100   14
 77   30   28   39   35   36   36   37   38    68   14
 78   23   26   30   38   44   43   46   45    85   19
 79   13   26   17   50   18   17   22   19    71    0
 80   11   32   44   13   29   32   28   35    89   10
 81   49   43   47   48   58   57   58   58    95   13
 82   28   11   41   46   43   40   46   45    88   14
 83   38   29   44   36   44   43   44   45    67   19
 84   33   36   45   11   35   37   31   37    86    9
 85   19   26   22   13   14   15   13   15    69    1
 86   19   40   48   32   44   46   45   49    86   17
 87   30   36   18   47   40   39   41   38    65   18
 88   16   47   42   50   22   23   25   25    63    0
 89   34   27   18   43   22   21   24   20    63    2
 90   16   15   34   33   35   34   38   39    93   13
 91   40   49   38   34   37   38   36   37    66   11
 92   15   14   23   13   25   25   25   26    64   15
 93   39   35   14   19   22   23   20   19    61    5
 94   20   50   10   11   28   31   25   26    87   10
 95   27   50   12   41   43   44   44   40    85   16
 96   45   33   26   20   40   40   37   37    76   15
 97   39   38   30   49   36   35   37   34    67    9
 98   19   30   13   41   24   23   26   23    74    5
 99   42   43   40   44   36   36   36   35    75    4
100   46   35   28   24   31   31   29   28    72    6
