index 219
DMU 100
input 5
output 5
instance 9
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   16   32   18   47   27   42   45   44   44   43    83   20
  2   43   21   41   13   35   35   32   33   33   35    65   14
  3   45   24   40   27   49   35   33   34   36   36    72    8
  4   16   38   21   21   45   30   32   32   33   33    76   11
  5   50   37   27   13   43   47   43   46   46   47    79   19
  6   38   15   30   32   21   39   37   38   38   38    90   13
  7   30   43   30   17   12   30   31   29   26   28    96    4
  8   44   41   31   41   11   30   30   29   27   27    70    5
  9   16   23   15   11   28   32   33   33   33   34    71   20
 10   38   45   28   11   41   41   40   41   40   42    87   13
 11   22   39   11   18   16   33   34   34   32   33    87   15
 12   48   20   37   21   13   42   37   39   37   38    99   11
 13   42   15   12   18   44   34   29   33   35   35    68   15
 14   35   50   25   31   37   49   50   50   49   50    95   16
 15   37   20   17   29   34   30   27   29   30   30    76    8
 16   11   31   11   21   37   25   27   27   29   28   100    5
 17   27   10   49   49   14   34   36   33   33   32    98    4
 18   24   14   23   33   24   33   32   33   34   33    83   13
 19   21   27   42   17   24   30   31   29   29   30    69   12
 20   31   35   13   20   13   31   30   31   29   30    94    9
 21   21   32   43   12   30   29   31   28   28   29    86    6
 22   32   33   16   33   41   33   32   33   34   34    61   14
 23   31   46   47   38   18   26   28   26   24   25    62    4
 24   38   32   33   48   25   41   41   41   41   40    75   14
 25   26   12   49   47   30   40   42   40   42   40    90   11
 26   14   26   39   37   43   37   40   38   40   39    79   14
 27   21   18   41   36   14   32   33   31   31   31    72   13
 28   23   49   27   49   42   42   46   45   45   44    77   15
 29   31   17   38   36   41   40   40   40   42   41    69   18
 30   11   36   22   29   44   28   31   30   32   31    84    7
 31   45   31   47   44   22   49   48   47   46   46    98   10
 32   37   25   21   33   15   41   39   40   38   39    87   16
 33   17   39   13   47   28   26   29   28   28   27    77    5
 34   30   30   32   31   29   31   31   31   31   31    70   10
 35   33   37   37   18   38   27   27   26   26   27    83    0
 36   29   22   11   48   38   44   43   46   48   45    89   18
 37   20   19   25   13   50   25   25   27   29   29    92    4
 38   23   49   10   23   18   32   33   32   30   31    81   12
 39   17   39   41   19   48   19   22   21   22   22    66    0
 40   10   33   21   35   18   29   33   31   30   30    93    9
 41   39   47   33   20   33   36   35   35   34   35    85    6
 42   20   25   32   10   12   18   19   17   16   17    65    5
 43   20   32   35   26   12   27   29   27   26   26    73    9
 44   38   30   19   45   46   41   40   42   43   42    70   16
 45   15   44   28   45   24   39   43   41   40   39    75   17
 46   33   48   11   25   14   40   40   40   37   38    92   15
 47   34   45   10   42   11   38   38   38   36   35    94   10
 48   32   36   35   13   38   45   44   44   44   46    92   17
 49   15   19   37   44   50   32   35   34   38   35    90    5
 50   18   11   33   32   11   27   28   27   27   26    70   12
 51   13   40   40   50   11   35   42   37   35   34   100    6
 52   49   22   39   29   15   25   22   23   21   22    63    3
 53   26   46   33   33   23   46   49   47   45   46    84   20
 54   45   33   30   18   45   54   50   53   53   54    99   19
 55   10   41   17   49   23   20   25   23   22   21    75    1
 56   29   41   17   13   46   42   41   43   43   44    96   15
 57   37   38   24   35   24   44   43   43   42   42    88   15
 58   28   31   28   33   11   37   37   36   35   35    69   18
 59   49   47   44   47   38   38   37   37   37   37    67    7
 60   35   37   26   25   29   43   42   42   42   42    80   18
 61   16   33   12   30   49   25   27   27   29   28    69    8
 62   21   40   20   16   48   32   33   33   34   34    74   12
 63   49   22   14   28   18   41   36   39   38   39    76   18
 64   31   34   42   41   26   43   44   43   42   42    97    9
 65   40   49   25   13   11   33   32   31   28   30    73   11
 66   20   12   50   44   17   33   36   33   34   33    72   13
 67   37   26   41   33   39   44   43   44   45   45    97   10
 68   11   24   48   30   32   36   39   37   38   37    68   18
 69   21   18   17   17   49   30   29   31   34   33    72   14
 70   36   49   40   22   45   33   34   33   33   34    76    5
 71   14   28   34   15   11   26   28   25   24   25    79   10
 72   37   20   32   21   48   43   40   42   44   44    78   18
 73   22   39   47   12   32   36   38   36   35   36    79   13
 74   41   45   35   16   14   31   30   29   26   28    84    4
 75   49   24   40   42   49   31   29   31   32   32    68    3
 76   50   29   47   38   17   48   46   46   44   45    85   15
 77   20   16   28   47   45   30   31   32   35   33    92    3
 78   19   35   50   40   14   24   28   24   23   23    75    1
 79   30   21   37   29   41   29   28   29   30   30    79    4
 80   33   32   45   33   22   46   47   45   44   45    93   15
 81   25   15   15   16   45   26   24   27   29   29    82    8
 82   42   18   30   37   43   41   38   41   43   42    95    8
 83   20   24   38   34   29   33   35   34   34   34    97    6
 84   37   50   18   11   32   26   24   25   24   25    75    3
 85   18   37   13   13   43   18   19   20   20   21    72    2
 86   19   30   12   10   13   12   12   12   11   11    63    1
 87   49   42   25   10   35   48   44   46   45   47    88   18
 88   21   50   49   27   22   40   44   40   39   40    66   19
 89   14   13   25   33   30   21   22   22   24   22    83    3
 90   30   25   45   46   22   43   44   42   42   41    99    9
 91   26   26   18   39   20   34   34   34   34   33    67   16
 92   21   32   49   47   27   42   46   43   43   42    86   13
 93   42   21   13   18   17   30   25   28   27   28    83    9
 94   50   43   24   34   14   41   38   39   36   37    94    7
 95   27   18   27   34   26   32   31   32   32   32    74   12
 96   15   18   18   33   33   37   38   38   40   38    81   19
 97   45   28   25   18   14   41   37   38   36   38    84   16
 98   30   40   38   33   27   44   45   44   43   43    89   14
 99   45   16   19   24   48   38   32   37   39   39    90    9
100   34   32   49   15   26   28   28   26   26   27    62    8
