index 63
DMU 10
input 4
output 4
instance 3
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   50   40   20   36   36   42   42   44    96    5
  2   47   34   38   50   32   34   34   34    73    2
  3   29   26   15   11   19   20   21   21    70    6
  4   47   29   46   35   47   47   49   47    81   15
  5   45   13   23   43   33   35   36   37    64   14
  6   22   12   38   38   25   23   23   23    65    5
  7   24   39   49   42   38   35   33   33    77    6
  8   29   46   27   21   42   43   42   42    92   15
  9   42   30   22   35   25   27   27   28    66    5
 10   44   41   27   23   26   28   29   28    61    7
