index 457
DMU 200
input 5
output 5
instance 7
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   30   36   45   30   14   41   42   38   41   43    94   11
  2   28   41   44   21   29   27   26   23   25   26    70    2
  3   19   30   11   43   46   30   27   32   29   29    68   10
  4   45   16   31   40   22   32   36   36   37   35    66   15
  5   45   18   11   13   13   21   25   25   25   20    83    6
  6   45   43   46   12   10   45   46   41   44   43    81   17
  7   49   29   18   39   25   47   50   53   52   48    96   19
  8   47   29   22   15   44   40   41   41   41   36    73   17
  9   20   46   32   38   17   37   33   34   33   38    99    4
 10   14   48   25   13   22   45   40   39   38   41    94   17
 11   41   28   43   36   32   41   42   41   42   42    66   18
 12   16   39   21   17   48   48   43   45   43   43    99   17
 13   36   45   27   30   49   37   34   36   34   33    83    4
 14   46   30   30   46   39   45   47   49   48   46    90   13
 15   37   49   47   23   32   45   44   40   42   43    98    5
 16   50   42   35   18   43   44   45   44   44   41    70   17
 17   12   35   35   11   19   37   34   32   33   35    70   18
 18   29   46   49   17   47   50   47   43   45   46    92   11
 19   21   49   48   45   25   46   43   42   42   48    85   12
 20   40   14   32   21   37   31   34   33   34   31    66   14
 21   23   14   41   16   22   36   38   34   37   37    87   16
 22   11   33   26   45   27   44   41   43   42   46    87   19
 23   17   12   33   17   18   30   31   29   31   32    86   14
 24   30   26   35   38   25   33   34   34   34   35    88    7
 25   43   15   45   15   11   35   39   34   38   36    76   16
 26   12   42   34   43   46   27   23   25   23   27    70    1
 27   41   46   43   47   13   47   48   47   48   50    87   14
 28   36   15   33   32   38   43   46   46   46   44    96   16
 29   42   49   30   43   49   46   45   47   45   44    69   16
 30   41   14   45   45   22   41   44   43   45   45    71   20
 31   13   47   23   48   13   26   23   25   23   28    72    4
 32   43   47   24   47   19   37   36   39   37   38    99    1
 33   11   46   23   23   21   40   35   35   34   38    87   14
 34   34   14   20   21   18   27   30   30   30   28    84   11
 35   33   14   36   42   29   21   24   24   25   25    75    1
 36   48   14   43   21   29   33   39   35   39   34    99    5
 37   19   43   40   41   35   39   37   37   37   40    62   16
 38   27   14   44   36   43   38   40   39   40   40    77   15
 39   10   14   43   46   28   25   25   24   25   30    84    3
 40   17   38   40   36   12   33   32   30   31   36    83    8
 41   26   39   31   20   32   29   27   26   26   27    67    7
 42   19   26   17   19   32   22   21   22   21   21    64    7
 43   28   45   48   23   47   55   52   49   51   52    94   16
 44   15   26   27   47   46   34   32   35   33   36    79   10
 45   42   11   14   15   31   35   38   39   39   33    80   19
 46   48   13   21   12   49   19   22   22   22   16    66    2
 47   17   34   16   36   34   37   34   37   35   36    85   13
 48   32   48   16   44   40   43   40   44   41   41    67   18
 49   34   22   15   47   18   30   31   35   33   33    79   11
 50   33   24   23   49   15   37   39   41   40   41    85   15
 51   11   42   35   13   15   32   28   25   26   31    93    6
 52   43   47   21   43   42   37   36   38   36   35    60   13
 53   48   47   47   11   16   48   49   43   46   45    87   15
 54   31   48   50   29   22   35   34   31   32   35    71    7
 55   38   39   26   47   11   44   45   46   45   46    77   20
 56   35   31   31   45   40   46   46   48   47   47    83   17
 57   19   31   15   12   33   17   15   16   15   14    67    1
 58   11   33   17   44   12   25   22   25   23   27    75    7
 59   27   29   21   14   33   41   40   40   40   38    92   17
 60   29   43   15   12   48   36   33   34   32   30    79   10
 61   48   32   33   13   43   39   40   38   39   35    71   14
 62   34   41   32   27   34   26   25   25   25   25    62    4
 63   31   28   10   17   40   26   26   28   26   22    87    4
 64   26   30   37   45   44   25   24   25   25   26    68    1
 65   41   47   37   24   30   38   37   35   36   35    77    8
 66   45   20   47   33   31   40   44   41   44   42    91   10
 67   31   43   40   37   26   29   28   27   27   29    75    1
 68   21   15   32   43   32   28   29   30   30   31    64   12
 69   28   26   49   37   28   45   46   43   46   48    97   13
 70   33   32   22   12   24   35   35   34   34   32    95   10
 71   42   44   17   30   35   28   27   30   28   26    73    3
 72   36   14   49   30   39   44   48   45   47   46    82   19
 73   28   20   23   36   35   30   31   33   32   31    85    8
 74   11   32   44   33   39   49   46   44   45   50    92   18
 75   34   21   42   17   48   42   43   41   42   40    74   18
 76   31   25   20   24   25   35   35   36   36   34    92   12
 77   18   34   22   19   49   35   32   33   31   31    99    5
 78   17   49   36   46   27   42   39   40   38   43    69   16
 79   14   35   18   40   21   29   27   29   27   31    81    8
 80   20   22   13   28   38   25   24   27   25   24    65   10
 81   39   46   34   48   47   37   36   38   36   36    79    3
 82   24   48   29   44   34   43   41   42   41   43    70   17
 83   37   12   48   36   48   35   39   37   39   38    98    3
 84   28   14   27   26   17   31   34   33   34   33    94   12
 85   20   28   27   28   16   30   29   29   29   31    77   11
 86   45   12   32   34   17   30   34   33   34   33    60   16
 87   43   39   32   24   37   48   48   47   48   45    99   12
 88   33   45   16   39   17   32   31   34   31   32    91    4
 89   16   14   32   33   47   41   41   41   41   42    86   18
 90   23   15   22   28   12   30   31   31   31   31    64   18
 91   40   30   14   27   43   36   37   40   38   33    95    8
 92   35   37   48   40   15   28   28   26   28   30    67    4
 93   47   23   45   38   20   48   53   51   54   52    99   17
 94   20   27   33   25   46   42   40   40   40   41    97   12
 95   31   33   40   16   28   40   40   37   39   39    92   11
 96   36   43   49   35   22   40   40   38   40   41    66   15
 97   45   36   35   19   48   30   30   29   30   27    66    5
 98   24   43   34   16   39   46   42   41   41   42    93   13
 99   25   32   21   48   19   22   22   25   23   25    77    1
100   19   20   44   30   15   22   23   20   22   26    87    0
101   48   34   37   12   26   37   39   35   38   34    97    5
102   35   49   36   35   38   48   46   46   46   47    99    8
103   15   38   48   34   46   40   36   35   35   40    99    2
104   32   12   34   40   21   26   29   29   30   30    78    7
105   25   34   20   30   12   23   22   23   23   24    93    0
106   45   15   45   26   14   39   45   41   44   43    89   16
107   20   17   46   17   17   22   23   19   22   23    66    6
108   28   30   46   13   45   36   35   31   34   33    83    7
109   26   34   41   10   29   31   29   25   27   28    98    0
110   22   48   42   46   39   49   45   46   45   49    81   15
111   42   31   23   30   42   35   36   38   37   33    98    3
112   26   38   34   41   20   36   35   35   35   38    71   13
113   14   15   34   43   17   30   31   31   31   35    76   13
114   15   31   21   24   46   23   21   22   21   21    70    3
115   37   46   24   42   39   44   43   46   43   43    90   10
116   50   13   11   16   21   32   35   35   36   31    61   20
117   23   31   49   47   16   36   36   34   36   41    94    5
118   17   45   19   21   17   38   35   35   34   36    63   20
119   18   21   27   11   20   33   33   31   32   33    69   19
120   46   22   39   15   41   37   40   37   39   35    88    9
121   32   15   34   31   12   20   23   22   23   23    60    7
122   31   11   42   48   30   28   31   30   31   32    71    8
123   12   46   48   17   19   46   41   37   39   45    93   14
124   12   21   10   48   17   31   30   33   31   34    70   17
125   42   41   17   35   35   37   36   39   37   35    73   12
126   43   18   44   22   41   36   38   36   38   36    62   16
127   18   35   15   12   27   26   23   23   22   22    94    3
128   41   11   12   11   39   20   22   23   23   17    81    3
129   29   44   22   15   46   37   34   34   33   31    89    6
130   49   35   21   24   23   29   31   31   31   27    85    3
131   15   21   16   46   41   29   28   33   30   31    96    5
132   19   44   11   50   33   48   43   50   45   48    97   17
133   19   37   33   21   44   26   23   23   23   24    61    5
134   35   15   31   30   37   22   24   24   24   23    60    6
135   14   30   49   31   31   36   35   32   34   37    64   15
136   25   48   12   39   16   39   35   39   36   38    92   11
137   14   40   27   33   23   38   35   36   35   38    81   14
138   29   20   17   17   47   37   37   38   37   33    98   12
139   26   30   31   32   38   43   43   43   43   43    87   16
140   12   38   34   36   37   45   41   42   41   45    89   15
141   26   21   36   17   15   33   35   31   34   34   100   10
142   15   29   36   23   41   28   26   25   25   27    78    4
143   25   40   32   22   46   30   27   27   27   27    72    4
144   43   18   45   40   45   42   46   45   46   44    95    9
145   21   36   14   26   21   39   37   39   37   38    91   16
146   18   26   16   39   37   23   21   24   22   23    71    4
147   34   28   47   39   22   26   27   26   27   29    64    5
148   19   22   33   46   17   40   40   41   41   45    86   18
149   38   27   50   46   46   43   44   44   45   45    79   12
150   15   16   44   48   29   30   30   30   30   34    74    9
151   48   43   18   24   33   49   49   50   49   45    90   18
152   44   14   43   47   42   37   40   40   41   40    67   15
153   46   32   14   43   39   36   37   41   38   35    77   11
154   21   34   23   26   49   34   32   34   32   32    70   12
155   22   30   13   14   35   36   34   35   34   32    80   16
156   28   47   30   22   48   28   26   26   25   25    66    3
157   11   22   49   24   29   24   23   19   21   25    80    1
158   38   44   38   45   43   50   50   50   50   50    75   19
159   46   13   19   14   40   36   40   40   40   34    80   17
