index 214
DMU 100
input 5
output 5
instance 4
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   41   18   34   30   35   29   31   31   30   30    61   11
  2   30   20   37   47   47   40   43   42   40   41    96    7
  3   20   24   16   13   48   32   34   34   30   33    62   16
  4   30   27   48   12   43   27   30   30   28   28    73    4
  5   14   19   18   27   23   36   36   36   35   36    88   18
  6   43   21   45   19   21   27   29   29   31   28    79    6
  7   40   21   48   40   40   36   39   38   38   37    72   11
  8   13   16   32   42   18   28   28   27   29   27    80   10
  9   45   27   12   28   31   32   31   32   31   34   100    3
 10   38   29   22   43   21   32   30   30   32   32    72   10
 11   48   19   29   48   37   28   29   29   29   29    82    0
 12   18   12   36   29   19   38   40   40   41   38    95   19
 13   20   24   18   31   36   23   23   23   21   23    75    3
 14   29   31   11   43   47   41   40   40   37   42    82   13
 15   43   16   19   12   45   30   33   34   30   34    90    6
 16   35   11   44   35   29   26   28   28   29   27    63    9
 17   42   22   29   38   16   29   28   28   30   29    64   11
 18   31   50   40   18   50   33   34   34   32   33    75    3
 19   25   44   37   16   12   36   34   34   37   34    83   13
 20   45   48   26   36   40   47   45   45   45   47    72   17
 21   40   24   43   34   28   39   41   41   42   40    93   10
 22   18   28   36   11   32   33   35   35   33   33    98    8
 23   22   45   44   34   35   54   54   53   54   52   100   17
 24   33   13   34   25   38   37   41   41   38   39    97   11
 25   11   22   23   47   32   37   37   36   35   36    84   14
 26   12   19   41   19   39   33   36   35   34   33    60   18
 27   22   23   33   47   39   45   47   46   45   45    92   16
 28   14   43   46   32   45   38   39   39   37   37    73   11
 29   40   23   26   49   14   31   29   29   31   30    68   11
 30   37   22   44   25   18   19   20   20   22   19    71    0
 31   25   29   12   47   32   40   39   39   38   40    71   19
 32   30   22   47   37   20   22   23   22   25   22    78    0
 33   24   30   33   19   20   26   25   26   27   25    78    6
 34   50   36   38   32   40   35   35   35   35   35    61   11
 35   14   31   13   24   30   27   26   26   24   26    97    3
 36   30   27   36   42   41   42   43   43   42   42    73   17
 37   46   43   17   49   25   51   46   47   49   50    99   14
 38   27   16   49   40   34   43   46   45   46   43    86   17
 39   44   20   40   16   28   26   28   29   29   28    88    2
 40   13   35   25   14   35   30   31   31   28   30    99    4
 41   17   37   43   32   22   40   40   39   41   38    84   15
 42   20   24   35   31   32   32   33   33   33   32    76   11
 43   24   42   10   32   10   35   30   31   33   33    71   16
 44   11   48   40   21   21   36   34   34   36   34    69   15
 45   22   34   38   50   11   42   40   39   43   39    83   17
 46   33   37   38   46   30   44   43   43   44   43    91   11
 47   43   39   44   42   13   49   47   46   51   48    86   19
 48   46   31   26   14   18   35   34   35   36   36    71   16
 49   36   49   29   33   43   29   28   29   28   29    63    4
 50   26   42   16   43   39   35   33   33   32   34    78    7
 51   31   14   36   34   11   26   26   26   28   25    75    9
 52   16   23   41   40   13   21   21   20   23   19    69    4
 53   13   19   13   30   30   27   27   26   24   26    99    5
 54   39   24   29   17   14   31   31   31   33   32    94    9
 55   17   32   10   41   49   45   45   45   41   46    91   16
 56   26   26   19   46   42   20   20   20   19   21    63    0
 57   33   38   16   42   42   46   44   45   42   46   100   10
 58   23   48   36   49   31   50   48   47   49   48    88   16
 59   34   30   11   48   39   32   31   31   30   32    60   12
 60   27   45   39   32   50   50   51   51   49   50    88   15
 61   15   43   19   19   21   30   27   27   28   28    90    6
 62   27   49   18   13   25   39   36   37   37   38    83   14
 63   22   15   16   35   30   35   36   35   34   36    95   13
 64   41   23   13   26   23   31   29   30   30   32    77   11
 65   31   33   40   50   21   44   43   42   45   43    80   17
 66   17   23   33   36   17   31   31   30   32   30   100    7
 67   12   47   14   32   34   31   28   28   27   29    84    4
 68   19   12   14   41   34   36   37   36   34   36    71   19
 69   49   27   22   37   22   38   36   36   38   38    83   12
 70   46   43   36   43   46   48   48   48   47   49    91    9
 71   47   12   27   20   14   21   21   21   23   22    77    4
 72   16   27   47   10   42   21   25   24   22   22    69    2
 73   37   10   42   42   47   36   41   40   38   38    93    6
 74   49   19   40   32   37   29   31   31   31   31    70    6
 75   12   50   45   18   41   32   33   33   31   31    65    9
 76   34   20   46   30   26   38   39   39   40   38    69   18
 77   36   28   26   22   29   32   32   33   32   33    79   10
 78   12   45   19   44   25   40   37   36   37   38    65   19
 79   19   20   12   50   24   33   32   31   32   33    81   13
 80   37   29   23   18   34   35   35   36   35   36    70   15
 81   40   50   20   21   28   25   23   24   24   25    70    1
 82   41   11   43   24   49   42   48   48   45   45    95   13
 83   16   45   25   18   18   37   34   35   36   35    85   14
 84   34   40   13   27   35   35   33   34   32   35    77   10
 85   40   37   21   36   30   47   44   45   45   47    99   13
 86   48   50   36   16   33   25   24   25   25   26    64    1
 87   48   25   42   13   50   49   53   54   50   52    98   15
 88   13   33   37   49   44   47   48   47   46   46    96   13
 89   34   47   22   36   29   30   27   27   28   29    78    2
 90   15   20   39   30   47   42   46   46   43   43    84   18
 91   41   45   44   42   50   46   47   47   46   46    67   16
 92   26   18   49   44   34   34   37   36   37   34    85    8
 93   46   16   49   41   25   42   44   43   46   43    86   15
 94   28   36   39   12   44   47   49   50   47   48    86   19
 95   34   46   30   36   33   45   44   44   44   45    76   17
 96   24   42   27   28   16   36   33   33   36   35    95    9
 97   25   30   35   36   14   28   27   27   30   27    79    7
 98   48   22   37   23   36   28   31   31   30   30    90    0
 99   32   11   41   48   24   34   36   35   37   35    89   10
100   37   24   19   11   36   30   31   32   29   32    80    9
