index 577
DMU 250
input 5
output 5
instance 7
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   43   15   45   15   11   23   28   28   28   26    94    3
  2   12   42   34   43   46   50   48   46   47   46    89   15
  3   41   46   43   47   13   56   59   55   55   51    96   19
  4   36   15   33   32   38   35   37   37   37   39    93    8
  5   42   49   30   43   49   36   34   35   35   36    71    5
  6   41   14   45   45   22   35   42   36   38   36   100    3
  7   13   47   23   48   13   45   45   40   40   37    80   18
  8   43   47   24   47   19   48   48   46   46   45    92   14
  9   11   46   23   23   21   22   19   19   19   17    79    0
 10   34   14   20   21   18   22   23   23   23   24    61   10
 11   33   14   36   42   29   33   38   34   35   35    95    5
 12   48   14   43   21   29   26   29   31   31   31    93    1
 13   19   43   40   41   35   40   39   36   37   35    95    3
 14   27   14   44   36   43   27   30   28   28   29    83    0
 15   10   14   43   46   28   35   41   32   34   32    99    5
 16   17   38   40   36   12   39   40   36   37   33    69   17
 17   26   39   31   20   32   31   30   31   31   30    61   13
 18   19   26   17   19   32   25   24   25   25   26    62   11
 19   28   45   48   23   47   42   39   41   41   40    96    4
 20   15   26   27   47   46   45   45   41   42   44    99   10
 21   42   11   14   15   31   27   27   31   30   34    84   11
 22   48   13   21   12   49   35   34   40   39   44    79   16
 23   17   34   16   36   34   34   32   31   32   32    91    7
 24   32   48   16   44   40   31   28   29   29   30    79    1
 25   34   22   15   47   18   34   36   33   33   34    72   14
 26   33   24   23   49   15   33   36   32   33   32    65   14
 27   11   42   35   13   15   34   31   31   31   27    88   11
 28   43   47   21   43   42   41   38   40   39   41   100    1
 29   48   47   47   11   16   27   26   30   29   26    83    1
 30   31   48   50   29   22   34   34   33   33   29    86    2
 31   38   39   26   47   11   33   34   32   32   31    64   12
 32   35   31   31   45   40   36   37   36   36   37    90    3
 33   19   31   15   12   33   22   19   22   21   22    75    5
 34   11   33   17   44   12   37   37   33   34   33    61   20
 35   27   29   21   14   33   35   33   36   36   37    72   18
 36   29   43   15   12   48   33   26   34   32   35    99    4
 37   48   32   33   13   43   40   38   44   43   45    83   15
 38   34   41   32   27   34   46   44   46   45   45    94   14
 39   31   28   10   17   40   22   19   23   22   25    69    5
 40   26   30   37   45   44   33   34   32   33   33    75    5
 41   41   47   37   24   30   40   38   41   40   39    98    6
 42   45   20   47   33   31   46   50   49   49   49    87   18
 43   31   43   40   37   26   30   30   29   29   27    62    7
 44   21   15   32   43   32   38   42   37   38   38    92   11
 45   28   26   49   37   28   32   35   32   32   30    85    3
 46   33   32   22   12   24   38   36   40   39   40    92   17
 47   42   44   17   30   35   41   38   41   40   42    72   17
 48   36   14   49   30   39   29   33   32   32   33    78    5
 49   28   20   23   36   35   26   27   26   26   28    74    5
 50   11   32   44   33   39   40   40   38   38   37    72   15
 51   34   21   42   17   48   25   25   27   27   29    64    6
 52   31   25   20   24   25   37   37   38   38   38    87   16
 53   18   34   22   19   49   29   24   28   28   30    98    0
 54   17   49   36   46   27   44   43   39   40   37    92    8
 55   14   35   18   40   21   36   35   33   33   33    65   17
 56   20   22   13   28   38   26   25   26   26   28    85    5
 57   39   46   34   48   47   47   45   45   45   46    83   10
 58   24   48   29   44   34   46   45   43   43   42    91   11
 59   37   12   48   36   48   35   39   38   39   41    95    3
 60   28   14   27   26   17   28   30   29   29   29    83   10
 61   20   28   27   28   16   35   35   33   33   32    99   10
 62   45   12   32   34   17   31   35   34   34   34    84   10
 63   43   39   32   24   37   52   50   54   54   55    97   20
 64   33   45   16   39   17   23   22   21   21   20    66    2
 65   16   14   32   33   47   40   40   39   40   41    67   20
 66   23   15   22   28   12   20   22   20   20   20    61    8
 67   40   30   14   27   43   32   30   34   33   37    97    4
 68   35   37   48   40   15   43   45   42   43   40    68   19
 69   47   23   45   38   20   46   51   48   49   47    99   14
 70   20   27   33   25   46   28   26   27   27   28    89    0
 71   31   33   40   16   28   30   29   31   31   29    97    2
 72   36   43   49   35   22   41   42   41   41   38    70   15
 73   45   36   35   19   48   37   35   39   39   40    78   10
 74   24   43   34   16   39   43   39   42   42   42    87   15
 75   25   32   21   48   19   31   33   28   29   28    97    1
 76   19   20   44   30   15   33   37   32   33   30    88   10
 77   48   34   37   12   26   25   24   29   28   27    79    3
 78   35   49   36   35   38   55   53   54   54   53    94   18
 79   15   38   48   34   46   41   41   39   40   38    83    9
 80   32   12   34   40   21   28   32   28   29   29    70    9
 81   25   34   20   30   12   26   25   24   24   23    82    5
 82   45   15   45   26   14   31   36   35   35   33    80   11
 83   20   17   46   17   17   27   29   27   28   25    86    7
 84   28   30   46   13   45   33   32   35   35   35    93    4
 85   26   34   41   10   29   33   31   34   33   32    97    6
 86   22   48   42   46   39   57   57   54   54   52    87   20
