index 485
DMU 250
input 2
output 2
instance 5
DMU   i1   i2   o1   o2   eff  err
  1   43   34   34   33    60   11
  2   22   14   26   25    61   15
  3   32   15   40   35    90   18
  4   46   26   33   30    61   11
  5   20   16   32   31    80   17
  6   37   30   36   35    62   15
  7   41   14   40   32    93   13
  8   29   27   23   22    70    3
  9   36   46   51   54    80   19
 10   30   34   49   50    96   18
 11   42   40   31   31    66    4
 12   45   32   43   40    82   11
 13   41   27   31   28    68    7
 14   40   46   49   51    92   10
 15   13   40   41   49    95   17
 16   25   16   30   28    92   11
 17   34   22   33   29    86    8
 18   15   33   28   31    67   12
 19   40   22   33   29    83    7
 20   50   25   53   46    89   19
 21   15   50   26   33    67    5
 22   21   17   20   18    97    1
 23   48   23   29   23    79    0
 24   21   26   21   22    69    5
 25   41   28   26   24    67    3
 26   23   11   25   22    79   11
 27   43   33   32   29    80    1
 28   37   19   29   25    74    8
 29   28   19   36   34    85   16
 30   19   17   19   18    70    6
 31   15   25   20   23    79    5
 32   43   38   34   33    82    1
 33   22   43   45   50    81   19
 34   31   40   37   39    60   16
 35   12   34   27   32    74   11
 36   22   36   36   39    69   16
 37   35   29   27   26    84    0
 38   43   19   34   29    72   11
 39   33   34   36   37    61   16
 40   24   39   28   32    88    1
 41   24   33   28   30    70    8
 42   23   41   37   41    67   16
 43   37   48   50   52    71   20
 44   33   32   33   33    61   13
 45   38   37   52   52    91   18
 46   13   24   25   28    84   10
 47   47   26   37   33    68   12
 48   42   34   44   41    96    7
 49   42   41   43   42    69   14
 50   42   25   33   29    92    2
 51   16   46   36   44    81   12
 52   36   32   43   42    80   16
 53   18   10   15   12    97    1
 54   27   32   44   46    99   15
 55   12   19   30   32    78   18
 56   31   36   29   30    77    3
 57   33   20   24   21    85    1
 58   48   41   42   41    70   11
 59   36   14   43   36    95   18
 60   27   26   23   22    78    2
 61   14   26   38   41    95   19
 62   44   21   34   29    79    8
 63   42   14   26   19    78    3
 64   37   17   43   38    87   19
 65   26   48   35   41    93    1
 66   48   15   32   25    74    8
 67   17   24   34   35    72   19
 68   12   35   28   33    63   14
 69   26   23   31   30    85   10
 70   45   26   30   25    84    0
 71   36   32   40   39    95    8
 72   16   33   35   40    99   11
 73   28   25   35   34    77   14
 74   45   35   55   52    97   16
 75   19   49   46   55    92   16
 76   40   18   44   37   100   14
 77   24   40   32   35    70   10
 78   29   43   48   52    86   18
 79   31   40   35   37    63   13
 80   44   50   54   55    81   16
 81   38   40   49   49    99   10
 82   36   38   40   40    72   13
 83   14   12   30   30    86   19
 84   33   46   56   60    97   18
 85   32   10   22   17    79    5
 86   45   19   40   34    65   18
 87   49   24   36   30    81    6
 88   32   36   41   42    76   15
 89   25   47   37   43    75   11
 90   33   35   27   28    78    1
 91   34   26   43   41    82   18
 92   40   26   33   30    81    6
 93   20   39   29   33    67   10
 94   43   22   34   28    86    5
 95   29   10   21   17    62    8
 96   23   15   16   15    64    4
 97   35   33   36   36    98    3
 98   41   45   47   49    99    5
 99   40   41   58   59    97   19
100   16   50   24   32    71    2
101   23   35   35   38    88   10
102   18   38   21   26    75    1
103   42   28   48   44    84   18
104   49   23   56   48   100   19
105   18   30   30   32    62   15
106   12   35   28   35    90    8
107   21   33   36   39    76   16
108   30   19   32   29    75   13
109   27   48   43   48    78   14
110   37   15   43   36    99   16
111   25   33   43   45    93   16
112   36   22   38   35    69   18
113   31   37   36   37    62   15
114   33   12   31   25    89   10
115   44   42   58   57    92   18
116   23   39   32   37    96    3
117   37   10   35   27    98   11
118   11   26   33   37    94   16
119   33   15   42   37    93   19
120   13   42   22   28    71    3
121   35   26   37   35    67   16
122   28   32   22   23    70    1
123   48   19   40   34    62   18
124   32   40   49   51    92   16
125   46   27   43   39    73   16
126   14   21   26   27    69   14
127   27   42   46   50    83   18
128   40   27   43   40    67   20
129   36   42   49   51    90   14
130   25   21   38   37    81   19
131   21   43   42   47    70   20
132   23   16   32   30    70   18
133   40   11   31   26    61   15
134   18   47   45   53    87   18
135   18   47   42   51    99   11
136   43   27   35   32    64   12
137   45   44   41   41    81    5
138   39   46   49   51    76   17
139   22   35   25   29    89    0
140   46   29   36   32    73    8
141   30   20   29   27    84    8
142   30   13   33   30    63   19
143   41   46   27   28    63    0
144   33   15   36   32    67   19
145   49   47   48   47    78   10
146   39   29   27   25    65    5
147   38   16   42   36    93   16
148   43   21   43   37    78   17
149   21   20   25   25    94    6
150   29   42   35   39    97    1
151   24   44   52   58    99   19
152   25   32   31   33    69   12
153   31   13   26   21    73    9
154   11   35   38   45    92   18
155   10   16   16   18    79    6
156   33   18   39   35    93   15
157   17   34   20   24    65    4
158   46   14   36   27    85    9
159   36   24   37   33    98    7
160   24   37   39   42    89   12
161   16   32   21   24    72    4
162   47   13   24   18    61    5
163   17   32   31   34    64   16
164   48   18   45   38    79   18
165   37   30   40   38    64   18
166   10   31   19   24    73    5
167   38   18   28   22    85    3
168   46   19   30   24    69    7
169   39   25   33   29    95    2
170   47   28   38   32    99    0
171   18   43   32   39    83    8
172   35   26   40   38    70   18
173   41   42   49   49    84   14
174   41   13   36   28    89   11
175   20   27   32   34    95   10
176   24   49   39   45    76   12
177   26   17   31   29    88   12
178   14   22   36   38    96   19
179   13   19   16   17    99    0
180   37   14   31   25    86    8
181   17   11   17   15    81    5
182   20   46   24   29    62    4
183   47   28   55   50    92   20
184   36   44   41   44    89    6
185   39   41   50   50    79   18
186   46   39   55   53    83   19
187   21   36   36   40    90   11
188   41   42   39   39    69   10
189   41   48   41   43    84    4
190   49   32   58   53    92   20
191   32   46   38   42    86    5
192   49   37   48   45    85   11
193   49   24   38   31    87    5
194   40   45   37   38    82    2
195   18   18   21   21    75    7
196   10   31   32   37    78   17
197   36   20   32   27    98    4
198   12   10   12   12    76    4
199   31   41   35   38    91    3
200   20   33   37   41    85   15
201   20   44   42   49    97   12
202   45   32   44   40    87   10
203   14   13   28   28    99   15
204   46   41   59   57    95   17
205   42   27   27   23    70    2
206   11   11   27   27    63   20
207   27   19   32   30    74   15
208   17   41   23   29    69    4
209   16   19   23   24    86    8
210   10   35   19   25    78    2
211   21   15   25   23    87    9
212   37   45   40   42    90    3
213   10   46   30   37    64   13
214   12   25   17   19    70    4
215   33   47   41   45    98    2
216   22   23   32   32    84   13
217   10   42   37   47    94   14
218   10   17   31   33    99   18
219   46   47   61   61    94   17
220   49   37   46   43    95    5
221   31   15   39   34    93   17
222   20   42   30   35    72    8
223   14   45   34   40    60   17
224   36   45   40   41    64   14
225   46   15   32   22    97    1
226   21   24   31   32    94   10
227   25   43   44   49    93   13
228   24   18   37   35    99   16
229   49   33   45   42    67   17
230   19   21   18   18    88    0
231   25   34   38   40    95   10
232   15   34   30   34    63   15
233   31   13   18   14    65    3
234   12   31   20   24    64    7
235   20   46   27   34    85    0
236   27   17   37   34    95   16
237   29   25   38   37    70   19
238   45   30   38   35    69   12
239   15   43   40   46    75   19
240   31   30   30   30    67   10
241   30   18   36   33    79   17
242   18   22   20   21    72    6
243   42   32   40   38    84    9
244   17   33   28   32    90    6
245   44   23   39   33    83   10
246   35   17   40   35    81   18
247   31   28   36   35    80   12
248   37   20   40   35    84   15
249   45   22   43   37    79   16
250   31   26   33   32    87    8
