index 39
DMU 50
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   21   42   13   37   40   35    69   20
  2   30   20   16   37   36   36    94   14
  3   36   44   26   37   39   36    79    9
  4   30   30   30   25   25   25    79    1
  5   24   13   35   38   36   40    91   17
  6   49   16   36   46   41   47    85   14
  7   20   37   21   22   25   21    77    3
  8   11   25   21   25   26   25    87   10
  9   19   24   36   28   27   29    69   11
 10   21   13   20   18   17   18    63    6
 11   13   15   32   27   26   28    93   10
 12   34   37   22   44   46   43    85   17
 13   42   35   43   47   46   48    92   10
 14   43   14   37   30   26   31    79    3
 15   14   43   25   19   22   17    72    1
 16   12   40   43   43   46   44    99   17
 17   25   36   50   35   35   36    60   15
 18   20   29   30   28   28   28    71   10
 19   49   27   18   49   48   48    93   16
 20   25   15   17   15   14   15    71    0
 21   17   49   29   21   24   19    62    3
 22   50   35   30   44   43   43    89    7
 23   25   16   33   23   21   25    83    3
 24   39   44   16   27   29   24    76    0
 25   35   19   48   34   31   36    74    9
 26   28   19   47   41   38   44    91   14
 27   32   41   50   41   41   42    60   18
 28   18   14   40   25   23   27    73    9
 29   39   46   33   39   41   38    97    1
 30   30   37   31   38   39   37    71   15
 31   33   49   26   30   32   28    66    6
 32   47   16   49   47   42   50    82   15
 33   40   29   20   23   23   22    68    1
 34   48   45   45   49   49   49    97    4
 35   20   42   18   23   26   21    77    3
 36   10   21   19   33   34   33    93   19
 37   38   40   42   33   33   33    71    5
 38   47   19   13   42   39   41    91   13
 39   41   21   33   26   24   27    63    5
 40   42   30   27   32   31   32    85    2
 41   30   29   11   40   41   38    95   16
 42   12   31   48   21   21   22    74    2
 43   39   29   14   28   29   27    90    1
 44   23   28   44   26   26   28    77    4
 45   36   29   49   54   51   56    99   17
 46   17   15   45   27   25   29    66   12
 47   46   49   20   56   58   53    88   20
 48   31   17   36   27   25   28    71    7
 49   21   29   34   30   30   30    71   11
 50   45   45   42   55   55   55    95   13
