index 98
DMU 50
input 5
output 5
instance 8
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   20   11   17   22   13   14   15   15   15   14    76    2
  2   30   30   13   23   20   21   20   19   20   20    72    4
  3   23   30   31   48   47   44   44   42   43   47    90   12
  4   26   15   43   31   25   44   47   48   46   44    94   18
  5   37   30   26   48   12   37   37   39   39   37    69   17
  6   17   38   28   25   29   33   30   31   32   33    95    6
  7   43   34   49   16   26   39   41   43   41   36    82   11
  8   11   44   28   28   31   33   31   31   33   34    70   13
  9   26   27   35   22   37   34   35   35   34   34    75   12
 10   25   18   14   11   29   30   30   29   28   30    91   12
 11   34   31   11   14   31   34   33   31   32   33    90   12
 12   40   39   13   10   41   29   28   25   26   28    96    1
 13   26   26   20   27   32   33   33   31   32   34    99    7
 14   46   49   48   39   23   33   32   34   34   31    67    5
 15   21   17   49   16   20   37   38   40   38   35    66   20
 16   12   20   31   42   37   28   28   27   28   30    78    6
 17   23   28   26   10   50   41   41   38   38   42    91   15
 18   47   40   17   43   12   32   31   32   33   31    71   10
 19   22   28   47   46   25   40   40   43   42   41    90   10
 20   29   14   41   35   36   25   27   27   26   26    69    4
 21   17   35   36   23   36   31   30   30   31   31    70   10
 22   39   22   25   44   47   39   40   38   38   40    60   18
 23   41   44   48   11   28   49   49   50   49   45    91   16
 24   15   42   42   15   49   40   39   38   38   40    79   13
 25   22   30   33   11   46   40   40   38   38   40    94   12
 26   13   28   41   47   27   22   22   23   23   24    66    2
 27   43   13   11   46   27   24   25   24   24   25    75    4
 28   48   29   32   19   37   31   33   32   31   30    85    3
 29   31   18   42   22   18   24   26   28   26   23    72    5
 30   28   24   35   46   20   38   38   40   39   38    67   18
 31   27   31   19   14   15   26   25   26   26   25    80    9
 32   34   27   44   46   40   43   44   44   43   44    71   16
 33   21   20   24   28   27   27   27   27   27   28    71   10
 34   16   45   44   48   23   48   45   49   50   49   100   13
 35   18   13   40   38   50   45   48   46   44   48    86   18
 36   28   38   19   40   12   23   21   23   24   23    72    4
 37   24   27   38   43   41   33   33   33   33   35    87    3
 38   45   12   13   23   14   32   34   34   33   31    81   16
 39   21   46   14   26   32   40   37   35   38   40    81   17
 40   45   13   21   26   13   32   35   36   34   31    90   12
 41   32   19   27   39   48   25   26   24   24   27    61    5
 42   23   29   14   44   11   37   36   37   39   39    89   17
 43   33   15   32   17   35   40   43   42   40   40    80   19
 44   22   29   35   16   32   28   28   28   28   28    69    9
 45   23   16   20   25   44   26   27   25   25   28    64   10
 46   26   24   15   25   44   31   31   28   29   32    69   12
 47   14   14   26   12   26   34   35   34   33   34    73   20
 48   13   24   26   44   39   28   27   26   27   31    89    2
 49   12   38   42   24   27   30   29   30   30   30    64   11
 50   21   44   20   33   27   46   43   43   45   46    89   20
