index 515
DMU 250
input 3
output 3
instance 5
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   25   16   34   23   24   25    71    6
  2   22   15   33   32   33   33    61   18
  3   40   22   50   42   45   45    99    7
  4   25   15   50   43   45   48    93   16
  5   21   17   48   42   43   46    81   19
  6   23   21   26   40   41   41    92   19
  7   41   28   23   21   22   20    61    3
  8   11   43   33   31   26   31    81    4
  9   37   19   28   32   35   32    92    8
 10   19   19   17   18   18   18    62    7
 11   15   25   43   24   23   27    76    2
 12   38   22   43   49   52   51    92   19
 13   31   40   12   38   36   34    99   10
 14   34   22   36   42   44   43    86   17
 15   35   29   43   45   46   46    96   11
 16   19   33   34   24   22   25    79    0
 17   24   39   24   33   30   32    84    7
 18   33   23   41   25   26   26    73    2
 19   37   48   33   48   46   46    88   12
 20   32   38   37   33   32   33    65    9
 21   13   24   47   27   26   31    85    2
 22   26   42   34   34   31   34    92    1
 23   42   41   42   38   38   38    61   13
 24   25   16   46   32   34   36    91    7
 25   36   32   18   31   31   28    95    4
 26   10   27   32   29   28   31    65   13
 27   12   19   31   25   24   26    63   11
 28   36   33   20   32   32   30    82    8
 29   48   41   36   55   56   53    97   15
 30   14   27   26   33   32   34    64   18
 31   14   26   44   34   32   38    98    5
 32   21   42   14   30   26   27    76    8
 33   37   17   26   19   21   19    66    3
 34   48   48   15   48   47   42    97   12
 35   17   24   12   28   28   28    62   17
 36   35   26   23   25   27   24    76    5
 37   45   26   36   35   38   35    98    2
 38   32   16   33   33   36   35    89   11
 39   28   25   45   31   32   34    81    5
 40   35   19   49   29   32   32    60   10
 41   40   18   24   36   39   35    77   17
 42   40   29   43   43   45   44    81   14
 43   31   40   44   44   42   45    88    9
 44   50   38   40   43   45   42    92    5
 45   36   38   14   33   32   30    92    6
 46   12   33   46   43   40   47    89   14
 47   32   10   45   35   39   39    81   14
 48   19   49   24   41   36   39    96    8
 49   32   36   25   47   47   46    87   20
 50   47   33   35   43   45   42    92    9
 51   34   26   40   27   28   28    79    1
 52   26   20   39   27   28   29    86    3
 53   43   22   29   30   34   30    99    2
 54   10   23   15   22   19   21    95    5
 55   35   33   41   32   33   33    70    7
 56   45   40   41   60   61   59    96   20
 57   16   50   23   42   37   41    71   18
 58   35   18   38   33   36   35    90    8
 59   42   28   49   46   48   48    82   15
 60   23   18   30   24   24   25    63    9
 61   12   35   21   35   30   34    96   10
 62   33   30   19   27   27   25    73    7
 63   27   48   37   39   36   38    79    7
 64   15   25   33   26   25   28    71    8
 65   36   22   31   22   24   23    76    1
 66   37   33   12   32   32   30    68   14
 67   44   42   23   38   38   36    67   14
 68   39   37   10   25   25   22    71    5
 69   11   26   33   31   28   33    97    6
 70   15   13   42   30   31   33    65   15
 71   35   26   28   41   42   40    79   18
 72   32   48   19   22   20   20    61    1
 73   32   40   46   43   42   45    95    5
 74   27   14   21   26   28   26    99    7
 75   27   42   40   47   45   48    89   13
 76   27   36   42   43   42   44    75   16
 77   25   21   21   35   35   35    91   15
 78   43   23   16   22   25   20    86    1
 79   40   11   18   19   23   18    87    2
 80   47   18   47   50   55   52    91   19
 81   43   27   45   47   50   49    91   14
 82   44   39   46   54   55   55    97   13
 83   22   35   46   50   48   52    91   17
 84   29   30   20   28   28   27    79    7
 85   30   13   41   42   46   45    97   17
 86   46   33   15   33   34   30    66   13
 87   49   47   39   39   39   37    82    2
 88   29   38   16   37   36   35    92   11
 89   43   21   21   36   39   34    97   11
 90   20   29   42   36   35   38    66   15
 91   24   44   25   32   28   30    92    1
 92   32   31   13   26   26   24    63   10
 93   11   35   10   34   29   32    97   13
 94   16   33   18   32   29   31    91   10
 95   17   34   46   32   29   35    92    0
 96   14   36   24   44   40   44    87   20
 97   24   37   16   33   31   31    96    7
 98   32   47   13   46   43   42    99   14
 99   17   32   48   46   44   50    88   16
100   18   37   30   31   28   31    98    1
101   10   31   38   38   35   41   100    9
102   18   46   19   33   28   31    97    3
103   39   25   47   47   50   49    91   15
104   28   18   43   42   44   45    95   15
105   35   26   41   35   36   36    81    8
106   42   41   13   46   45   42    84   19
107   20   27   24   22   21   22    70    5
108   49   26   17   42   46   39    94   16
109   14   22   13   10    9   10    60    0
110   19   37   14   31   28   29    77   11
111   17   11   20   16   17   17    77    4
112   46   47   28   53   53   50    97   14
113   36   44   39   38   37   38    61   13
114   41   46   39   44   43   43    98    2
115   21   36   41   42   40   43    80   14
116   42   41   48   45   45   46    71   14
117   49   32   32   52   54   50    92   19
118   46   49   37   50   49   48    95    8
119   49   24   40   45   48   45    72   20
120   45   18   18   34   36   32    62   19
121   10   31   36   40   36   42    98   12
122   20   12   10   19   20   18    84    8
123   31   41   20   28   26   25    77    3
124   33   20   44   36   39   39    96    7
125   45   32   14   35   37   32    71   15
126   13   46   41   43   38   44    90    9
127   42   27   11   18   19   15    68    1
128   11   27   19   18   15   18    79    1
129   17   41   16   21   17   19    74    0
130   19   10   35   27   29   30    84   10
131   21   15   37   35   36   37    68   19
132   45   10   46   28   33   31    70    8
133   12   25   33   35   33   37    92   12
134   47   22   23   30   34   28    97    3
135   10   42   10   38   32   35    96   14
136   17   46   47   44   41   46    70   16
137   49   37   31   34   35   32    66    9
138   15   20   42   20   19   23    74    0
139   14   45   36   36   32   36    64   13
140   45   46   15   32   32   29    60   11
141   21   24   25   31   30   31    75   13
142   43   24   18   28   31   25    95    3
143   49   33   19   42   45   39    87   15
144   21   25   34   38   38   40    81   16
145   15   34   31   33   31   34    80   10
146   13   12   31   21   21   23    85    5
147   20   46   27   37   33   36    84    8
148   17   29   25   33   31   33    98    8
149   45   30   15   33   34   31    61   16
150   43   31   30   44   45   43    75   19
151   30   18   18   31   32   30    71   16
152   22   42   32   40   37   39    68   16
153   17   33   44   51   49   55   100   18
154   23   35   17   24   22   23    72    5
155   31   28   37   38   39   40    96    8
156   20   45   22   37   32   35    98    5
157   31   26   10   27   27   24    81    9
158   11   40   11   29   25   27    80   10
159   30   12   43   37   39   39    68   19
160   20   30   46   34   33   38   100    1
161   16   32   18   31   29   30    70   14
162   42   45   42   38   37   37    82    2
163   36   17   33   18   21   19    69    0
164   39   17   47   32   35   34    64   12
165   29   19   17   22   23   21    73    7
166   29   30   24   44   44   43    93   18
167   35   20   29   17   19   18    67    0
168   32   31   10   26   26   24    67   10
169   24   19   34   36   36   37    66   19
170   22   11   38   24   26   27    89    4
171   20   17   21   31   31   31    84   15
172   11   41   34   41   37   42    81   15
173   18   46   19   47   42   45    91   19
174   42   31   30   41   42   40    93   10
175   47   49   28   45   44   43    65   18
176   27   35   20   35   33   33    99    7
177   45   28   45   37   40   38    91    3
178   29   28   37   35   35   36    67   14
179   43   24   22   31   33   29    76   10
180   13   35   34   33   31   34    64   14
181   45   49   27   49   48   47    79   17
182   47   42   50   44   45   45    66   14
183   20   36   13   23   20   21    85    2
184   31   49   22   38   35   36    69   13
185   36   47   29   42   41   41    65   17
186   15   31   26   31   29   32    86    9
187   25   28   32   34   34   35    88    9
188   31   17   36   44   47   46    95   19
189   12   14   48   38   38   43    95   14
190   49   47   21   34   33   31    69    7
191   38   25   34   42   44   43    95   13
192   50   12   40   35   41   37    76   13
193   26   25   28   26   26   26    94    1
194   49   43   19   38   38   34    88    6
195   12   39   42   38   35   40    61   17
196   46   48   44   37   36   36    79    0
197   43   21   17   34   37   32    86   13
198   20   12   42   24   26   28    92    2
199   23   19   33   24   25   26    94    1
200   17   40   31   20   17   20    61    0
201   20   20   11   31   30   29    80   17
202   37   49   14   38   35   34    89    7
203   31   26   39   25   25   26    66    4
204   23   34   13   30   28   28    74   12
205   13   17   28   13   13   14    61    1
206   15   43   28   40   35   40    93   10
207   44   47   49   59   58   59    97   13
208   19   23   42   37   37   40    83   13
209   29   43   15   45   42   42    99   15
210   35   48   39   52   50   52    79   19
211   22   11   14   14   16   14    94    1
212   29   14   23   25   27   26    71   11
213   35   19   45   25   28   28    79    1
214   49   33   20   41   42   38    71   18
215   34   39   45   34   34   36    81    2
216   26   38   46   48   46   50    96   11
217   49   36   31   45   46   43    83   14
218   12   42   39   41   36   42    91    9
219   29   33   40   49   48   50    92   17
220   19   34   42   44   42   46    75   19
221   36   35   37   38   38   38    63   15
222   32   25   28   28   29   28    61   11
223   48   26   41   35   38   36    62   13
224   35   47   37   48   46   48    91   11
225   49   45   20   36   36   32    80    6
226   13   24   19   36   34   36    85   19
227   36   28   37   42   44   43    92   12
228   40   14   20   30   33   30    63   17
229   48   34   44   54   56   54    84   20
230   49   44   45   44   45   44    69   13
231   43   22   10   25   28   23    69   10
232   14   47   44   42   37   44    87    8
233   43   49   17   42   40   38    89    9
234   38   45   13   46   44   42    89   17
235   15   14   35   22   22   25    97    1
236   45   20   19   32   35   30    79   12
237   25   17   29   30   31   31    78   12
238   22   34   40   42   40   44    92   11
239   33   31   30   34   34   34    74   11
240   34   29   37   39   40   40    95    8
241   32   39   46   55   54   56    97   16
242   32   44   39   48   46   48    80   16
243   36   15   48   30   35   34    97    1
244   47   18   33   40   45   40    90   14
245   24   30   43   27   27   29    79    1
246   32   26   34   37   38   37    82   12
247   24   47   20   41   37   39    88   12
248   11   11   19   24   24   24    63   15
249   16   31   11   22   19   20    96    2
