index 456
DMU 200
input 5
output 5
instance 6
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   13   49   42   15   33   32   30   32   32   31    68   10
  2   24   22   39   14   33   41   40   43   42   43    80   20
  3   49   21   18   37   24   29   31   30   29   30    62   12
  4   40   29   23   36   19   43   43   42   43   43    95   16
  5   45   49   23   38   44   37   38   37   36   36    68   10
  6   13   33   20   41   25   24   23   21   23   21    65    5
  7   42   34   11   23   15   26   27   27   26   27    77    8
  8   22   29   40   24   23   36   35   36   38   37    94   10
  9   11   34   31   47   24   27   26   23   27   24    69    5
 10   48   48   37   37   27   44   44   45   45   45    66   19
 11   12   43   13   39   46   33   33   29   30   28    85    4
 12   26   22   18   13   14   23   22   24   23   24    93    6
 13   23   18   10   11   35   21   22   22   19   21    90    3
 14   44   21   47   20   27   38   38   41   40   41    78   15
 15   46   50   37   27   15   40   39   41   42   41    72   16
 16   47   26   22   12   47   21   22   24   20   23    71    0
 17   17   28   11   21   46   24   26   24   21   22    84    2
 18   36   16   21   29   44   44   46   45   42   44    90   18
 19   32   33   25   37   26   29   29   28   29   28    92    1
 20   33   40   28   48   19   43   43   40   44   41    95   11
 21   25   22   37   26   33   25   25   26   26   26    75    4
 22   44   41   18   28   26   35   35   35   34   35    90    7
 23   45   42   26   43   20   30   30   29   30   30    79    3
 24   20   42   37   26   46   40   39   40   39   39    77   12
 25   28   16   24   36   35   34   35   33   33   33    74   13
 26   26   21   49   33   45   47   47   48   47   48    88   16
 27   44   25   45   11   21   36   35   40   38   40    68   18
 28   44   24   18   26   33   35   37   37   34   36    98    8
 29   22   46   35   17   49   32   31   33   30   31    86    1
 30   42   41   28   41   21   24   24   23   24   24    68    1
 31   26   14   38   31   26   30   30   30   31   31    69   12
 32   23   25   20   39   41   28   29   26   26   26    86    1
 33   28   37   19   50   22   44   44   40   43   41    93   14
 34   28   28   26   19   42   37   38   39   36   38    67   18
 35   28   40   33   33   35   42   42   41   42   41    78   15
 36   45   13   14   49   27   29   31   28   28   29    67   10
 37   15   23   38   46   11   33   32   30   34   32    73   13
 38   28   35   35   22   44   36   36   37   36   36    69   13
 39   48   19   29   28   35   29   30   31   29   31    83    4
 40   14   44   46   15   36   30   28   31   31   30    65    9
 41   38   28   28   31   21   30   30   30   31   31    61   13
 42   42   25   43   24   28   38   38   40   39   40    69   17
 43   50   19   35   42   40   37   39   38   37   38    76   10
 44   45   45   27   39   13   30   29   29   31   30    88    1
 45   42   12   37   35   10   28   28   29   31   31    95    5
 46   38   41   37   12   40   39   39   43   40   41    86   11
 47   15   34   32   20   17   27   25   26   28   26    65   11
 48   25   37   50   12   48   40   40   43   41   42    64   18
 49   29   16   50   18   16   41   39   43   44   44    90   19
 50   19   33   39   42   35   28   27   26   28   26    74    2
 51   33   40   27   42   21   38   37   36   38   37    66   16
 52   41   10   19   13   39   32   33   35   31   34    65   17
 53   27   23   20   23   37   37   38   38   36   37    84   15
 54   23   39   20   25   31   41   41   41   40   40    77   19
 55   26   14   19   42   20   19   20   17   19   18    80    0
 56   15   32   32   16   22   18   16   18   18   18    73    0
 57   20   11   16   48   36   37   39   34   35   35    70   18
 58   36   14   33   27   17   30   30   31   31   32    64   15
 59   26   25   42   30   25   39   38   39   40   40    78   16
 60   35   42   45   32   31   38   36   38   39   38    80    8
 61   10   17   23   22   50   24   25   24   23   23    74    5
 62   31   28   29   42   30   34   34   32   34   33    99    2
 63   48   44   18   29   46   44   45   45   42   44    78   15
 64   49   35   48   50   17   38   37   37   40   39    68   12
 65   20   24   30   25   11   31   30   30   32   31    91   11
 66   15   25   28   35   47   32   33   31   30   30    92    3
 67   37   36   31   48   11   44   43   41   46   43    97   13
 68   27   39   15   43   39   45   46   42   42   41    96   12
 69   27   28   43   37   24   30   29   30   31   30    70    8
 70   41   17   32   15   32   38   39   42   39   41    83   17
 71   38   22   33   38   38   30   32   31   30   31    77    5
 72   27   16   27   49   31   23   24   20   22   22    75    0
 73   27   44   25   47   13   32   31   29   32   30    72    9
 74   27   46   27   25   48   38   38   39   36   37    92    5
 75   16   44   15   38   21   26   25   23   25   23    64    7
 76   45   17   13   39   26   23   25   23   22   23    83    1
 77   27   29   21   14   18   36   35   37   36   36    74   20
 78   27   30   41   22   46   31   31   33   31   32    80    4
 79   37   31   41   38   39   29   30   30   30   30    66    5
 80   44   50   26   24   29   32   32   34   32   33    83    4
 81   50   39   32   38   48   55   56   56   53   55    95   16
