index 64
DMU 50
input 4
output 4
instance 4
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   37   19   14   15   35   36   37   36    98   15
  2   30   40   12   20   25   25   24   24    69    7
  3   22   38   42   35   44   44   43   43    79   17
  4   24   38   29   12   35   35   36   34    98   12
  5   23   49   41   39   42   42   40   41    87    9
  6   15   23   29   26   20   20   19   20    68    4
  7   17   26   46   21   24   25   25   24    62    9
  8   11   31   18   25   33   32   30   31    86   13
  9   48   45   11   37   32   30   30   30    79    1
 10   13   21   49   37   31   31   31   32    69   11
 11   48   44   43   27   32   33   34   33    70    6
 12   45   16   43   39   44   45   46   46    74   18
 13   11   41   13   48   40   38   35   38    68   17
 14   13   36   40   43   40   39   37   39    81   12
 15   23   15   41   23   32   33   34   33    86   12
 16   48   12   38   29   35   36   38   37    79   11
 17   31   44   21   12   23   23   23   21    81    2
 18   16   19   37   50   32   32   30   33    61   12
 19   44   35   27   36   41   41   41   41    93    7
 20   25   28   45   26   41   43   43   42    97   14
 21   12   36   39   15   22   22   22   21    93    1
 22   48   28   40   43   32   33   33   33    66    6
 23   14   30   41   47   31   30   29   31    69    7
 24   37   46   22   47   44   43   42   43    62   18
 25   30   48   12   25   40   39   38   37    95   11
 26   10   22   21   21   17   17   16   16    85    1
 27   30   33   33   18   20   20   21   20    61    4
 28   17   22   14   36   40   39   37   40    94   16
 29   20   12   18   48   29   28   26   29    85    4
 30   23   16   42   17   31   33   34   33    79   15
 31   23   13   21   33   28   28   28   29    92    6
 32   40   17   23   29   27   27   28   28    72    7
 33   20   16   47   15   28   29   31   29    79   12
 34   42   37   41   42   55   55   55   55    88   19
 35   33   25   43   27   34   35   36   35    66   15
 36   25   13   39   21   20   21   22   21    81    2
 37   11   19   30   20   35   35   35   35   100   16
 38   23   23   41   18   39   40   41   40    90   18
 39   34   30   35   30   32   33   33   33    68   11
 40   20   37   47   47   55   55   53   55   100   17
 41   20   24   16   13   28   28   28   28    75   15
 42   48   30   27   48   45   44   44   45    94    6
 43   12   43   14   19   28   27   25   25    87    8
 44   18   27   23   43   41   40   38   40    66   20
 45   21   45   19   21   19   18   17   17    62    2
 46   40   21   48   40   47   48   49   49    95   13
 47   40   13   16   32   33   32   33   34    98    6
 48   42   18   45   27   40   41   43   42    76   17
 49   12   28   31   38   32   31   29   31    86    7
 50   29   22   43   21   27   28   30   28    90    4
