index 489
DMU 250
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
  1   10   41   36   38    64   18
  2   17   49   35   37    91    2
  3   23   29   26   26    90    2
  4   41   17   26   25    76    6
  5   13   46   32   34    63   12
  6   37   38   33   33    83    2
  7   24   35   42   42    84   16
  8   24   28   37   37    79   16
  9   31   28   26   26    87    1
 10   33   11   20   18    87    2
 11   49   47   64   64    98   17
 12   44   47   46   46    90    5
 13   38   35   41   41    81   12
 14   37   26   23   22    66    3
 15   25   29   22   22    76    1
 16   16   33   24   25    64    7
 17   12   30   38   40    93   17
 18   49   21   37   35    78   12
 19   40   20   41   39    81   18
 20   16   48   33   35    85    3
 21   49   22   31   28    93    0
 22   14   28   27   28    87    8
 23   18   31   43   44    89   20
 24   34   42   49   49    82   17
 25   41   26   36   35    78   11
 26   40   49   36   37    67    6
 27   25   13   28   27    94   11
 28   11   20   28   28    72   16
 29   12   50   34   37    68   11
 30   44   17   30   28    88    5
 31   37   26   34   34    73   12
 32   41   33   36   35    74    9
 33   39   11   36   34    88   16
 34   24   48   56   58    97   19
 35   30   32   46   46    97   16
 36   21   18   23   23    88    6
 37   17   17   19   19    99    2
 38   49   36   42   41    91    4
 39   49   40   38   38    74    6
 40   22   45   50   52    88   19
 41   14   28   25   26    68   10
 42   34   15   33   32    65   18
 43   11   37   34   36    81   13
 44   20   32   32   33    68   14
 45   21   48   40   42    74   13
 46   22   39   42   44    95   12
 47   47   12   25   22    86    2
 48   32   41   35   36    60   13
 49   45   35   57   56    98   19
 50   16   14   15   15    76    4
 51   49   24   40   39    77   14
 52   40   42   50   50    94   11
 53   49   50   53   53    76   15
 54   29   47   38   39    85    4
 55   38   17   36   35    95   12
 56   20   16   18   18    73    5
 57   28   47   30   31    69    3
 58   45   19   28   26    85    3
 59   35   50   52   53    78   18
 60   40   14   22   20    86    1
 61   30   21   19   19    61    4
 62   37   29   31   30    70    8
 63   41   33   25   24    68    0
 64   32   45   44   45    90    8
 65   33   22   38   37    76   18
 66   25   15   24   23    98    5
 67   15   16   19   19    77    7
 68   45   42   40   40    65   12
 69   18   30   31   32    93    8
 70   37   43   49   50    75   19
 71   20   24   31   31    97    9
 72   38   34   47   47    79   19
 73   29   37   41   42    80   14
 74   50   18   48   46    94   19
 75   11   32   26   28    97    3
 76   18   37   25   26    78    2
 77   13   13   13   13    73    4
 78   43   19   30   28    78    7
 79   30   12   36   34    91   18
 80   10   13   14   15    96    3
 81   49   42   35   35    69    4
 82   25   10   30   29    82   17
 83   35   21   36   34    99    9
 84   50   49   53   53    79   14
 85   27   22   34   33    73   16
 86   14   13   14   14    70    5
 87   25   33   42   43    95   14
 88   30   30   41   41    92   13
 89   25   45   38   40    69   13
 90   46   22   37   36    70   15
 91   26   26   35   35    71   17
 92   18   39   35   37    87    9
 93   20   21   16   16    69    2
 94   32   49   54   55    80   20
 95   47   27   31   29    70    6
 96   42   21   34   32    70   13
 97   13   18   14   14    81    1
 98   17   50   31   34    75    4
 99   43   24   47   46    86   20
100   34   14   24   22    90    4
101   27   18   34   33    69   19
102   27   34   34   35    82    9
103   26   15   16   15    69    2
104   18   18   28   28    67   16
105   33   33   35   35    65   14
106   45   28   45   44    78   18
107   25   18   18   18    67    4
108   14   30   37   38    98   14
109   40   38   49   48    76   19
110   33   27   42   41    94   14
111   45   16   44   42    98   17
112   19   24   31   31    94   10
113   48   34   49   48    89   14
114   32   49   42   43    74   11
115   15   26   23   24    66    9
116   33   15   32   30    83   13
117   22   26   41   41    85   20
118   29   40   42   43    85   12
119   46   20   46   44    88   19
120   21   37   40   41    78   16
121   37   49   33   34    69    3
122   18   45   27   29    75    2
123   26   50   37   39    75    7
124   48   33   44   43    66   18
125   19   44   37   39    86    8
126   36   11   27   25    99    6
127   12   25   18   19    70    4
128   40   29   26   26    60    6
129   22   27   24   25    66    8
130   19   34   33   34    93    7
131   48   37   42   41    94    3
132   27   20   33   33    67   18
133   33   39   34   34    93    0
134   42   31   35   34    75    8
135   16   43   26   28    76    2
136   35   15   30   28    94    8
137   23   20   30   30    65   16
138   25   42   33   35    81    5
139   44   42   40   40    67   11
140   40   20   36   35    83   13
141   50   13   24   21    74    3
142   34   49   47   48    76   14
143   25   46   33   35    79    4
144   38   19   39   37   100   12
145   17   30   20   20    63    4
146   19   24   21   21    86    2
147   26   47   26   27    64    1
148   23   22   39   39    85   20
149   47   18   27   25    88    1
150   22   26   22   22    81    2
