index 95
DMU 50
input 5
output 5
instance 5
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   31   32   18   26   38   45   44   45   45   46    89   19
  2   40   12   32   29   28   32   31   34   34   34    76   11
  3   43   28   18   30   33   37   34   36   35   37    90    8
  4   33   11   47   17   32   27   28   34   34   32    95    3
  5   42   49   26   45   17   31   31   26   24   27    76    1
  6   15   11   33   41   29   25   25   26   28   27    73    8
  7   42   48   20   18   15   28   28   25   22   23    80    2
  8   11   48   14   23   28   39   40   35   36   35    89   16
  9   32   19   23   35   46   20   19   21   22   23    61    2
 10   16   25   29   44   49   29   29   30   33   32    87    3
 11   16   48   30   22   21   27   30   26   25   24    73    7
 12   38   39   35   15   15   40   41   40   38   38    70   19
 13   39   30   18   29   14   38   36   35   32   35    93   11
 14   17   15   18   45   45   25   23   24   28   28    93    0
 15   23   19   20   47   48   24   22   23   26   26    62    5
 16   38   43   40   13   48   35   36   40   39   37    87    5
 17   42   31   44   39   25   49   49   48   48   48    83   18
 18   35   15   36   29   30   32   32   34   34   34    62   15
 19   39   28   40   36   47   40   40   43   44   43    91    7
 20   46   45   26   21   16   41   40   38   35   37    81   13
 21   26   35   48   13   29   29   32   33   32   29    99    1
 22   39   37   24   34   49   51   49   52   52   53    93   17
 23   47   44   42   28   33   43   44   44   42   42    97    5
 24   10   29   38   25   26   22   25   23   24   22    85    2
 25   43   16   20   38   47   41   38   42   43   45    77   16
 26   15   21   34   28   43   26   27   29   30   29    65   10
 27   25   12   41   32   22   16   17   18   18   18    61    1
 28   24   12   21   40   27   33   32   32   34   35    82   13
 29   17   15   32   18   47   38   38   44   46   43    90   18
 30   18   47   35   43   39   29   31   28   29   28    83    0
 31   21   44   33   20   39   34   36   35   36   34    77   11
 32   23   45   45   33   18   35   38   33   33   31    81    8
 33   34   16   20   43   11   29   27   25   25   28    85    6
 34   46   41   16   17   47   49   47   50   48   50    90   18
 35   38   38   44   25   23   41   43   42   40   40    95    9
 36   24   36   34   30   39   26   27   27   28   27    65    6
 37   18   16   38   33   36   24   25   27   29   27    87    2
 38   24   34   29   46   18   36   36   33   33   34    70   14
 39   26   38   14   35   15   46   46   40   40   42    92   20
 40   44   28   47   39   48   51   50   54   54   54    78   20
 41   29   47   25   41   21   41   41   36   36   37    80   13
 42   46   28   28   41   28   37   36   36   35   37    67   13
 43   45   49   32   27   15   45   45   42   39   40    81   15
 44   15   42   30   28   32   21   23   21   21   20    60    4
 45   46   26   29   31   47   31   29   34   33   34    85    1
 46   45   40   17   21   24   27   26   26   23   25    78    2
 47   14   22   36   36   20   34   36   33   35   34    95   11
 48   16   11   18   39   29   36   34   34   37   38    98   14
 49   37   21   46   46   12   41   41   39   39   40    74   16
 50   30   44   45   23   37   43   46   46   45   43    77   17
