index 511
DMU 250
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   33   16   11   31   29   31    79   14
  2   26   38   48   39   41   39    65   16
  3   49   47   39   44   42   44    74   10
  4   38   48   25   39   35   39    91    4
  5   27   48   23   26   23   26    71    2
  6   50   11   26   38   38   38    67   18
  7   23   44   41   35   36   35    65   12
  8   31   30   29   36   36   36    97    7
  9   18   47   43   39   41   40    68   16
 10   13   45   25   39   38   39    80   17
 11   40   24   38   26   27   26    77    0
 12   48   49   11   45   39   45    67   18
 13   39   18   23   43   42   43    91   18
 14   26   21   11   36   33   36    81   19
 15   47   32   42   34   35   34    67    7
 16   50   36   10   34   28   34    73    8
 17   41   16   40   25   27   25    75    1
 18   14   31   49   29   33   29    68   10
 19   10   14   31   32   36   32    97   16
 20   22   10   32   30   32   29    68   16
 21   46   20   19   41   38   41    85   15
 22   22   44   36   52   52   52    95   20
 23   31   46   47   51   52   51    86   16
 24   25   23   17   25   24   25    80    7
 25   41   49   46   45   45   45    86    6
 26   15   23   35   31   34   31    68   16
 27   40   25   43   34   36   34    82    5
 28   11   13   35   23   27   23    74   10
 29   16   43   40   34   36   35    68   13
 30   32   24   49   36   40   36    79   10
 31   21   21   18   21   20   21    62    8
 32   25   37   40   44   45   44    73   20
 33   17   11   32   31   34   31    66   19
 34   27   46   26   31   29   31    68    8
 35   13   13   19   22   23   22    95    8
 36   36   44   42   59   60   60    98   20
 37   49   25   47   47   49   46    97    8
 38   29   35   25   31   30   31    74    9
 39   43   36   29   37   35   37    85    5
 40   27   45   36   34   34   34    93    1
 41   39   31   18   30   28   30    68    9
 42   20   14   35   24   28   24    91    5
 43   27   50   20   45   40   45   100   11
 44   15   43   25   25   24   25    61    8
 45   31   34   36   46   47   46    97   14
 46   28   40   26   48   46   48    98   17
 47   26   35   13   34   30   34    99    8
 48   21   37   25   36   35   36    84   13
 49   21   48   36   44   44   45    97   11
 50   49   11   47   31   34   31    64    9
 51   42   36   22   36   33   36    79    8
 52   17   49   12   28   23   28    97    1
 53   49   23   12   36   31   36    97    6
 54   33   23   15   23   21   23    81    3
 55   37   18   44   41   45   41    80   16
 56   50   36   17   31   27   31    61    8
 57   10   46   35   29   30   29    72    8
 58   23   15   25   26   28   26    80   10
 59   20   26   18   29   29   29    66   15
 60   45   13   48   31   35   30    84    2
 61   26   31   15   28   25   28    93    4
 62   20   27   37   36   38   36    76   16
 63   34   20   40   44   47   44    83   19
 64   17   29   35   42   45   42    98   17
 65   26   23   32   37   38   37    80   16
 66   48   28   45   45   46   45    75   15
 67   20   29   16   17   15   17    74    0
 68   45   12   10   38   35   38    78   19
 69   43   14   46   48   52   48    97   16
 70   28   38   20   29   26   29    76    6
 71   12   17   23   17   19   17    81    4
 72   40   21   22   42   41   42    84   18
 73   46   26   39   37   38   37    60   15
 74   16   11   17   21   22   21    96    7
 75   28   16   22   33   33   33    98   11
 76   26   21   35   29   32   29    92    5
 77   46   21   38   40   41   40    62   18
 78   46   46   16   54   48   55    96   17
 79   27   25   21   20   20   20    78    1
 80   11   47   50   39   43   39    90    9
 81   41   13   39   39   41   39    72   17
 82   16   43   39   26   28   26    74    3
 83   23   26   23   27   27   27    79    8
 84   24   49   18   35   32   36    64   15
 85   18   20   28   32   34   32   100   11
 86   22   18   25   24   24   24    60   11
 87   27   28   39   29   31   29    85    3
 88   27   25   17   37   35   37    99   13
 89   34   19   44   40   43   40    72   18
 90   30   45   32   52   51   52    92   19
 91   39   33   39   36   37   36    71   10
 92   48   17   44   46   49   46    82   17
 93   46   33   29   24   22   24    61    1
 94   36   37   14   33   29   33    80    8
 95   15   30   43   26   30   27    76    6
 96   25   33   30   25   25   25    69    5
 97   11   48   30   24   24   25    77    2
 98   35   48   34   54   52   54    99   15
 99   13   34   22   25   25   25    76    8
100   46   49   17   32   27   32    69    4
101   24   48   16   40   36   40    88   13
102   27   39   39   46   47   46    86   17
103   38   31   26   39   38   39    70   16
104   45   21   48   39   42   39    71   13
105   22   33   48   49   53   49    91   20
106   37   36   31   48   47   48    84   18
107   37   48   45   40   40   40    86    3
108   39   32   11   34   30   34    75   12
109   35   43   50   43   45   43    89    6
110   10   20   38   28   33   28    85   11
