index 542
DMU 250
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   40   49   38   34   51   51   51   49    97   12
  2   15   14   23   13   24   23   23   25    76   11
  3   39   35   14   19   22   24   23   19    79    2
  4   20   50   10   11   27   26   28   23    62   13
  5   27   50   12   41   42   41   43   38    71   19
  6   45   33   26   20   30   31   31   29    61   12
  7   39   38   30   49   46   46   46   45    80   15
  8   19   30   13   41   21   20   21   19    71    2
  9   42   43   40   44   43   43   43   43    79   10
 10   46   35   28   24   42   45   43   41    87   15
 11   24   13   19   39   32   32   32   32    71   15
 12   16   21   35   38   45   43   43   47    91   18
 13   24   30   21   25   26   25   26   25    83    5
 14   35   31   33   19   41   42   41   41    93   14
 15   49   34   24   34   34   36   35   32    72   10
 16   36   22   42   24   28   29   28   31    79    4
 17   31   39   15   13   35   36   36   32    77   17
 18   42   27   37   46   49   49   48   49    81   18
 19   37   43   26   39   42   42   42   40    78   14
 20   47   13   24   41   39   41   39   39    70   18
 21   14   14   50   41   44   41   42   49    80   18
 22   43   18   15   30   22   25   23   20    89    0
 23   38   26   12   18   19   22   20   17    76    3
 24   12   29   48   14   23   20   22   26    78    1
 25   46   13   23   45   30   32   30   30    75    7
 26   45   40   14   17   38   40   39   34    78   17
 27   35   40   23   33   42   43   43   39    94   12
 28   27   33   21   37   34   34   34   32    99    5
 29   13   49   46   50   33   30   32   34    61    7
 30   18   35   21   39   44   41   43   41    97   15
 31   45   38   17   36   40   42   41   36    86   12
 32   19   36   15   13   24   24   25   22    70   10
 33   13   43   16   14   31   29   31   28    86   12
 34   11   37   35   26   39   36   38   39    63   20
 35   17   24   25   22   26   25   26   27    80    8
 36   44   14   47   43   41   43   41   45    90    8
 37   20   42   14   19   32   31   33   29    77   14
 38   16   37   32   23   38   36   38   38    89   13
 39   44   46   37   31   30   31   31   29    73    2
 40   40   26   48   45   52   52   51   55    82   19
 41   41   17   35   23   37   39   38   39    80   15
 42   45   34   39   48   42   43   42   42    82    8
 43   43   31   32   19   30   32   31   31    66   11
 44   15   10   50   49   25   23   24   29    60    5
 45   17   18   27   49   24   22   23   25    74    2
 46   11   46   15   47   39   36   38   35    75   15
 47   40   20   40   44   44   45   44   46    86   13
 48   49   17   47   12   29   32   30   33    70    9
 49   36   42   25   31   33   33   33   31    64   12
 50   15   34   22   21   16   14   15   15    61    1
 51   23   33   14   35   25   24   25   21    93    0
 52   18   42   35   36   54   50   53   53   100   19
 53   32   30   42   32   49   49   49   51    93   17
 54   22   42   33   37   28   26   27   27    77    1
 55   38   48   11   31   42   43   44   36    92   14
 56   35   37   47   28   37   37   37   39    81    7
 57   11   45   45   11   46   42   45   48    91   19
 58   14   36   32   40   43   40   42   43    95   12
 59   20   30   43   40   28   26   27   30    63    6
 60   28   21   18   22   30   32   31   30   100    9
 61   39   17   22   29   25   27   26   25    72    7
 62   36   29   24   20   35   37   36   35    75   16
 63   28   11   20   48   32   33   32   33    79   11
 64   20   18   47   29   22   21   21   26    64    3
 65   36   14   28   15   22   24   22   23    68    7
 66   42   14   25   43   37   39   37   37    66   17
 67   27   43   32   44   29   28   29   28    72    2
 68   17   26   20   28   27   26   27   26    99    4
 69   33   32   32   16   34   35   34   34    90    9
 70   37   13   39   33   40   42   40   44    97   11
 71   28   14   44   44   37   37   36   40    66   15
 72   20   35   39   23   44   42   44   46    93   16
 73   36   23   23   36   19   20   19   19    60    2
 74   29   26   38   48   38   37   37   39    68   13
 75   23   41   41   18   29   27   29   30    69    7
 76   50   18   16   48   39   43   40   37    98    9
 77   29   42   12   38   40   40   41   36    74   18
 78   18   49   18   33   34   31   34   30    91    6
 79   27   14   46   20   33   33   32   37    66   15
 80   46   47   32   29   34   35   35   32    70    8
 81   28   20   33   34   40   40   40   42    79   17
 82   16   16   18   28   29   29   29   30    77   14
 83   19   44   33   20   40   38   39   39    75   17
 84   38   39   46   33   35   35   35   36    69    8
 85   41   43   19   45   41   42   42   37    83   11
 86   20   49   35   21   41   39   41   40    75   17
 87   40   38   17   12   19   21   20   16    72    1
 88   41   39   48   30   40   40   40   41    73   11
 89   47   29   12   47   42   45   43   39    76   18
 90   27   29   49   24   47   46   46   51    91   17
 91   18   29   28   24   23   22   23   23    83    2
 92   19   19   20   16   30   30   30   30    86   14
 93   41   14   46   32   34   35   34   37    70   11
 94   44   47   34   21   46   48   47   45    92   14
 95   15   30   37   43   48   44   46   49    98   15
 96   41   12   17   18   23   27   24   23    97    4
 97   45   32   40   20   48   50   49   50    98   16
 98   20   49   20   22   28   26   28   25    89    3
 99   25   15   28   27   21   21   21   22    79    2
100   15   13   39   26   39   38   38   43    89   17
101   28   17   40   31   37   37   37   41    86   12
102   30   42   13   16   29   29   30   25    82    9
103   40   21   43   26   36   38   36   39    92    7
104   11   40   42   21   47   42   45   48    96   17
105   38   38   22   50   46   46   46   43    87   14
106   34   31   41   33   44   44   44   46    84   15
107   47   34   26   37   34   36   35   32    69   10
108   49   13   22   41   30   34   31   30    80    7
109   45   39   50   44   36   36   35   37    80    0
110   31   12   28   29   31   32   31   33    81   11
111   46   18   32   20   25   28   26   26    70    6
112   24   23   12   43   42   42   42   39    84   20
113   35   15   23   37   45   47   45   45    97   19
114   25   28   34   27   31   31   31   32    77    9
115   22   27   19   35   28   27   28   27    60   12
116   50   26   34   48   42   44   42   42    78   12
117   49   39   30   33   44   47   46   42    98    9
118   12   29   31   11   29   28   29   30    65   15
119   22   22   20   26   32   32   32   31    83   13
120   18   32   40   24   30   28   29   32    80    6
