index 96
DMU 50
input 5
output 5
instance 6
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   22   22   14   30   13   25   23   23   23   25    76    9
  2   33   35   19   35   42   46   46   46   46   48    97   15
  3   20   21   23   17   28   22   23   23   23   22    85    4
  4   13   20   41   45   40   43   42   42   43   40    89   14
  5   11   43   47   30   48   31   33   37   35   29    70    8
  6   16   38   28   25   38   30   31   35   33   30    83    8
  7   36   30   12   40   13   25   23   22   22   26    66    7
  8   17   39   50   42   30   44   42   46   44   40    94   10
  9   30   44   37   23   32   42   44   46   45   42    84   16
 10   30   23   44   44   21   46   43   42   43   43    90   14
 11   33   41   43   17   23   31   33   35   34   30    99    1
 12   19   49   36   42   34   40   39   44   41   39    96    7
 13   26   38   20   16   18   29   30   32   30   30    96    8
 14   18   45   42   26   34   35   36   40   38   33    80   10
 15   43   31   44   40   47   38   39   37   39   38    80    5
 16   26   37   48   15   32   29   32   35   34   28    95    1
 17   46   29   35   22   18   37   37   35   36   37    77   13
 18   31   17   43   39   45   33   34   31   33   32    75    6
 19   10   30   16   41   15   24   20   24   21   24    89    4
 20   36   45   12   46   42   43   41   42   41   45    79   15
 21   17   11   27   50   30   44   41   39   41   43   100   15
 22   40   12   37   11   40   37   42   36   40   37    96   10
 23   33   27   15   45   36   32   31   29   30   33    66   11
 24   39   32   32   30   48   49   51   49   51   50    85   19
 25   16   30   33   32   23   29   28   30   29   28    64   12
 26   18   46   36   46   11   33   30   34   31   32    66   12
 27   40   48   42   14   36   50   54   56   55   51    96   18
 28   34   18   13   25   43   30   32   28   30   32   100    4
 29   27   25   28   42   34   44   42   41   42   43    96   13
 30   48   48   42   28   11   35   34   35   34   35    78    7
 31   43   26   32   30   40   27   28   25   27   27    77    0
 32   11   18   13   46   39   34   33   32   32   34    83   13
 33   42   18   11   23   20   30   29   26   28   32    70   13
 34   39   37   40   35   34   53   53   53   53   53    94   18
 35   16   49   15   11   37   27   29   35   31   28    85    9
 36   22   17   14   40   47   39   39   36   38   40    96   12
 37   27   29   45   11   19   24   26   27   27   23    75    5
 38   11   22   24   36   27   37   35   37   36   36    77   18
 39   34   40   36   46   15   42   38   40   38   41    85   11
 40   38   43   43   40   15   42   39   41   39   41    96    6
 41   19   18   43   20   49   30   33   32   33   29    73    9
 42   26   35   20   12   37   29   32   34   33   31    91    8
 43   18   30   19   47   31   47   44   45   44   47    98   18
 44   41   24   37   41   14   46   43   40   42   45    92   14
 45   34   40   44   25   25   36   36   38   37   35    98    3
 46   32   28   46   13   11   35   36   36   36   34    72   16
 47   35   43   35   33   28   33   33   35   33   33    91    2
 48   43   13   33   42   16   32   30   27   29   32    63   11
 49   39   21   37   43   41   41   41   37   40   41    99    4
 50   27   43   48   15   48   30   33   35   34   30    61   10
