index 211
DMU 100
input 5
output 5
instance 1
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   24   34   41   20   14   24   24   24   26   24    66    7
  2   29   23   36   47   41   53   51   54   52   52    95   19
  3   50   49   35   24   45   27   29   27   28   28    62    3
  4   42   49   21   46   50   34   34   34   32   34    60    8
  5   44   36   26   23   25   43   45   43   44   44    93   15
  6   17   12   47   40   41   34   32   36   35   34    64   15
  7   37   29   11   33   15   41   41   38   39   40    96   14
  8   31   29   30   49   30   39   38   38   38   38    78   11
  9   29   44   19   24   29   35   35   33   33   34    88    8
 10   22   36   37   23   36   38   38   38   38   38    70   17
 11   24   42   36   24   40   25   25   25   25   25    62    5
 12   32   49   13   20   25   39   40   37   37   39    67   19
 13   17   44   16   11   36   24   25   24   22   24    73    6
 14   21   47   44   36   40   46   45   46   45   45    90   12
 15   31   15   39   20   17   35   35   36   38   35    71   19
 16   12   44   17   29   28   35   34   33   32   33    72   14
 17   42   31   43   36   48   49   50   51   51   51    96   13
 18   31   47   29   18   44   35   37   36   35   37    76   11
 19   49   16   30   44   35   45   45   46   46   46    89   14
 20   14   49   33   28   39   41   41   40   39   40    66   19
 21   20   21   37   20   36   32   32   33   33   32    61   17
 22   10   22   45   23   31   30   29   31   31   30    67   14
 23   35   42   44   30   40   40   40   40   41   40    78   11
 24   15   34   27   26   44   20   20   20   19   20    66    1
 25   38   35   30   48   31   41   40   40   40   40    72   13
 26   44   25   23   34   35   40   41   41   40   41    76   16
 27   37   36   15   39   38   45   45   44   43   45    71   20
 28   46   43   23   46   34   35   35   33   33   35    85    0
 29   39   20   34   31   22   32   33   33   35   33    96    5
 30   39   26   42   24   42   36   37   38   38   38    71   14
 31   40   22   16   41   26   31   31   30   30   31    88    4
 32   29   28   27   40   39   39   38   39   37   39    96    7
 33   17   50   36   48   40   58   55   56   54   55    96   18
 34   40   26   27   15   10   18   19   18   20   19    66    3
 35   32   33   24   18   25   37   38   37   37   38    77   17
 36   19   46   21   45   24   42   40   39   38   39    75   15
 37   45   37   14   31   12   26   26   24   25   26    71    4
 38   32   29   17   34   12   34   33   32   33   33    61   17
 39   24   35   41   23   40   38   38   39   39   38    97    8
 40   16   49   48   42   11   40   35   35   38   34   100    2
 41   42   45   10   28   45   35   38   35   33   37    91    4
 42   26   27   10   35   11   28   27   26   26   27    63   12
 43   15   49   29   31   36   40   39   39   37   38    89   10
 44   50   36   42   11   26   20   23   21   24   22    66    1
 45   45   15   41   46   29   52   51   53   55   53    93   20
 46   43   21   17   21   39   34   37   36   35   37    89   11
 47   22   25   36   14   17   18   18   18   19   18    73    2
 48   37   10   21   17   35   26   28   28   28   28    76   10
 49   39   20   23   46   17   40   39   39   40   39    73   17
 50   31   45   28   32   31   40   40   39   39   39    74   14
 51   20   19   48   44   18   36   32   35   37   33    99    5
 52   27   11   18   42   19   24   23   24   24   24    68    7
 53   46   33   20   34   21   31   32   30   31   31    68    9
 54   32   34   39   22   16   25   25   24   26   24    70    5
 55   32   39   47   29   45   35   36   36   36   36    78    7
 56   37   47   32   47   11   34   32   30   32   31    72    5
 57   10   21   44   47   47   31   28   32   30   30    68    8
 58   21   17   23   23   42   24   25   26   24   26    75    7
 59   23   36   22   35   36   38   37   37   35   37    77   13
 60   45   44   19   44   11   30   30   27   28   29    78    1
 61   33   16   11   26   38   21   22   23   20   23    89    0
 62   48   49   47   39   38   49   49   48   50   49    77   15
 63   48   25   27   48   23   37   37   36   37   37    75   10
 64   50   11   26   23   44   38   40   40   40   41    67   20
 65   41   31   30   29   18   45   45   44   46   45    84   19
 66   47   43   13   45   25   38   38   35   35   37    69   11
 67   40   24   38   48   49   56   55   57   56   56    94   19
 68   11   39   18   23   26   25   25   24   23   24    80    5
 69   21   11   47   32   42   42   41   45   44   43    95   16
 70   50   36   10   41   16   42   43   40   40   42    82   14
 71   40   14   31   49   10   34   32   33   35   33    89    6
 72   14   31   22   10   32   34   35   35   34   34    83   17
 73   46   20   19   22   44   39   42   42   40   43    89   15
 74   36   31   46   47   25   48   45   47   48   46    98   10
 75   23   17   41   49   46   38   37   40   38   38    67   15
 76   15   23   35   40   25   38   36   38   37   36    94   11
 77   43   11   13   35   16   43   43   42   43   44    96   19
 78   43   40   32   24   49   30   33   32   31   32    83    1
 79   21   21   18   25   37   34   34   35   33   34    79   15
 80   40   17   11   32   27   35   36   35   35   36    86   13
 81   46   26   13   13   19   36   39   36   38   39    87   17
 82   36   44   42   49   25   35   34   33   34   33    64    8
 83   47   29   35   25   43   25   27   27   27   27    65    4
 84   36   29   27   45   36   44   43   44   43   44    80   15
 85   39   31   18   20   14   30   32   29   31   31    93    7
 86   35   27   50   20   15   30   30   30   33   30    75    9
 87   43   25   31   34   36   32   33   33   33   33    83    5
 88   28   40   26   26   35   36   37   36   35   36    80   11
 89   13   21   37   25   21   32   31   32   33   31    61   18
 90   48   36   49   11   47   47   52   51   53   51    98   16
 91   42   36   22   17   49   29   32   31   30   32    80    5
 92   12   49   23   12   33   34   35   33   32   34    85   12
 93   23   15   37   18   44   33   35   37   36   36    98   11
 94   50   36   17   10   46   42   46   43   43   46    84   18
 95   35   23   15   25   20   27   28   27   27   28    63   12
 96   26   18   45   13   48   38   40   42   42   41    84   18
 97   26   31   15   20   27   17   18   17   16   18    72    0
 98   37   34   20   40   17   39   38   36   37   37    96    7
 99   29   35   26   23   32   45   46   45   45   46    99   17
100   48   28   45   20   29   21   23   23   25   23    67    1
