index 100
DMU 50
input 5
output 5
instance 10
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   26   45   17   49   25   37   35   37   38   33    92    6
  2   34   11   23   26   33   34   32   32   34   35    84   13
  3   37   16   37   29   22   33   31   33   33   34    67   14
  4   25   18   22   18   18   36   36   36   36   36    79   20
  5   23   24   38   19   29   43   45   44   42   46    93   19
  6   41   37   12   45   31   42   40   40   44   38    85   13
  7   34   49   27   42   27   34   34   35   35   32    86    3
  8   23   37   40   20   33   30   33   31   28   32    92    2
  9   44   18   43   12   42   37   37   36   36   39    70   15
 10   35   11   31   21   49   47   46   43   45   48    98   18
 11   32   18   25   37   47   27   25   25   27   27    66    6
 12   18   23   37   14   12   39   41   42   39   42    95   20
 13   14   35   50   23   12   33   36   37   33   36    75   14
 14   21   12   46   21   21   24   24   25   23   27    64    9
 15   40   28   47   43   47   29   28   28   28   30    66    2
 16   41   14   42   49   14   51   46   52   54   52    98   20
 17   43   21   32   17   24   30   30   31   31   32    61   14
 18   30   26   21   26   45   39   39   37   38   38    80   15
 19   45   34   41   16   19   30   32   32   31   32    64   11
 20   32   39   18   29   17   22   22   22   23   20    71    2
 21   50   25   28   17   20   32   32   33   34   33    84    9
 22   39   46   42   49   13   40   40   43   42   40    64   16
 23   12   42   43   44   46   44   46   45   42   44    89   11
 24   15   31   38   14   21   31   35   34   30   34    93   10
 25   30   22   39   35   14   25   23   27   26   26    86    1
 26   27   48   39   38   22   40   41   42   40   40    66   17
 27   20   20   20   29   27   26   25   25   26   26    69   10
 28   40   23   50   27   46   47   47   46   46   50    74   20
 29   42   29   22   12   17   32   33   33   33   32    94    9
 30   43   14   13   18   22   31   29   29   33   30   100    9
 31   20   20   43   45   29   31   29   32   31   33    94    2
 32   45   43   24   17   20   26   28   27   27   26    74    4
 33   46   14   47   44   40   51   48   50   51   53    90   17
 34   37   23   43   40   20   34   32   35   35   35    89    5
 35   45   25   30   28   33   24   23   23   24   24    71    1
 36   31   17   21   28   45   30   29   28   30   30    74    9
 37   24   45   36   27   37   36   38   37   35   36    85    7
 38   42   37   31   15   12   36   38   38   37   37    88   12
 39   17   19   30   23   28   25   25   25   24   26    86    5
 40   46   36   27   27   16   23   22   24   24   22    71    1
 41   50   36   39   15   11   37   39   41   39   40    93   10
 42   20   25   23   27   11   34   33   35   35   34    98   13
 43   35   21   39   38   26   39   37   39   39   40    66   18
 44   25   32   18   17   37   27   29   26   26   27    70    9
 45   35   35   37   47   27   49   48   50   50   49    83   19
 46   24   33   17   31   36   47   47   46   47   45    98   19
 47   19   14   46   32   37   31   30   31   30   33    61   13
 48   29   43   39   49   37   44   44   45   44   44    87   10
 49   37   38   27   24   13   23   23   24   24   23    60    6
 50   48   11   14   20   42   27   25   23   27   26    73    7
