index 151
DMU 100
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   22   32   14   25   24   29    89    6
  2   35   38   37   27   27   27    70    1
  3   45   34   14   38   39   45    73   19
  4   44   35   40   49   49   48    96   11
  5   12   43   47   42   41   37    67   16
  6   38   32   37   49   49   48    81   20
  7   44   11   38   43   45   38    95   13
  8   43   21   26   22   23   23    78    0
  9   34   29   37   43   43   41    82   15
 10   13   43   14   21   19   26    81    3
 11   34   34   23   35   35   38    70   15
 12   10   37   31   22   20   20    69    2
 13   23   16   12   25   26   28    98   10
 14   45   13   11   37   39   43    94   20
 15   48   34   27   22   23   26    68    0
 16   33   44   14   22   22   30    77    2
 17   16   23   33   27   27   24    61   11
 18   43   42   14   25   25   33    68    6
 19   37   23   23   24   25   26    92    0
 20   29   45   13   29   28   35    69   11
 21   24   34   41   52   52   48    96   18
 22   20   14   29   24   24   20    83    5
 23   23   36   47   33   32   28    70    5
 24   41   50   49   46   46   45    84    6
 25   35   24   45   43   44   39    71   17
 26   42   49   21   40   40   48    82   13
 27   46   50   44   49   49   50    84   10
 28   36   26   23   41   42   44    89   18
 29   25   17   12   30   31   33    72   19
 30   47   40   41   36   36   36    66    8
 31   37   29   11   24   25   32    82    7
 32   33   15   31   27   28   24    89    3
 33   29   30   49   55   54   47    97   16
 34   30   29   44   49   49   45    79   20
 35   19   24   29   42   42   40    95   18
 36   22   36   37   32   31   29    87    2
 37   23   36   24   33   32   35    97    6
 38   42   36   24   37   38   42    82   12
 39   40   32   49   56   57   51    97   15
 40   13   20   25   20   20   18    61    7
 41   17   44   16   31   30   34    60   16
 42   11   36   21   18   16   19    71    1
 43   47   44   36   39   39   43    94    1
 44   40   31   15   37   37   45    97   13
 45   39   20   17   24   26   29    97    3
 46   12   44   17   34   32   38    71   17
 47   29   28   42   39   39   35    67   15
 48   31   43   36   38   37   39    73   11
 49   48   31   47   38   39   36    73    7
 50   29   18   44   51   51   43    92   20
 51   49   16   30   27   29   28    73    6
 52   44   35   14   28   29   37    86    6
 53   49   33   28   28   29   32    72    4
 54   39   20   21   28   30   31    85    8
 55   37   20   36   40   41   37    86   13
 56   10   22   45   45   44   34    95   15
 57   23   31   35   34   33   31    94    4
 58   42   44   30   25   25   29    69    0
 59   40   15   34   39   40   36    94   11
 60   27   26   44   30   30   25    61    8
 61   38   35   30   45   46   48    83   18
 62   48   31   44   35   36   34    66    8
 63   25   23   34   19   19   16    61    1
 64   35   37   36   28   28   28    76    1
 65   15   39   38   35   33   31    88    5
 66   46   43   23   45   46   54    98   13
 67   46   34   39   55   56   56    99   17
 68   20   34   31   45   44   44    97   16
 69   22   39   26   45   44   47    89   19
 70   42   24   42   39   40   36    88    7
 71   40   22   16   41   42   47    98   19
 72   41   26   29   33   34   34    75   10
 73   28   27   40   39   39   35    77   13
 74   39   17   50   45   47   36    98    8
 75   36   48   40   47   47   48    73   17
 76   40   26   27   42   43   44   100   13
 77   15   10   32   24   24   19    61   10
 78   33   24   18   25   26   28    76    8
 79   25   19   46   42   42   35    73   17
 80   21   45   24   41   39   45    94   13
 81   45   37   14   38   39   48    91   14
 82   31   12   32   32   33   28    81   11
 83   29   17   34   26   27   23    80    4
 84   12   24   35   27   26   21    79    5
 85   41   23   40   26   27   24    68    2
 86   16   49   48   54   52   48    97   13
 87   42   11   42   39   41   32    93    8
 88   45   10   28   36   38   36    63   20
 89   45   26   27   34   35   37    95    5
 90   10   35   11   16   15   20    75    3
 91   15   49   29   46   44   48    90   17
 92   31   36   50   39   39   34    74    8
 93   36   42   11   33   33   43    88   11
 94   26   45   15   37   36   46    98   12
 95   41   46   29   49   49   55    99   13
 96   43   21   17   23   24   27    61    9
 97   21   39   22   39   38   42    89   15
 98   25   36   14   23   23   28    68    8
 99   17   37   10   22   21   27    73    8
100   21   17   35   34   34   29    76   13
