index 302
DMU 150
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   16   22   14   16   23   23   22   23    68   11
  2   45   13   18   37   26   30   29   29    79    7
  3   10   48   31   22   33   30   29   31    78    8
  4   14   19   40   33   20   20   21   21    74    2
  5   37   35   30   41   24   25   24   25    69    0
  6   38   44   11   43   26   28   23   28    69    2
  7   31   31   26   36   37   38   37   38    70   16
  8   35   11   12   20   19   20   20   19    66    7
  9   23   10   22   39   26   30   28   30    91    8
 10   30   41   38   21   28   25   27   25    64    5
 11   40   37   20   18   49   47   48   47    96   19
 12   33   13   17   45   20   25   22   25    82    2
 13   19   34   44   11   43   38   43   38    94   15
 14   44   23   49   16   34   31   39   30    97    3
 15   34   18   32   25   24   25   27   24    84    3
 16   25   36   20   28   38   37   36   38    71   17
 17   40   24   31   48   27   30   28   29    65    6
 18   24   34   36   36   40   40   39   40    80   14
 19   26   17   45   18   35   33   39   33    87   13
 20   28   45   17   11   43   39   38   39    93   14
 21   34   11   14   22   20   22   22   21    91    3
 22   25   28   44   23   28   26   29   26    62    9
 23   17   33   25   38   37   38   35   39    67   18
 24   41   26   38   26   35   34   37   34    68   13
 25   37   19   42   18   39   38   44   37    95   13
 26   47   46   48   20   39   35   39   34    82    3
 27   15   37   18   13   23   21   20   21    90    1
 28   16   13   17   22   25   26   25   26    70   14
 29   34   27   42   23   26   25   28   24    70    4
 30   22   48   24   12   34   29   29   30    99    2
 31   23   11   12   47   20   25   21   25    70    7
 32   45   48   35   40   36   36   35   36    72    5
 33   28   17   19   17   28   28   29   27    75   13
 34   13   49   34   13   23   20   20   20    65    2
 35   21   37   17   26   37   36   34   37    78   15
 36   13   30   40   23   39   37   39   38    77   18
 37   46   48   37   25   35   33   35   33    65    8
 38   36   37   25   50   39   41   38   41    63   16
 39   38   48   42   23   48   44   46   44    89   11
 40   49   15   40   49   37   40   41   39    76   12
 41   46   14   42   48   43   46   47   45    78   18
 42   24   35   12   46   29   32   27   32    67   10
 43   17   36   29   13   37   33   34   33    90   12
 44   34   42   19   46   34   36   31   36    81    5
 45   47   42   31   20   48   46   48   45    80   18
 46   36   44   25   49   38   40   35   40    92    2
 47   30   28   39   35   30   30   31   30    63   10
 48   23   26   30   38   30   31   30   32    66   12
 49   13   26   17   50   36   40   34   41    90   14
 50   11   32   44   13   31   28   31   29    71   12
 51   49   43   47   48   51   51   52   51    93    8
 52   28   11   41   46   36   39   39   39    76   16
 53   38   29   44   36   33   34   35   33    61   12
 54   33   36   45   11   34   29   35   28    90    3
 55   19   26   22   13   40   38   39   38    92   20
 56   19   40   48   32   41   39   40   40    71   15
 57   30   36   18   47   31   34   29   35    88    3
 58   16   47   42   50   41   41   37   43    88    6
 59   34   27   18   43   29   31   28   31    72    8
 60   16   15   34   33   35   36   37   37   100   13
 61   40   49   38   34   44   42   42   42    84    8
 62   15   14   23   13   17   16   18   16    81    4
 63   39   35   14   19   46   45   44   44    91   19
 64   20   50   10   11   34   30   27   31    83    9
 65   27   50   12   41   48   50   42   50    97   14
 66   45   33   26   20   41   40   42   39    84   14
 67   39   38   30   49   33   35   32   35    76    4
 68   19   30   13   41   22   25   19   26    87    0
 69   42   43   40   44   46   46   45   46    99    4
 70   46   35   28   24   38   37   38   36    63   16
 71   24   13   19   39   30   34   32   34    72   16
 72   16   21   35   38   42   43   43   44    91   19
 73   24   30   21   25   38   38   36   38    95   13
 74   35   31   33   19   42   40   43   40    89   15
 75   49   34   24   34   37   38   37   37   100    2
 76   36   22   42   24   30   29   33   28    94    2
 77   31   39   15   13   35   33   32   33    81   12
 78   42   27   37   46   37   38   38   38    62   15
 79   37   43   26   39   33   34   31   34    78    4
 80   47   13   24   41   25   29   28   28    79    4
 81   14   14   50   41   25   27   29   28    96    1
 82   43   18   15   30   37   39   38   38    68   20
 83   38   26   12   18   32   32   32   31    82   12
 84   12   29   48   14   29   26   30   26    70   10
 85   46   13   23   45   40   44   43   43    74   20
 86   45   40   14   17   26   24   24   24    73    2
 87   35   40   23   33   34   34   33   34    62   13
 88   27   33   21   37   28   29   26   29    93    0
 89   13   49   46   50   42   42   39   44    85    8
 90   18   35   21   39   27   28   24   28    65    8
 91   45   38   17   36   43   45   42   44    73   18
 92   19   36   15   13   37   35   34   35    87   16
 93   13   43   16   14   21   18   17   19    75    1
 94   11   37   35   26   34   32   32   33    78   11
