index 571
DMU 250
input 5
output 5
instance 1
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   46   20   19   22   44   33   32   30   32   33    81    7
  2   36   31   46   47   25   30   31   32   30   31    70    5
  3   23   17   41   49   46   32   33   35   35   36    83    5
  4   15   23   35   40   25   41   42   44   44   44    95   17
  5   43   11   13   35   16   36   35   34   34   35    79   16
  6   43   40   32   24   49   48   47   46   47   47    93   12
  7   21   21   18   25   37   29   27   27   30   30    96    5
  8   40   17   11   32   27   19   18   17   18   18    67    1
  9   46   26   13   13   19   28   26   24   24   24    94    3
 10   36   44   42   49   25   50   50   52   50   50    91   15
 11   47   29   35   25   43   41   41   39   39   40    81   11
 12   36   29   27   45   36   29   28   28   29   29    74    3
 13   39   31   18   20   14   26   26   24   24   23    93    2
 14   35   27   50   20   15   35   40   39   33   36    88   11
 15   43   25   31   34   36   40   40   39   39   40    72   15
 16   28   40   26   26   35   20   20   20   21   20    61    1
 17   13   21   37   25   21   20   22   23   21   22    72    5
 18   48   36   49   11   47   44   47   44   42   44    82   13
 19   42   36   22   17   49   25   23   22   24   24    67    1
 20   12   49   23   12   33   32   31   31   33   31    75   12
 21   23   15   37   18   44   42   44   43   43   45    93   18
 22   50   36   17   10   46   33   31   28   31   30    95    0
 23   35   23   15   25   20   25   24   24   24   24    68    8
 24   26   18   45   13   48   31   33   32   31   33    70   11
 25   26   31   15   20   27   40   38   38   39   38    78   20
 26   37   34   20   40   17   33   31   32   32   31    90    5
 27   29   35   26   23   32   24   23   23   24   23    77    1
 28   48   28   45   20   29   34   36   34   31   33    67   11
 29   16   45   12   10   43   28   25   24   30   26    99    1
 30   14   46   28   38   20   37   36   38   39   36    77   15
 31   12   17   23   40   21   24   24   26   26   26    75    8
 32   22   46   26   39   16   36   35   36   37   34    83   11
 33   11   17   28   16   22   24   25   25   24   25    61   13
 34   26   21   35   46   21   43   44   46   44   44    95   16
 35   38   46   46   16   27   29   31   30   27   28    70    5
 36   25   21   11   47   50   45   41   42   48   46    81   19
 37   41   13   39   16   43   42   45   42   41   44    88   16
 38   39   23   26   23   24   41   41   40   39   40    82   18
 39   49   18   18   20   28   29   28   26   26   27    90    3
 40   22   18   25   27   28   31   31   32   32   32    94    9
 41   39   27   25   17   34   36   36   34   35   35    85   11
 42   19   44   30   45   32   34   33   35   37   34    93    3
 43   39   33   39   48   17   23   24   25   23   23    65    1
 44   44   46   33   29   36   50   49   48   48   48    86   16
 45   37   14   15   30   43   43   41   40   43   43    89   17
 46   25   33   30   11   48   37   37   36   37   37    67   17
 47   30   35   48   34   13   26   29   29   26   27    71    5
 48   34   22   46   49   17   46   49   50   46   48    96   16
 49   24   48   16   27   39   30   27   28   31   28    70    7
 50   39   38   31   26   45   43   42   41   42   42    78   14
