index 61
DMU 50
input 4
output 4
instance 1
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   47   38   41   31   34   34   33   34    74    5
  2   33   26   10   13   25   24   25   24    92    5
  3   17   47   19   38   40   40   42   41    86   14
  4   16   34   19   20   21   22   22   22    74    5
  5   23   12   48   15   32   35   31   35    90   13
  6   27   19   38   37   25   25   24   24    82    0
  7   12   44   14   42   34   34   37   35    99    6
  8   13   15   33   32   32   33   32   33    63   18
  9   45   19   38   19   28   28   27   28    70    7
 10   44   12   50   27   36   36   34   35    75   11
 11   18   23   20   18   26   26   26   26    67   13
 12   17   49   48   35   47   51   49   52    94   16
 13   30   47   34   38   41   42   42   42    66   17
 14   26   35   48   32   30   32   30   32    61   10
 15   25   41   23   44   44   44   46   44    86   15
 16   29   34   25   38   25   24   25   24    71    2
 17   47   23   35   30   46   44   44   44    97   12
 18   42   35   15   34   41   38   41   39    94    9
 19   16   18   20   32   27   26   27   26    86    8
 20   12   49   21   33   42   43   44   44    90   17
 21   40   35   31   13   37   38   37   38    81   14
 22   31   12   29   46   34   32   33   32    65   13
 23   38   24   22   32   38   36   37   35    89   10
 24   14   35   38   37   39   41   40   41    70   19
 25   45   34   14   44   36   33   36   33    67   10
 26   35   40   12   43   39   37   40   37    62   17
 27   47   38   32   37   45   44   45   44    94    8
 28   44   11   38   43   32   29   30   29    67    7
 29   21   26   34   29   33   34   33   34    79   12
 30   37   13   43   14   33   34   31   33    78   13
 31   34   34   23   10   35   36   36   36    92   13
 32   37   31   23   16   35   35   35   35    81   13
 33   12   45   13   11   19   21   21   22    93    2
 34   48   34   27   33   46   44   46   44    86   14
 35   44   14   16   23   41   37   39   37    98   14
 36   33   43   42   14   42   45   42   45    81   18
 37   37   23   23   29   46   44   45   44    97   17
 38   45   13   24   34   32   29   30   28    79    6
 39   41   20   14   29   38   35   37   35    68   18
 40   23   36   47   41   45   47   45   47    94   12
 41   50   49   35   24   52   53   53   53    99   14
 42   45   42   49   21   29   31   29   31    66    5
 43   46   50   44   36   46   47   47   47    80   12
 44   26   23   25   17   32   32   32   32    94   11
 45   12   47   40   41   33   36   35   37    85    6
 46   37   29   11   33   34   31   33   31    64   14
 47   15   31   29   30   33   34   34   34    99    8
 48   49   30   29   44   50   47   49   47    83   16
 49   19   24   29   22   24   25   25   25    78    7
 50   36   37   23   36   47   45   47   45    89   16
