index 152
DMU 100
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   23   26   10   19   17   18    75    2
  2   36   19   27   29   32   29   100    4
  3   15   29   11   24   21   23    88    5
  4   32   29   42   52   54   53    98   20
  5   32   16   16   19   20   18    92    0
  6   25   33   47   25   27   27    73    1
  7   26   39   39   44   43   44    99    9
  8   17   26   44   37   39   39    65   20
  9   27   46   16   32   27   31    90    1
 10   43   13   20   39   41   38    99   16
 11   11   29   45   44   45   46    96   18
 12   19   27   46   30   32   31    64   12
 13   32   13   31   28   32   29    92    8
 14   21   29   14   28   26   27    98    5
 15   23   12   36   30   33   31    74   15
 16   47   13   24   35   38   35    85   14
 17   41   23   47   30   33   31    62   10
 18   23   14   38   40   44   42    96   20
 19   35   29   17   23   22   22    67    4
 20   34   11   42   30   35   32    86   10
 21   34   42   32   31   29   30    79    1
 22   18   31   31   33   33   34    63   16
 23   42   26   46   45   48   46    84   16
 24   42   27   24   45   46   44    92   17
 25   44   13   23   32   34   31    69   15
 26   38   22   43   46   50   48    96   17
 27   42   26   12   45   44   43    97   18
 28   32   11   13   28   29   27    92   12
 29   20   38   43   36   36   37    81    9
 30   15   49   10   29   24   28    70    7
 31   28   38   11   33   29   31    86    7
 32   14   29   40   27   28   29    94    2
 33   20   37   11   25   22   24    75    5
 34   10   14   43   33   37   36    99   15
 35   18   49   40   34   31   34    80    3
 36   19   14   16   18   19   18    78    6
 37   19   32   41   40   40   41    89   13
 38   42   15   35   37   40   37    85   14
 39   44   47   46   41   40   41    73    7
 40   25   27   20   29   28   29    76   10
 41   28   41   25   32   30   32    80    5
 42   11   13   29   20   23   22    88    7
 43   13   24   19   24   24   25    63   12
 44   17   36   33   34   33   34    76   11
 45   30   18   33   27   29   28    67   11
 46   36   45   49   48   48   49   100    5
 47   10   22   33   31   32   33    61   19
 48   42   38   21   42   39   40    82   12
 49   50   50   41   52   51   52    94    7
 50   22   14   22   23   24   23    63   12
 51   16   22   14   32   30   31    99   13
 52   16   45   13   34   28   33    93    6
 53   18   37   10   42   37   40    97   16
 54   48   31   22   41   40   39    98    7
 55   14   19   40   27   29   29    78   10
 56   33   37   35   36   35   36    61   14
 57   30   41   38   37   36   37    91    3
 58   44   11   43   27   33   28    96    1
 59   31   31   26   42   42   42    88   16
 60   36   35   11   33   30   31    79    9
 61   12   20   23   31   31   32    94   14
 62   10   22   39   37   38   39    86   18
 63   30   41   38   44   43   44    83   13
 64   21   40   37   46   45   47    86   17
 65   20   18   33   28   31   30    95    8
 66   13   17   45   28   30   30    61   15
 67   19   34   44   41   41   42    69   19
 68   11   44   23   25   21   25    76    2
 69   49   16   34   28   31   28    72    7
 70   18   32   25   32   31   32    63   15
 71   25   36   20   23   20   22    69    2
 72   28   40   24   32   29   31    90    2
 73   31   48   24   58   53   56    98   20
 74   34   36   36   44   44   44    82   15
 75   26   17   45   36   40   38    80   16
 76   18   28   45   28   30   30    86    4
 77   17   11   34   14   16   15    68    2
 78   11   14   22   24   25   25    97   10
 79   25   28   44   34   35   35    66   14
 80   23   17   33   29   32   30    97    8
 81   25   38   41   33   33   34    92    1
 82   26   38   26   36   34   36   100    4
 83   37   19   42   25   29   26    84    1
 84   18   47   46   38   37   40    77    9
 85   48   20   15   38   38   36    68   19
 86   37   18   13   23   23   22    93    2
 87   16   13   17   28   28   28    66   18
 88   22   34   27   21   20   21    65    2
 89   42   23   22   31   31   30    84    7
 90   48   24   12   42   41   40    83   18
 91   23   11   12   30   31   30    90   17
 92   47   45   48   61   61   61    99   15
 93   35   40   28   34   32   33    88    2
 94   17   19   17   18   18   18    84    3
 95   13   49   34   36   34   36    65   13
 96   13   21   37   29   30   30    64   15
 97   17   26   13   21   19   21    73    6
 98   30   40   23   32   30   32    63   11
 99   46   48   37   48   47   48    89    8
100   25   36   37   39   39   40    85   11
