index 241
DMU 150
input 2
output 2
instance 1
DMU   i1   i2   o1   o2   eff  err
  1   42   13   25   23    61   10
  2   46   31   51   50    96   16
  3   10   42   42   45    83   18
  4   17   18   24   24    73   11
  5   40   31   45   44    89   14
  6   14   18   32   33    88   18
  7   19   32   36   37    70   17
  8   42   36   27   27    66    2
  9   30   24   32   31    97    6
 10   38   17   32   30    90    9
 11   44   41   27   27    65    0
 12   19   45   51   54    97   17
 13   36   44   33   34    81    0
 14   25   46   48   50    76   19
 15   15   47   51   54    98   17
 16   34   37   51   51    87   20
 17   38   37   34   34    78    5
 18   36   32   30   29    86    1
 19   12   48   40   43    74   15
 20   32   49   52   54    92   13
 21   25   41   36   37    97    2
 22   22   13   22   21    83    8
 23   16   21   22   22    94    4
 24   14   44   33   36    96    2
 25   13   23   29   30    86   13
 26   27   32   39   39    76   16
 27   11   40   36   38    65   17
 28   45   34   29   28    70    2
 29   37   37   40   40    89    7
 30   25   16   27   26    80   11
 31   34   25   36   35    97    8
 32   24   45   52   54    86   20
 33   32   46   39   40    76    8
 34   11   15   22   23    92   10
 35   33   39   37   37    73   10
 36   27   19   28   27    98    6
 37   40   29   34   33    81    7
 38   38   15   37   35    83   17
 39   25   28   29   29    99    2
 40   38   29   36   35    84    9
 41   45   25   42   40    72   18
 42   23   23   31   31    94    9
 43   22   37   50   51    95   20
 44   42   34   34   33    73    7
 45   41   43   55   55    88   18
 46   31   26   38   38    64   20
 47   40   36   29   29    64    5
 48   44   16   27   24    99    0
 49   21   41   28   29    63    7
 50   33   13   35   33    93   16
 51   22   40   40   41    84   12
 52   13   38   33   36    83   10
 53   21   45   33   36    85    3
 54   35   42   37   37    81    5
 55   33   16   26   24    74    9
 56   38   34   36   36    91    4
 57   47   33   47   46    71   20
 58   39   22   31   29    82    7
 59   15   34   33   34    64   16
 60   29   46   37   39    90    2
 61   31   35   34   34    62   13
 62   44   22   32   30    76    9
 63   40   12   41   38    91   20
 64   17   25   35   36    96   14
 65   40   13   20   18    69    4
 66   25   15   22   21    93    4
 67   49   36   37   36    61   12
 68   38   29   34   33    99    2
 69   44   39   41   41    76   10
 70   39   31   37   36    70   13
 71   25   48   39   41    71   11
 72   44   41   33   32    68    4
 73   28   33   29   29    63    9
 74   34   14   35   33    73   19
 75   35   47   51   52    79   18
 76   33   26   27   27    92    1
 77   33   25   35   34    63   17
 78   11   12   23   23    97   12
 79   38   10   23   21    61   10
 80   37   37   48   48    95   13
 81   42   34   28   27    69    2
 82   10   37   35   37    63   18
 83   35   43   44   45    64   19
 84   42   22   44   41    96   15
 85   21   42   37   39    83    9
 86   30   24   26   25    82    4
 87   34   38   29   29    66    5
 88   35   17   35   33    96   12
 89   22   36   33   34    85    7
 90   21   28   28   28    66   11
 91   41   41   40   40    95    1
 92   47   21   38   35    72   15
 93   32   44   50   51    99   11
 94   17   22   33   33    94   14
 95   21   31   16   17    61    0
 96   44   45   49   49    97    6
 97   50   44   37   36    68    5
 98   14   45   44   47    79   18
 99   16   11   31   31    96   19
100   38   16   40   38    84   19
101   44   45   48   48    72   16
102   24   38   30   31    77    5
103   16   49   45   49    82   16
104   22   22   39   39    89   19
105   12   30   37   38    90   16
106   45   47   60   60   100   14
107   44   21   39   37    80   15
108   49   18   34   31    65   14
109   13   30   33   35    88   13
110   31   29   36   36    65   17
111   15   40   28   30    77    5
112   37   25   36   35    95    8
113   23   22   32   32    75   15
114   40   36   34   34    86    2
115   43   26   40   38    76   15
116   32   44   33   34    81    1
117   33   50   45   46    73   13
118   19   44   47   50    92   16
119   43   20   23   21    64    4
120   29   22   32   31    67   15
121   48   28   34   32    83    4
122   37   18   30   28    73   11
123   40   31   38   37    69   14
124   44   37   42   42    81   10
125   47   19   34   31    76   11
126   15   45   39   41    69   16
127   47   26   29   27    81    1
128   48   15   35   31    84   11
129   28   25   36   36    77   16
130   30   18   36   35    72   20
131   35   11   38   35    93   19
132   14   46   32   35    89    2
133   22   29   38   39    77   18
134   30   15   20   18    84    2
135   12   30   38   40    80   20
136   36   46   60   61    99   18
137   11   49   31   35    89    1
138   29   30   33   33    87    7
139   34   17   20   18    80    1
140   28   11   24   22    79   10
141   44   13   40   36    90   17
142   41   26   27   25    74    3
143   27   47   53   55   100   14
144   22   21   27   27    78   10
145   47   33   43   42    60   20
146   20   30   22   23    61    6
147   24   16   22   21    77    7
148   48   29   45   43    71   19
149   47   39   34   34    65    7
150   41   41   46   46    72   16
