index 517
DMU 250
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   36   45   27   30   29   30    70    5
  2   30   49   46   39   39   39    86    1
  3   30   30   46   39   40   38    67   14
  4   39   37   49   38   39   38    81    4
  5   47   23   32   37   37   36    92    8
  6   50   42   35   54   53   54    94   16
  7   18   43   12   29   27   29    81    8
  8   35   35   11   27   24   27    98    2
  9   19   29   46   42   43   42    69   18
 10   49   17   47   52   54   51    95   18
 11   21   49   48   40   40   40    76    7
 12   45   25   40   36   37   36    73   11
 13   14   32   21   36   35   37    96   13
 14   37   23   14   30   29   30    62   16
 15   41   16   22   22   23   22    67    7
 16   11   33   26   36   35   36    75   16
 17   45   27   17   41   40   41    85   19
 18   12   33   17   20   19   21    68    5
 19   18   30   26   27   27   27    66   10
 20   35   38   25   32   31   32    91    3
 21   43   15   45   31   33   31    69    9
 22   15   11   12   14   14   14    73    5
 23   42   34   43   52   52   51    83   19
 24   46   41   46   46   47   46    67   17
 25   43   47   13   33   31   33    75    9
 26   36   15   33   25   26   25    95    0
 27   32   38   42   54   55   54    91   19
 28   49   30   43   47   48   47    82   15
 29   49   41   14   41   38   41    89   13
 30   45   45   22   34   32   35    91    2
 31   13   47   23   38   37   39    69   17
 32   48   13   43   27   29   26    75    3
 33   47   24   47   55   57   55    96   19
 34   19   11   46   41   44   40    81   19
 35   23   23   21   30   30   30    63   16
 36   34   14   20   23   23   22    98    3
 37   21   18   33   27   29   27    98    3
 38   14   36   42   38   39   38    64   16
 39   29   48   14   32   30   33    80    8
 40   43   21   29   35   35   35    77   13
 41   19   43   40   46   46   46    74   18
 42   41   35   27   39   38   39    60   19
 43   14   44   36   49   49   49    85   19
 44   43   10   14   25   24   24    88    9
 45   43   46   28   46   45   47    80   16
 46   17   38   40   41   41   41    77   14
 47   36   12   26   22   22   21    84    3
 48   39   31   20   32   31   32    74   11
 49   32   19   26   39   39   38    81   19
 50   17   19   32   27   28   27    67   11
 51   28   45   48   49   50   49    70   19
 52   23   47   15   26   24   27    72    5
 53   26   27   47   30   32   30    64    8
 54   46   42   11   33   30   34    95    5
 55   14   15   31   29   30   29    66   15
 56   48   13   21   20   20   20    84    1
 57   12   49   17   36   35   37    67   17
 58   34   16   36   22   24   22    74    2
 59   34   32   48   34   35   34    75    5
 60   16   44   40   42   42   42    75   14
 61   34   22   15   20   19   20    93    0
 62   47   18   33   31   32   31    86    6
