index 486
DMU 250
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
  1   42   34   50   52    94   15
  2   11   23   33   29    78   18
  3   15   22   36   33    85   19
  4   29   40   51   47    97   16
  5   24   23   33   33    69   17
  6   11   34   28   21    76    8
  7   31   47   50   45    92   12
  8   24   48   31   24    75    1
  9   48   37   50   54    87   15
 10   37   27   38   41    81   13
 11   12   43   34   27    66   13
 12   13   39   34   26    84    9
 13   46   26   38   45    89    9
 14   22   18   20   21    80    4
 15   13   14   21   20    70   11
 16   23   18   34   35    80   18
 17   10   11   14   13    90    4
 18   35   44   40   37    65   13
 19   21   47   42   34    81   11
 20   20   27   39   37    91   17
 21   46   50   38   37    62    8
 22   37   27   21   23    61    2
 23   15   47   41   30    98    6
 24   26   22   36   37    92   14
 25   12   47   46   35    86   16
 26   17   28   27   24    61   12
 27   11   21   16   14    70    4
 28   46   36   45   49    97    7
 29   16   21   26   24    98    7
 30   29   44   37   32    84    4
 31   32   33   38   38    71   15
 32   25   37   46   42    94   15
 33   26   33   23   21    72    1
 34   40   28   44   48    82   18
 35   48   19   30   38    78    7
 36   25   22   37   38    97   15
 37   37   26   37   40    61   19
 38   33   44   35   32    73    6
 39   41   18   31   36    65   14
 40   28   26   45   46    93   20
 41   45   42   44   44    60   18
 42   26   43   33   29    65    9
 43   20   20   30   30    86   13
 44   42   37   32   33    64    7
 45   26   46   44   38    71   16
 46   28   16   38   42    97   18
 47   24   36   29   25    84    2
 48   35   26   21   23    60    4
 49   21   49   30   23    67    4
 50   33   45   46   43    77   15
 51   44   25   34   38    66   13
 52   45   11   18   28    76    1
 53   21   44   45   37    93   11
 54   24   18   19   20    69    5
 55   26   33   46   43    97   16
 56   22   46   35   27    84    3
 57   35   17   24   29    73    7
 58   49   42   38   40    80    2
 59   41   28   26   29    64    5
 60   41   21   39   46    90   14
 61   26   14   13   16    66    1
 62   38   31   32   34    64   11
 63   26   23   37   38    85   17
 64   25   20   24   26    80    7
 65   39   41   38   37    61   13
 66   28   37   37   35    60   17
 67   19   50   29   20    70    1
 68   22   28   31   29    88    8
 69   28   26   33   33    71   14
 70   19   42   38   31    80   11
 71   28   40   26   23    64    3
 72   33   33   44   44    81   17
 73   35   45   37   34    81    3
 74   13   14   19   19    62   11
 75   49   27   36   42    70   12
 76   15   23   25   23    96    6
 77   38   46   55   53    89   17
 78   11   28   34   28    96   13
 79   35   35   26   26    67    3
