index 66
DMU 50
input 4
output 4
instance 6
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   23   41   44   43   36   39   36   38    66   12
  2   41   15   11   12   37   30   37   32    99   15
  3   46   12   30   22   35   34   36   33    65   17
  4   20   38   18   26   24   23   23   24    61    8
  5   27   24   20   34   30   30   30   30    87    7
  6   12   45   46   43   35   40   35   40    72   11
  7   23   43   27   24   29   27   28   29    67    9
  8   42   11   22   22   34   33   35   32    64   18
  9   14   30   13   33   23   23   22   24    90    2
 10   35   19   35   42   32   36   33   32    97    1
 11   20   21   23   17   28   28   28   28    77   13
 12   28   13   20   41   37   39   38   37    79   17
 13   45   40   11   43   49   42   47   45    95   12
 14   47   30   48   16   32   31   33   31    61   11
 15   38   28   25   38   32   31   32   31    69    9
 16   36   30   12   40   37   34   36   35    61   17
 17   13   17   39   50   20   28   21   24    72    1
 18   42   30   30   44   40   39   40   39    74   12
 19   37   23   32   30   42   42   43   41    86   16
 20   23   44   44   21   27   28   27   29    77    3
 21   33   41   43   17   42   40   42   42    84   14
 22   23   19   49   36   31   39   34   35    90    6
 23   42   34   26   38   46   43   45   44    86   14
 24   20   16   18   18   33   33   34   33    96   16
 25   45   42   26   34   42   38   41   39    65   16
 26   43   31   44   40   43   45   44   43    88    9
 27   47   26   37   48   54   55   55   53    93   17
 28   15   32   46   29   44   51   45   49    93   19
 29   35   22   18   31   28   26   28   26    90    3
 30   17   43   39   45   41   45   41   44    65   19
 31   10   30   16   41   25   27   24   27    69    8
 32   15   36   45   12   35   38   36   38    68   19
 33   46   42   17   11   44   33   42   38    93   13
 34   27   50   30   40   41   40   40   42    70   15
 35   12   37   11   40   31   31   29   33    99    5
 36   33   27   15   45   35   34   35   34    76   11
 37   36   39   32   32   33   31   33   32    85    3
 38   30   48   16   30   41   36   39   39    70   17
 39   33   32   23   18   29   26   29   28    62   12
 40   46   36   46   11   45   42   46   43    87   15
 41   40   48   42   14   44   40   43   43    68   19
 42   36   34   18   13   40   34   39   37    80   18
 43   25   43   27   25   39   37   38   39    69   18
 44   28   42   34   48   47   49   46   49    97   10
 45   48   42   28   11   38   30   37   34    81   10
 46   43   26   32   30   47   46   48   45    91   17
 47   40   11   18   13   24   21   25   21    74    8
 48   46   39   42   18   40   36   40   38    87    8
 49   11   23   20   39   35   39   35   38    91   15
 50   37   40   35   34   34   33   33   33    64   10
