index 367
DMU 200
input 2
output 2
instance 7
DMU   i1   i2   o1   o2   eff  err
  1   13   38   26   22    81    3
  2   42   41   46   46    78   14
  3   31   15   32   34    60   19
  4   10   45   33   28    67   12
  5   14   42   46   41    90   18
  6   11   29   28   25    76   11
  7   29   32   26   25    80    1
  8   38   46   49   48    87   12
  9   20   32   41   39    95   15
 10   11   16   18   17    94    5
 11   29   17   28   30    91    8
 12   34   12   32   36    97   12
 13   19   12   18   19    87    5
 14   47   38   41   42    74   10
 15   17   18   15   15    80    1
 16   26   10   33   37    95   18
 17   35   39   29   29    70    3
 18   49   16   46   52    97   18
 19   38   36   39   39    83    8
 20   27   42   31   29    81    2
 21   20   14   18   19    81    5
 22   10   35   28   23    93    4
 23   48   46   60   60    90   18
 24   50   23   32   37    87    3
 25   22   38   28   26    76    4
 26   48   38   39   40    71    9
 27   24   39   32   30    65   10
 28   35   34   46   46    82   18
 29   21   40   31   28    93    1
 30   13   37   41   37    82   18
 31   36   30   33   34    78    8
 32   19   16   25   26    76   12
 33   11   49   50   42    99   16
 34   18   20   17   16    87    0
 35   20   32   31   29    78   10
 36   29   37   34   33    83    6
 37   18   17   33   33    82   19
 38   39   40   45   44    72   16
 39   24   44   41   38    62   18
 40   16   13   24   25    74   14
 41   29   26   41   42    92   16
 42   42   47   52   51    94   10
 43   14   26   21   20    67    7
 44   18   12   21   22    80   10
 45   42   50   56   54    85   16
 46   30   36   37   36    86    8
 47   45   30   37   39    64   14
 48   14   28   34   32    99   12
 49   41   44   50   50    80   16
 50   21   29   28   27    89    5
 51   19   30   22   20    78    2
 52   11   43   23   19    70    2
 53   46   45   45   45    73   12
 54   16   31   39   36    86   17
 55   40   22   29   32    85    4
 56   45   18   20   24    61    3
 57   11   13   20   20    82   10
 58   13   45   36   29    94    5
 59   43   46   44   44    83    7
 60   12   10   28   28    89   18
 61   49   29   45   48    84   14
 62   18   39   40   37    71   18
 63   25   47   42   38    92    7
 64   29   22   33   34    67   16
 65   15   44   47   41    98   15
 66   20   46   49   45    81   20
 67   32   38   29   28    75    2
 68   17   14   11   11    70    0
 69   48   25   28   32    74    3
 70   13   22   20   19    75    6
 71   41   28   29   31    68    7
 72   43   36   43   44    84   10
 73   32   16   35   37    72   19
 74   39   21   37   40    69   18
 75   17   48   39   32    99    3
 76   36   45   31   30    67    3
 77   27   30   46   45    99   17
 78   49   46   46   46    86    5
 79   30   30   35   35    96    6
 80   46   39   36   37    77    4
 81   37   49   32   31    64    4
 82   47   23   33   38    85    6
 83   32   50   37   35    68    8
 84   42   35   34   35    90    0
 85   18   43   29   25    71    5
 86   12   35   36   33    70   18
 87   35   11   21   24    72    6
 88   19   29   30   29    63   14
 89   46   49   40   40    78    3
 90   17   47   47   42    88   16
 91   21   49   45   40    89   11
