index 127
DMU 100
input 2
output 2
instance 7
DMU   i1   i2   o1   o2   eff  err
  1   16   29   30   28    73   13
  2   33   19   25   27    61   10
  3   50   44   43   44    84    4
  4   16   13   17   17    96    3
  5   26   12   18   21    94    1
  6   43   29   46   49    78   19
  7   36   21   23   26    70    4
  8   12   44   31   25    87    5
  9   47   33   41   44    93    5
 10   15   20   26   25    84   11
 11   43   28   41   45    91   10
 12   44   41   50   50    87   13
 13   14   31   25   21    89    4
 14   39   33   33   34    85    3
 15   14   19   27   26    73   15
 16   32   48   51   47    87   15
 17   29   27   30   30    81    7
 18   40   22   36   39    64   17
 19   21   46   26   22    64    3
 20   24   39   24   22    72    1
 21   43   36   39   40    74   10
 22   47   20   32   37    76    8
 23   24   27   37   36    82   16
 24   30   41   55   52    99   19
 25   24   43   26   23    69    2
 26   49   23   35   40    80    8
 27   15   50   30   24    75    4
 28   28   27   28   28    98    1
 29   25   30   41   40    89   16
 30   18   29   42   40    91   20
 31   36   15   29   32    77   10
 32   13   32   34   30    89   13
 33   14   29   36   33    78   18
 34   26   35   34   32    77   10
 35   28   26   21   21    69    2
 36   38   25   35   37    84    9
 37   17   19   32   32    88   16
 38   15   46   40   34    69   17
 39   42   28   34   37    82    6
 40   19   24   31   29    99    9
 41   12   29   19   16    63    5
 42   41   32   42   43    88   10
 43   36   24   27   29    92    0
 44   18   26   38   36    91   17
 45   20   27   37   36    81   18
 46   19   25   32   31    65   17
 47   32   27   20   21    60    3
 48   30   43   47   44    95   11
 49   26   32   34   33    64   15
 50   30   27   32   33    92    6
 51   48   12   34   39    61   17
 52   41   41   36   36    79    4
 53   12   30   18   14    79    0
 54   47   35   35   37    82    2
 55   45   26   31   35    88    1
 56   34   16   41   45    96   18
 57   50   37   47   49    70   17
 58   34   12   36   40    82   18
 59   11   41   18   14    61    1
 60   44   30   24   26    66    0
 61   16   23   35   33    79   19
 62   34   48   38   36    67   10
 63   26   15   21   23    84    4
 64   12   40   32   28    62   15
 65   44   25   30   33    69    7
 66   41   11   33   37    62   18
 67   32   42   47   44    97   10
 68   26   24   28   28    88    6
 69   45   45   33   33    67    3
 70   27   42   41   39    68   17
 71   23   26   24   23    76    5
 72   50   28   40   44    60   18
 73   15   25   29   27    85   11
 74   43   43   52   52    89   14
 75   39   26   35   38    99    4
 76   14   41   21   17    66    2
 77   33   28   46   47    88   19
 78   39   49   46   44    86    8
 79   26   47   31   27    77    2
 80   11   12   17   16    92    6
 81   41   47   46   45    70   15
 82   46   30   33   35    64    9
 83   12   43   35   30    60   17
 84   10   24   28   25    85   13
 85   37   41   49   49    98   11
 86   23   23   25   25    96    3
 87   39   39   54   54   100   15
 88   15   12   15   15    73    5
 89   47   49   39   38    72    4
 90   32   29   46   46    88   19
 91   17   37   41   36    98   13
 92   16   18   33   33    88   18
 93   48   43   42   43    74    9
 94   33   33   39   39    89   10
 95   37   26   45   47    85   19
 96   16   43   44   39    84   18
 97   48   15   31   36    71   10
 98   47   22   39   45    90   10
 99   27   19   32   33    63   18
100   17   36   39   35    87   15
