index 32
DMU 10
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   35   26   24   20   19   20    66    1
  2   28   42   27   24   28   26    72    2
  3   33   15   42   42   35   38    71   18
  4   23   34   47   38   37   38    92    6
  5   25   12   44   37   30   33    70   16
  6   21   44   40   37   40   38    68   14
  7   50   15   21   31   26   28    77    7
  8   47   47   24   42   47   45    89    9
  9   21   24   35   34   32   33    90    9
 10   30   27   23   39   39   39    85   16
