index 126
DMU 100
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
  1   36   30   28   28    85    0
  2   12   40   38   35    93   13
  3   13   17   26   25    85   13
  4   39   50   55   54    83   18
  5   42   30   37   38    78    9
  6   30   44   47   45    93   12
  7   37   23   24   25    63    5
  8   32   30   44   44    83   18
  9   23   44   42   40    92   11
 10   44   21   27   29    66    6
 11   33   41   42   41    89    9
 12   43   17   29   31    71    8
 13   23   19   36   37    87   18
 14   49   36   53   54    93   14
 15   42   34   37   38    91    3
 16   26   38   41   40    77   16
 17   20   16   19   19    93    2
 18   18   18   29   29    98   11
 19   45   42   32   32    65    4
 20   26   34   40   39    98   10
 21   43   31   44   45    76   16
 22   44   40   46   46    97    5
 23   47   26   45   46    85   14
 24   37   48   56   55    89   18
 25   15   32   23   22    70    6
 26   46   29   48   49    83   17
 27   35   22   23   23    66    4
 28   18   31   40   39    94   17
 29   17   43   31   28    84    5
 30   39   45   56   55    90   18
 31   10   30   22   20    99    2
 32   16   41   47   44    96   19
 33   15   36   41   39    96   16
 34   45   12   25   28    80    3
 35   46   42   47   47    80   12
 36   17   11   20   21    95    7
 37   27   50   36   34    77    6
 38   30   40   40   40    75   14
 39   12   37   24   22    89    2
 40   11   40   32   29    79   11
 41   33   27   50   50   100   20
 42   15   45   35   33    96    6
 43   36   39   29   29    66    4
 44   32   32   40   40    85   13
 45   30   48   32   31    64    7
 46   16   30   30   29    66   15
 47   33   32   40   40    96    9
 48   23   18   27   28   100    7
 49   46   36   52   53    96   13
 50   46   11   27   29    78    5
 51   40   48   51   50    77   17
 52   42   14   42   44    83   19
 53   36   34   31   32    70    7
 54   18   13   28   29    94   14
 55   25   43   46   45    85   17
 56   27   25   27   27    96    2
 57   28   42   37   36    75   11
 58   34   48   37   36    77    5
 59   48   42   53   54    85   15
 60   28   11   25   27    96    7
 61   43   26   41   42    73   16
 62   32   30   40   40    91   12
 63   40   11   24   27    98    0
 64   18   13   21   22    92    7
 65   46   39   44   44    98    2
 66   42   18   27   29    72    6
 67   11   23   25   24    91    9
 68   20   39   34   33    63   15
 69   37   40   45   45    99    7
 70   35   34   28   28    61    7
 71   16   49   26   23    78    0
 72   15   11   24   24    91   12
 73   37   22   31   32    68   11
 74   17   14   32   32    88   18
 75   40   47   40   39    75    7
 76   27   29   40   40    76   19
 77   45   11   39   41    73   19
 78   19   11   25   26    81   13
 79   22   24   35   35    93   14
 80   36   27   37   37    88    9
 81   34   40   24   23    61    1
 82   36   46   46   45    73   16
 83   15   38   22   21    75    2
 84   43   43   49   49    80   15
 85   40   15   37   39    70   18
 86   19   18   19   20    62    8
 87   43   20   32   34    85    6
 88   49   26   31   33    73    4
 89   35   20   19   20    67    1
 90   12   37   24   22    89    2
 91   18   30   28   27    91    6
 92   19   47   31   29    80    4
 93   31   41   29   29    81    0
 94   24   37   30   29    98    0
 95   41   14   36   38    84   13
 96   34   40   49   48    85   17
 97   44   25   39   41    97    6
 98   25   32   37   37    68   18
 99   28   46   37   36    86    5
100   13   11   17   17    74    8
