index 483
DMU 250
input 2
output 2
instance 3
DMU   i1   i2   o1   o2   eff  err
  1   23   37   25   26    72    4
  2   43   25   32   30    67    8
  3   39   50   54   56    86   17
  4   38   27   47   45    89   17
  5   14   28   17   19    88    0
  6   28   43   42   45    89   12
  7   39   19   39   36    84   13
  8   17   28   31   33    71   16
  9   19   27   29   30    71   13
 10   36   17   37   35    65   19
 11   45   13   32   28    82    6
 12   16   21   24   24    81    9
 13   15   38   23   26    79    4
 14   18   33   29   31    80   10
 15   16   13   24   24    82   12
 16   27   20   19   18    66    3
 17   44   22   34   32    70   10
 18   29   43   41   42    66   18
 19   10   41   42   47    98   20
 20   28   31   22   23    76    0
 21   13   45   41   46    98   15
 22   34   23   29   27    84    4
 23   12   40   36   40    91   14
 24   23   11   33   32    84   18
 25   46   13   46   41    86   18
 26   33   28   41   41    88   14
 27   11   23   17   18    69    6
 28   41   26   34   32    65   11
 29   46   28   34   32    60   11
 30   49   43   45   45    78    9
 31   33   37   37   38    81    9
 32   20   30   34   35    75   16
 33   19   11   16   15    94    1
 34   28   43   34   35    63   12
 35   23   10   34   32    78   20
 36   34   35   25   25    61    4
 37   10   50   26   30    65    9
 38   39   44   47   48    92    9
 39   35   17   35   33    80   13
 40   24   38   41   43    95   13
 41   14   20   20   21    93    5
 42   34   23   40   38    77   17
 43   45   26   52   49    89   19
 44   48   19   37   34    66   13
 45   30   40   42   43    75   16
 46   41   19   31   28    95    1
 47   17   13   27   27    88   14
 48   23   22   24   24    66    9
 49   35   14   36   33    84   14
 50   38   39   41   41    86    8
 51   13   44   42   46    88   19
 52   21   24   21   21    68    6
 53   30   38   40   41    74   15
 54   45   26   44   42    67   19
 55   43   13   35   31    84    9
 56   45   30   49   47    98   11
 57   32   46   39   42    99    2
 58   27   42   33   35    99    0
 59   43   17   36   33    84    9
 60   38   13   32   29    79   10
 61   16   18   14   14    63    3
 62   41   25   40   38    73   15
 63   23   39   39   41    97   10
 64   24   33   39   40    68   20
 65   22   30   24   24    62    8
 66   28   35   22   23    68    1
 67   37   35   46   46    88   14
 68   40   33   45   44    84   14
 69   23   27   18   18    64    2
 70   17   20   24   25    79   10
 71   46   47   46   46    94    2
 72   38   29   43   42    84   14
 73   15   36   21   24    86    1
 74   12   47   39   43    82   17
 75   38   36   39   39    70   13
 76   43   40   56   56    91   18
 77   32   20   37   36    82   15
 78   36   36   42   42    70   17
 79   48   44   48   47    95    4
 80   33   21   26   24    78    4
 81   38   28   46   45    95   14
 82   46   45   50   50    70   18
 83   36   34   46   45    87   15
 84   26   37   38   39    82   13
 85   42   23   37   34    99    3
 86   11   20   19   21    96    5
 87   20   34   19   20    60    3
 88   13   29   14   15    60    2
 89   40   18   20   17    60    1
 90   30   36   31   32    96    0
 91   19   35   19   20    61    3
 92   48   22   55   51    94   20
 93   38   48   40   41    66   12
 94   27   19   35   34    67   19
 95   13   36   27   29    69   11
 96   19   25   22   23    90    3
 97   47   34   45   43    96    5
 98   42   41   41   41    96    1
 99   46   22   32   29    72    6
100   24   43   32   35    94    2
101   48   22   41   38    66   16
102   31   36   26   26    65    4
103   23   44   45   48    92   16
104   26   49   34   37    85    4
105   16   24   23   24    78    8
106   38   28   35   34    78    9
107   21   29   25   26    71    8
108   27   27   29   29    81    7
109   12   12   19   19    87    9
110   25   42   49   52    95   19
111   31   28   28   28    75    6
112   27   11   22   21    66    9
113   24   24   29   29    97    6
114   15   28   31   33    98   11
115   28   36   30   30    75    6
116   13   39   20   23    70    3
117   36   13   25   23    66    8
118   21   11   26   25    82   12
119   43   42   53   53    92   14
120   29   35   28   29    80    3
121   13   48   41   45    79   19
122   44   27   29   27    71    3
123   25   35   36   37    64   17
124   41   48   48   49    95    6
125   27   38   25   27    74    2
126   29   31   18   19    62    0
127   14   50   26   31    90    0
128   49   33   42   40    85    6
129   27   24   30   30    74   11
130   32   36   33   34    87    4
131   11   47   26   32    94    2
132   36   25   29   28    81    4
133   14   20   31   32    73   19
134   46   12   28   24    89    0
135   39   19   36   33    92    8
136   15   35   31   34    94    9
137   48   33   34   33    61    9
138   19   50   25   29    76    1
139   13   34   26   29    97    5
140   47   16   32   28    86    3
141   39   42   39   39    94    1
142   23   23   28   28    93    7
143   15   47   36   40    72   16
144   18   37   24   26    76    4
145   13   47   38   43    90   14
146   45   10   36   32    79   12
147   40   39   31   31    70    3
148   38   12   38   35    74   18
149   24   10   31   28    97   13
150   36   39   49   49    82   18
151   32   17   39   37    93   15
152   13   12   26   26    75   17
153   29   19   26   24    83    5
154   21   24   19   20    78    2
155   24   14   16   15    76    1
156   29   14   26   24    78    8
157   14   50   43   49    98   15
158   26   45   32   34    93    0
159   10   29   26   28    83   11
160   12   40   28   31    70   11
161   17   27   25   26    75    9
162   29   27   37   37    82   14
163   42   25   38   35    88    7
164   27   39   33   34    90    4
165   36   40   45   46    73   18
166   35   38   37   38    81    8
167   24   13   28   26    92   10
168   46   13   35   30    97    4
169   12   31   18   21    87    1
170   47   37   32   31    74    0
171   32   11   32   29    96   10
172   24   33   21   22    64    3
173   22   27   34   35    75   16
174   42   47   30   31    60    4
175   14   11   17   16    77    7
176   46   11   40   36    76   16
177   24   41   37   39    92    8
178   32   17   39   37    90   16
179   20   23   36   36    88   17
180   43   14   35   30    96    5
181   34   35   31   31    84    2
182   14   12   20   19    88    8
183   40   39   42   41    90    6
184   41   46   38   38    71    7
185   28   40   26   27    72    2
186   21   43   36   39    96    7
187   34   19   37   35    79   15
188   39   22   37   35    73   14
189   18   12   27   26    70   16
190   25   12   21   19    93    3
191   19   44   36   39    88   10
192   43   50   50   51    76   15
193   47   14   47   43    81   20
194   10   35   27   31    90    9
195   12   44   38   42    86   16
196   45   34   51   50    84   17
197   26   19   34   33    84   15
198   27   31   28   29    68    9
199   21   26   30   31    61   16
200   49   23   25   23    61    2
201   32   31   48   48    96   18
202   17   17   36   36    98   19
203   46   14   29   25    77    4
204   29   33   47   47    93   18
205   32   48   48   51    96   11
206   13   22   17   18    70    5
207   18   38   32   34    67   14
208   16   14   25   24    77   13
209   25   43   26   28    62    6
210   28   26   34   33    65   16
211   32   30   23   23    68    2
212   12   23   20   22    80    7
213   10   20   20   21    97    6
214   43   45   52   52    91   12
215   33   19   29   27    96    3
216   13   14   23   23    74   13
217   21   12   16   15    84    2
218   15   15   27   27    77   15
219   40   34   45   44    76   16
220   32   41   29   30    61    7
221   27   13   33   32    67   19
222   47   33   35   33    78    3
223   20   38   35   37    79   13
224   15   38   35   38    92   12
225   11   47   22   26    73    3
226   18   33   37   39    93   14
227   14   43   40   44    84   18
228   17   15   20   20    94    5
229   12   16   16   16    71    6
230   12   14   15   15    98    2
231   11   34   15   17    72    0
232   32   43   42   43    82   12
233   35   23   40   38    90   13
234   14   45   43   47    86   20
235   14   24   30   31    80   15
236   28   10   39   36    97   19
237   26   15   27   25    96    6
