index 33
DMU 50
input 3
output 3
instance 3
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   12   36   41   44   43   47    82   19
  2   39   38   31   36   34   34    96    1
  3   24   46   16   29   24   26    61   10
  4   15   25   18   20   18   19    74    5
  5   15   46   37   43   39   43    68   19
  6   30   47   25   37   32   34    78    9
  7   49   35   12   33   31   28    75    9
  8   49   24   19   39   39   36    63   20
  9   27   24   34   36   38   38    86   12
 10   49   32   12   32   30   26    87    5
 11   50   15   40   27   33   29    69    5
 12   19   17   29   25   26   27    61   12
 13   40   41   42   51   51   51    99   10
 14   46   13   18   27   31   26    87    7
 15   36   15   38   40   46   43    80   18
 16   45   44   17   29   25   24    71    3
 17   12   43   20   25   18   22    82    2
 18   41   15   20   38   41   37    93   16
 19   17   23   41   27   30   31    76    7
 20   33   41   24   36   32   33    88    6
 21   22   20   23   31   31   31    83   13
 22   18   33   17   35   32   33    66   19
 23   11   37   11   36   28   31    90   15
 24   28   45   36   38   34   37    98    1
 25   25   49   38   39   35   38    75    9
 26   48   39   46   63   65   64    99   20
 27   33   49   19   46   39   40    81   16
 28   38   32   47   42   45   45    92    7
 29   43   29   24   35   35   33    76   11
 30   24   37   45   35   36   38    88    4
 31   43   22   13   42   42   38    94   18
 32   36   42   13   37   31   31    82   10
 33   27   21   36   26   30   30    91    2
 34   27   31   29   33   32   33    95    5
 35   36   39   27   34   32   32    71    9
 36   12   47   30   33   28   32    67   11
 37   43   49   50   47   46   47    62   17
 38   37   15   21   35   38   35    92   14
 39   13   42   43   52   50   55    97   19
 40   10   30   39   22   22   25    71    3
 41   18   17   32   22   25   26    85    4
 42   30   23   39   23   26   26    69    3
 43   48   12   48   33   44   39    95    3
 44   12   42   16   38   30   34    95   13
 45   37   11   19   32   36   32    80   16
 46   11   15   14   20   20   20    76   10
 47   47   10   24   35   41   35    83   15
 48   42   45   22   45   41   41    75   17
 49   21   27   35   30   31   32    75    9
 50   17   43   42   51   48   53    99   16
