index 34
DMU 50
input 3
output 3
instance 4
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   18   40   43   23   30   30    73    2
  2   41   21   25   25   20   20    63    4
  3   17   32   39   22   27   27    71    4
  4   15   21   33   25   29   29    83    8
  5   27   17   14   27   22   22    90    7
  6   39   24   33   39   36   36    67   16
  7   10   49   12   18   27   27    73    5
  8   25   20   32   38   38   38    79   18
  9   49   49   44   38   38   38    70    5
 10   25   49   30   27   32   32    66    6
 11   37   19   14   42   34   34    97   15
 12   15   30   40   21   26   26    65    5
 13   12   20   22   34   37   37    92   19
 14   38   42   35   48   49   49    87   15
 15   24   38   29   41   45   45    91   15
 16   12   23   49   23   31   31    92    2
 17   41   39   15   31   28   28    83    3
 18   23   29   26   30   31   31    75   11
 19   17   26   46   40   46   46    93   16
 20   21   11   31   20   19   19    77    4
 21   18   25   48   38   43   43    75   18
 22   45   11   37   32   25   25    63    9
 23   13   21   49   22   28   29    89    1
 24   37   48   44   38   41   41    71    9
 25   43   27   45   36   33   33    61   11
 26   16   43   39   33   40   40    69   14
 27   11   41   13   23   30   30    80    9
 28   48   13   36   33   24   24    70    6
 29   40   43   23   44   43   42    73   17
 30   15   41   23   22   28   29    73    6
 31   48   12   38   54   43   43    91   19
 32   29   31   44   27   29   29    68    5
 33   21   12   16   24   21   21    84    9
 34   19   37   50   43   51   51    80   19
 35   44   35   27   46   42   42    85   14
 36   36   25   28   29   26   26    80    4
 37   45   26   12   24   17   17    70    1
 38   36   39   15   40   39   38    87   13
 39   48   28   40   50   43   43    97    9
 40   43   14   30   38   28   28    97    5
 41   41   47   37   34   35   35    70    5
 42   46   22   47   38   33   33    74    7
 43   30   48   12   23   25   25    66    4
 44   25   10   22   24   21   21    63   11
 45   21   21   30   36   37   37    98   13
 46   33   33   18   33   32   32    80   10
 47   17   22   14   24   25   25    77   11
 48   36   20   12   26   19   18    98    0
 49   18   48   23   32   37   37    62   16
 50   16   42   17   38   45   45    93   18
