index 331
DMU 150
input 5
output 5
instance 1
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   38   35   30   48   31   38   40   39   38   38    80   10
  2   44   25   23   34   35   39   39   37   40   38    78   13
  3   37   36   15   39   38   44   44   41   42   41    92   12
  4   46   43   23   46   34   30   32   29   30   29    67    5
  5   39   20   34   31   22   41   43   42   44   43    92   16
  6   39   26   42   24   42   33   31   32   34   34    83    3
  7   40   22   16   41   26   27   28   25   27   25    81    3
  8   29   28   27   40   39   35   34   34   33   33    68   11
  9   17   50   36   48   40   44   43   45   41   42    64   19
 10   40   26   27   15   10   31   34   32   35   34    71   17
 11   32   33   24   18   25   24   24   23   25   24    78    4
 12   19   46   21   45   24   27   30   29   25   26    70    7
 13   45   37   14   31   12   19   23   19   21   20    71    2
 14   32   29   17   34   12   31   36   33   33   32    95   11
 15   24   35   41   23   40   34   31   34   33   34    84    5
 16   16   49   48   42   11   30   35   37   31   34    68   13
 17   42   45   10   28   45   36   33   30   34   31    90    2
 18   26   27   10   35   11   29   34   31   30   29    86   13
 19   15   49   29   31   36   46   45   47   43   45    83   19
 20   50   36   42   11   26   31   32   31   37   35    99    1
 21   45   15   41   46   29   35   38   36   38   37    89    5
 22   43   21   17   21   39   26   24   22   27   24    67    5
 23   22   25   36   14   17   24   25   26   26   27    93    5
 24   37   10   21   17   35   32   29   28   33   31    80   10
 25   39   20   23   46   17   38   43   39   40   39    95   13
 26   31   45   28   32   31   41   42   41   40   41    89   12
 27   20   19   48   44   18   24   26   28   24   26    63    7
 28   27   11   18   42   19   35   37   35   35   34    87   15
 29   46   33   20   34   21   31   34   31   33   32    78    9
 30   32   34   39   22   16   33   36   36   36   36    75   15
 31   32   39   47   29   45   44   41   44   44   44    88    9
 32   37   47   32   47   11   21   28   25   23   24    70    2
 33   10   21   44   47   47   41   37   42   36   39    90    7
 34   21   17   23   23   42   42   37   38   39   39    84   16
 35   23   36   22   35   36   37   35   36   33   34    98    5
 36   45   44   19   44   11   21   26   23   23   22    64    4
 37   33   16   11   26   38   23   21   19   22   20    72    2
 38   48   49   47   39   38   52   53   53   53   53    78   19
 39   48   25   27   48   23   29   33   29   31   29    78    4
 40   50   11   26   23   44   32   29   28   32   30    61   10
 41   41   31   30   29   18   27   30   28   30   29    70    9
 42   47   43   13   45   25   27   31   26   28   26    74    3
 43   40   24   38   48   49   58   55   55   56   55    96   16
 44   11   39   18   23   26   33   32   34   31   32    94   11
 45   21   11   47   32   42   29   26   29   28   29    77    3
 46   50   36   10   41   16   26   30   25   27   25    72    6
 47   40   14   31   49   10   29   36   33   32   32    88    8
 48   14   31   22   10   32   28   24   26   26   26    98    4
 49   46   20   19   22   44   50   46   44   50   47    92   18
 50   36   31   46   47   25   33   36   36   34   35    85    4
 51   23   17   41   49   46   44   41   44   41   42    82   12
 52   15   23   35   40   25   40   41   43   38   40    85   17
 53   43   11   13   35   16   33   36   31   35   33    88   13
 54   43   40   32   24   49   39   36   36   39   37    71   10
 55   21   21   18   25   37   34   31   32   32   32    75   13
 56   40   17   11   32   27   28   28   24   28   26    88    4
 57   46   26   13   13   19   32   34   29   36   33    95   11
 58   36   44   42   49   25   30   33   33   30   31    65    7
 59   47   29   35   25   43   35   33   32   36   34    81    4
 60   36   29   27   45   36   35   35   34   34   34    73    9
 61   39   31   18   20   14   17   19   16   19   18    73    1
 62   35   27   50   20   15   25   28   29   29   30    78    6
 63   43   25   31   34   36   38   37   35   38   37    99    3
 64   28   40   26   26   35   30   29   29   29   29    82    4
 65   13   21   37   25   21   33   34   36   33   35    69   18
 66   48   36   49   11   47   58   54   55   61   60    98   19
 67   42   36   22   17   49   55   50   49   54   52    95   19
 68   12   49   23   12   33   29   26   29   27   28    82    7
 69   23   15   37   18   44   36   32   34   35   35    73   13
 70   50   36   17   10   46   47   42   40   47   44    82   17
 71   35   23   15   25   20   23   25   22   24   23    83    4
 72   26   18   45   13   48   39   34   37   39   39    70   15
 73   26   31   15   20   27   39   39   38   39   38    78   20
 74   37   34   20   40   17   18   21   19   19   19    65    1
 75   29   35   26   23   32   39   38   38   39   39    68   19
 76   48   28   45   20   29   46   47   46   51   49    85   19
 77   16   45   12   10   43   41   36   38   38   37    70   20
 78   14   46   28   38   20   35   38   39   33   35    87   12
 79   12   17   23   40   21   38   39   40   36   38    86   19
 80   22   46   26   39   16   19   22   21   18   19    65    2
 81   11   17   28   16   22   23   22   24   23   24    69   10
 82   26   21   35   46   21   39   42   42   39   40    77   18
 83   38   46   46   16   27   42   43   44   45   45    74   19
 84   25   21   11   47   50   43   39   38   37   36    87   10
 85   41   13   39   16   43   38   34   35   40   38    83   10
 86   39   23   26   23   24   22   23   21   24   23    80    1
 87   49   18   18   20   28   33   33   28   36   32    97    6
 88   22   18   25   27   28   34   33   34   33   34    96   10
 89   39   27   25   17   34   33   30   29   34   32    98    3
 90   19   44   30   45   32   43   44   45   40   42    92   12
 91   39   33   39   48   17   38   43   41   40   41    70   17
 92   44   46   33   29   36   40   40   39   41   40    86    8
 93   37   14   15   30   43   34   31   30   33   31    66   12
 94   25   33   30   11   48   41   36   38   40   39    64   19
 95   30   35   48   34   13   30   35   36   33   35    79   10
 96   34   22   46   49   17   32   37   36   34   35    85    7
 97   24   48   16   27   39   31   30   30   29   29    74    7
 98   39   38   31   26   45   44   41   41   44   43    92    9
 99   21   48   22   33   48   47   44   45   43   44    77   18
100   37   36   31   37   48   34   32   32   32   32    63    8
101   45   39   32   11   35   32   31   30   34   32    67   10
102   43   50   10   20   38   38   37   34   38   36    78   12
103   17   25   45   16   45   29   23   28   27   29    87    0
104   40   19   45   26   15   42   46   45   47   47    96   18
105   18   33   31   11   49   51   44   48   48   49    96   19
106   33   15   30   44   38   40   39   39   39   39    69   16
107   21   23   27   20   25   22   22   23   22   23    91    1
108   21   26   23   35   11   34   38   37   34   35    80   18
109   11   41   29   49   48   48   44   48   41   43    99    9
110   32   48   21   42   37   43   44   43   41   41    78   15
111   23   44   40   30   40   36   34   36   34   35    82    6
112   32   48   13   41   37   42   43   40   39   38   100    7
113   45   26   19   40   24   34   37   33   36   34    82   10
114   28   21   32   46   41   33   31   32   30   31    84    2
115   20   35   31   46   34   53   53   55   50   51    98   20
116   46   10   24   44   13   15   18   15   17   16    60    0
117   18   33   14   40   12   25   29   27   25   25    66   12
118   40   46   16   34   25   43   45   42   43   42    75   20
119   26   27   25   41   32   26   26   26   25   25    65    6
120   46   36   48   43   16   41   47   46   46   46    81   16
121   37   35   17   38   29   28   30   27   28   27    72    6
122   15   25   18   26   45   30   26   28   27   27    61   11
123   47   32   39   45   46   42   41   40   41   40    93    1
124   10   14   34   11   35   25   22   25   24   25    63   10
125   21   36   44   34   46   35   32   35   33   34    69    8
126   15   10   45   18   17   18   18   21   20   21    74    4
127   13   44   30   14   33   35   32   36   33   35    95    9
128   45   31   34   39   23   41   44   42   43   42    69   19
129   37   21   46   50   44   34   33   34   33   34    63    8
130   45   28   48   35   14   29   35   33   34   34    86    5
131   24   48   20   27   34   34   33   33   32   32    63   14
132   36   46   44   48   18   41   47   46   43   44    86   13
133   28   24   15   39   18   22   24   22   21   21    71    5
134   26   38   44   24   29   33   33   35   34   35    92    5
135   13   29   13   19   19   30   30   31   29   30    78   16
136   15   40   33   14   14   28   29   31   29   30    81   12
137   19   11   11   12   19   24   23   22   24   23    67   13
138   48   29   34   38   35   40   41   39   42   41    88    8
139   49   17   15   48   24   41   45   39   42   40    87   15
140   47   15   34   31   16   33   37   34   37   36    83   12
141   18   23   16   33   10   34   37   36   34   34    85   19
142   23   10   23   41   26   32   32   32   31   31    74   13
143   25   39   27   41   14   24   30   28   25   26    94    1
144   42   41   11   21   15   36   39   35   38   36    69   20
145   10   46   48   45   44   38   36   41   34   37    76    8
146   44   46   32   41   11   26   32   30   29   29    73    6
147   47   47   22   39   32   34   36   32   34   33    90    1
148   17   10   48   47   37   32   30   33   30   32    73    7
149   41   33   30   24   27   28   29   28   30   29    88    2
150   47   17   20   20   41   44   41   39   45   42    81   17
