index 248
DMU 150
input 2
output 2
instance 8
DMU   i1   i2   o1   o2   eff  err
  1   27   31   43   42    96   15
  2   19   14   23   24    98    7
  3   15   34   33   28    81   12
  4   27   44   47   42    95   12
  5   46   40   58   60    99   16
  6   21   20   22   22    67    8
  7   24   28   26   25    77    6
  8   27   16   27   30    86    9
  9   45   44   55   55    85   17
 10   48   23   42   48    84   13
 11   18   13   32   33    83   19
 12   40   38   35   36    65   10
 13   50   28   38   42    73   10
 14   38   19   19   23    69    0
 15   40   12   20   26    73    2
 16   24   27   30   29    82    9
 17   38   43   35   34    79    3
 18   41   45   47   46    83   11
 19   12   13   11   11    63    3
 20   23   14   17   19    69    5
 21   21   46   38   32    81   10
 22   14   26   25   22    67   11
 23   32   45   40   37    66   14
 24   13   21   28   26    73   15
 25   26   13   22   26    98    4
 26   32   19   23   27    91    1
 27   27   39   28   25    79    1
 28   48   23   32   39    88    2
 29   29   14   27   30    72   12
 30   44   11   36   43    74   17
 31   33   15   41   46    90   20
 32   32   17   31   35    82   12
 33   35   22   31   35    88    7
 34   29   35   33   32    75    9
 35   16   32   31   27    71   13
 36   23   16   25   27    91    8
 37   20   25   17   16    65    2
 38   44   26   33   38    97    0
 39   24   15   15   17    67    2
 40   25   44   44   40    71   19
 41   14   14   18   18    82    7
 42   26   12   16   20    83    1
 43   26   13   20   23    76    6
 44   24   26   18   17    66    1
 45   44   39   27   27    62    1
 46   12   38   34   27    94    9
 47   42   24   34   39    88    6
 48   27   21   35   37    93   13
 49   44   20   36   41    60   18
 50   33   27   33   34    62   15
 51   26   22   35   36    87   14
 52   40   44   42   41    85    6
 53   19   45   44   37    92   13
 54   32   20   39   42    95   15
 55   25   41   34   31    64   12
 56   40   46   43   42    72   12
 57   49   17   48   57    96   18
 58   16   28   21   18    89    1
 59   41   21   26   32    88    0
 60   40   19   27   33    90    2
 61   20   10   30   32    68   20
 62   41   29   44   48    99   10
 63   44   16   26   34    86    2
 64   25   35   32   29    88    5
 65   22   17   18   19    84    2
 66   30   21   39   41    84   18
 67   21   50   39   33    70   13
 68   36   22   45   49    96   18
 69   37   31   31   32    82    3
 70   31   40   42   40    67   18
 71   11   39   41   33    99   15
 72   30   19   24   27    90    3
 73   14   19   28   27    95   12
 74   23   39   42   38    78   17
 75   14   39   29   24    64   11
 76   15   17   31   30    84   17
 77   34   46   43   39    90    6
 78   44   23   27   32    74    3
 79   32   35   29   29    75    4
 80   34   34   41   41    99    7
 81   35   12   26   33    95    5
 82   24   20   32   33    95   11
 83   50   22   35   42    89    4
 84   40   29   33   35    73    8
 85   30   19   38   41    84   18
 86   29   46   39   35    76   10
 87   41   36   31   32    61    8
 88   34   14   34   40    89   14
 89   18   16   19   19    86    4
 90   20   47   28   23    62    6
 91   27   42   47   43    97   13
 92   30   36   31   30    62   10
 93   47   17   31   39    87    5
 94   17   42   35   29    82   10
 95   43   34   54   57    95   18
 96   20   43   24   20    61    4
 97   48   27   45   51    91   12
 98   29   35   31   30    68    9
 99   50   14   41   51    99   11
100   31   49   37   32    88    1
101   32   40   49   47    91   16
102   39   27   27   30    74    3
103   38   43   39   38    72   10
104   13   47   45   36    91   16
105   24   40   36   33    74   12
106   31   12   33   38    88   15
107   48   20   48   56    99   16
108   12   33   24   18    91    2
109   31   47   48   44    80   16
110   30   17   35   39    90   15
111   17   28   39   36    94   17
112   26   38   30   27    89    1
113   46   47   38   38    69    6
114   16   48   37   30    81   10
115   26   48   31   26    76    2
116   36   42   40   39    62   16
117   14   22   16   14    87    0
118   44   45   47   47    90    7
119   23   28   30   29    71   12
120   46   21   33   40    91    4
121   23   20   27   28    85    9
122   42   36   47   48    85   14
123   47   44   29   29    61    1
124   41   26   28   31    76    3
125   27   41   47   43    93   15
126   47   23   38   43    74   13
127   28   49   29   25    66    3
128   22   41   46   41    85   18
129   25   38   37   34    87    9
130   49   11   23   31    70    4
131   39   25   36   40    96    6
132   46   35   44   47    78   13
133   15   27   33   30    88   14
134   36   12   33   37    62   19
135   28   13   26   29    72   12
136   40   45   27   26    63    0
137   19   29   33   30    88   11
138   18   20   17   17    80    2
139   28   20   19   21    78    1
140   37   30   38   39    63   17
141   30   14   20   24    76    4
142   47   31   52   57   100   14
143   32   36   45   43    95   12
144   40   24   46   51    94   17
145   12   28   36   32    88   18
146   22   48   37   30    81    7
147   11   42   31   24    78    9
148   39   19   37   42    92   11
149   13   19   21   19    65   10
150   31   38   50   48    89   19
