index 153
DMU 100
input 3
output 3
instance 3
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   18   17   32   30   30   29    76   12
  2   30   23   39   32   33   32    64   12
  3   48   12   48   29   36   35    87    0
  4   12   42   16   37   33   33    69   20
  5   37   11   19   31   36   36    83   15
  6   11   15   14   28   27   27    77   17
  7   47   10   24   34   41   41    89   13
  8   42   45   22   28   28   28    68    4
  9   21   27   35   35   34   33    97    7
 10   17   43   42   42   37   37    75   14
 11   32   46   11   20   19   19    63    2
 12   24   18   28   24   25   25    81    5
 13   25   13   36   34   37   36    91   12
 14   37   19   11   26   30   31    97    7
 15   49   37   30   46   49   49    80   17
 16   21   32   43   34   32   32    77    8
 17   26   38   33   50   47   47    92   19
 18   16   40   48   29   25   25    63    5
 19   25   49   31   33   29   30    62   10
 20   42   26   38   47   51   50    95   15
 21   44   32   41   44   46   46    74   16
 22   45   21   17   30   35   36   100    5
 23   12   42   47   31   26   26    73    4
 24   21   35   19   26   23   23    97    1
 25   45   45   30   35   35   36    74    6
 26   26   33   25   33   31   31    94    6
 27   25   49   48   45   41   41    77   12
 28   12   29   19   18   15   15    73    2
 29   49   27   27   40   44   44    81   14
 30   49   34   20   46   50   50    98   15
 31   20   34   30   22   20   20    73    1
 32   24   46   17   43   39   40    87   17
 33   14   42   23   33   27   27    93    6
 34   22   35   48   35   33   32    75    7
 35   41   13   29   33   38   38    89   10
 36   49   42   25   51   53   53   100   14
 37   33   18   47   47   49   49    88   18
 38   31   14   20   23   26   26    77    8
 39   28   31   44   39   38   38    64   16
 40   39   48   17   27   26   27    78    1
 41   18   16   16   31   31   31    78   18
 42   36   43   30   44   42   43    93   10
 43   39   44   29   44   43   44    89   11
 44   42   25   42   42   45   45    69   18
 45   25   34   11   23   22   23    67    8
 46   45   17   25   36   41   41    78   16
 47   50   28   16   35   39   39    69   16
 48   44   26   34   29   33   32    77    4
 49   12   27   24   33   30   30    86   14
 50   16   20   23   16   15   15    67    2
 51   17   19   25   23   22   22    95    3
 52   16   25   27   19   18   18    63    4
 53   18   25   26   32   31   31    66   16
 54   27   35   38   32   31   31    71    8
 55   23   20   24   20   21   21    65    6
 56   34   45   22   44   42   42    88   14
 57   18   18   41   25   25   25    68    7
 58   24   28   12   28   28   28    83   11
 59   46   26   20   24   28   28    66    6
 60   18   43   39   33   29   29    63   10
 61   28   29   31   32   32   32    77    9
 62   43   28   41   37   40   39    70   12
 63   49   17   23   39   46   46    94   14
 64   48   31   33   38   40   40    72   12
 65   23   35   29   39   37   37    79   15
 66   31   20   28   35   37   37    93   11
 67   45   40   13   24   25   26    60    6
 68   21   11   48   33   35   34    91    8
 69   42   46   36   35   35   35    78    3
 70   26   33   18   26   25   25    81    5
 71   44   28   18   35   38   38    63   18
 72   46   46   44   61   61   61    95   18
 73   42   12   17   31   37   37    84   14
 74   45   15   49   34   39   38    73    9
 75   26   30   41   23   22   22    62    2
 76   44   40   38   49   50   50    90   13
 77   38   41   20   24   24   25    73    1
 78   21   44   10   34   31   31    61   18
 79   34   30   25   42   43   43    96   14
 80   25   18   18   25   26   26    63   13
 81   41   20   17   35   39   40    83   16
 82   14   39   46   43   39   38    78   15
 83   24   42   21   29   27   27    61   11
 84   25   43   34   31   28   28    73    5
 85   36   18   43   42   45   45    91   13
 86   49   31   47   44   47   47    76   13
 87   27   37   38   53   51   50    96   19
 88   14   10   45   36   37   36    78   17
 89   27   27   34   41   41   41    99   12
 90   16   31   20   28   25   25    93    6
 91   43   20   35   40   44   44    83   14
 92   26   38   16   32   30   31    87    9
 93   34   30   13   35   36   36    70   18
 94   16   21   40   39   38   37    80   17
 95   12   34   21   30   26   27    69   13
 96   41   20   20   27   30   30    61   12
 97   42   40   28   36   36   37    78    8
 98   40   29   37   46   48   48    93   14
 99   43   18   16   33   37   37    73   16
100   15   46   21   24   20   20    60    6
