index 458
DMU 200
input 5
output 5
instance 8
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   31   12   48   20   12   39   41   42   42   39    98   16
  2   33   31   47   30   17   43   46   47   45   44    84   18
  3   17   28   26   38   46   44   40   39   42   39    99   10
  4   47   16   48   26   48   39   37   37   39   38    66   14
  5   36   42   14   22   44   31   31   31   29   34    82    6
  6   45   23   28   46   21   35   36   33   36   36    65   14
  7   23   20   42   36   47   47   43   44   46   42    79   18
  8   44   41   26   27   41   48   49   49   47   52    99   14
  9   47   23   28   49   22   39   41   37   42   41    92    9
 10   41   25   38   49   11   34   37   35   38   36    90    6
 11   39   25   46   35   15   21   23   23   23   22    66    1
 12   27   36   12   28   13   25   27   26   26   28    66   11
 13   40   45   19   29   18   28   32   31   30   33    76    8
 14   20   28   20   37   30   22   21   20   21   20    70    2
 15   30   14   47   31   32   40   38   38   40   37    80   14
 16   36   40   24   12   28   24   26   27   24   28    82    3
 17   22   48   11   42   39   27   27   26   26   27    73    3
 18   19   13   19   31   38   20   16   15   18   17    73    0
 19   46   48   31   45   49   39   38   38   38   40    68    9
 20   17   27   36   35   34   37   36   36   37   34    79   12
 21   33   15   23   19   23   18   18   18   19   20    84    0
 22   32   29   33   13   19   35   37   38   35   37    77   17
 23   31   17   16   23   48   42   39   38   40   41    77   20
 24   41   29   38   22   24   29   31   31   30   31    67   10
 25   40   32   38   25   21   31   34   34   33   34    93    4
 26   41   15   47   17   21   36   37   38   37   37    96   10
 27   32   33   26   16   12   21   23   24   22   24    70    6
 28   44   38   43   10   12   27   31   34   29   32    83    6
 29   37   35   42   45   14   25   27   26   27   25    71    1
 30   22   46   39   38   40   50   49   51   49   48    81   19
 31   18   49   36   38   34   44   44   46   44   42    87   13
 32   34   20   46   32   17   33   34   34   35   33    73   12
 33   49   40   45   28   14   30   35   36   33   35    93    1
 34   34   40   24   25   49   43   41   42   41   43    65   20
 35   45   45   39   23   34   43   45   47   43   46    78   16
 36   26   11   39   36   12   32   32   31   34   30    71   14
 37   47   12   37   32   45   37   34   32   36   36    94    3
 38   11   41   18   49   38   47   45   44   45   43    84   18
 39   41   24   22   41   24   30   31   29   31   32    69   10
 40   38   49   41   30   40   55   56   58   54   56    92   19
 41   44   39   19   31   26   24   26   25   25   28    65    5
 42   12   37   40   21   41   40   38   41   38   36    83   13
 43   35   35   11   26   43   27   26   25   25   29    86    1
 44   24   16   35   37   20   35   35   34   36   32    95    9
 45   46   28   38   12   22   21   23   24   22   25    76    1
 46   13   38   30   28   13   23   25   26   24   22    75    5
 47   26   50   45   44   38   40   40   41   39   37    81    6
 48   31   28   42   15   39   46   45   47   45   45    89   18
 49   39   24   34   34   42   38   36   35   37   37    92    5
 50   26   22   29   43   35   37   35   34   37   34    69   14
 51   49   29   29   11   15   31   34   34   32   36    62   17
 52   27   15   31   16   20   33   33   34   34   33    67   19
 53   30   32   39   41   17   31   33   32   33   31    83    5
 54   13   11   13   33   43   29   23   21   26   23    96    3
 55   50   34   24   27   35   25   26   25   25   28    65    4
 56   27   14   11   15   47   33   29   28   30   32    88   11
 57   24   13   22   11   12   18   19   19   19   19    61    9
 58   27   23   37   46   41   35   32   31   34   31    76    6
 59   39   22   35   41   35   42   41   39   42   41    64   19
 60   33   47   12   10   14   24   29   30   24   31    94    6
 61   50   30   14   21   13   29   34   32   32   38    92   10
 62   46   36   45   16   45   27   26   28   26   28    62    4
 63   41   16   33   44   32   44   43   40   45   43    84   15
 64   45   23   15   18   24   29   31   29   30   35    91    9
 65   21   31   18   26   47   38   36   36   36   37    63   19
 66   30   26   38   18   22   35   36   37   36   36    81   14
 67   36   30   19   29   47   34   32   30   32   35    97    2
 68   18   34   27   31   12   29   31   31   30   29    76   11
 69   42   15   29   43   34   31   30   27   32   31    81    4
 70   39   43   13   43   41   32   32   30   31   34    79    4
 71   44   12   21   29   13   24   26   22   26   28    95    3
 72   42   11   24   33   17   34   35   32   36   36    85   13
 73   27   39   13   16   40   37   37   38   35   40    85   15
 74   37   16   46   29   19   46   46   46   48   45    99   17
 75   22   35   39   48   34   44   43   43   44   40    76   15
 76   10   32   13   12   44   39   36   38   35   37    96   16
 77   18   39   34   43   46   49   46   47   47   44    89   14
 78   23   28   33   29   47   40   37   37   38   37    74   14
 79   11   14   43   15   25   30   29   31   30   27    69   14
 80   48   21   11   19   19   25   28   25   26   32    94    6
 81   33   36   46   44   42   40   39   39   40   38    70   11
 82   12   39   39   25   31   39   38   41   38   36    72   17
 83   10   20   19   12   17   25   24   26   24   24    79   12
 84   40   26   11   12   25   31   32   31   31   35    68   17
 85   26   37   41   16   50   42   40   42   40   40    70   17
 86   45   38   20   50   42   36   36   33   36   37    66   10
 87   43   46   19   34   19   28   32   31   29   33    86    3
 88   16   29   10   17   31   26   25   25   24   26    90    7
 89   29   23   16   35   18   27   28   26   28   28    81    8
 90   11   35   35   13   10   17   18   21   17   17    60    5
 91   48   49   39   35   31   53   56   57   54   57    93   18
 92   39   35   40   42   49   48   46   45   47   46    91    9
 93   49   41   47   14   16   28   32   34   30   32    69    8
 94   45   33   26   24   19   26   29   28   28   30    70    8
 95   34   25   22   35   36   23   22   21   23   23    65    3
 96   21   15   31   25   24   35   34   34   35   33    72   17
 97   34   40   38   22   32   51   52   55   51   53    97   20
 98   23   23   24   35   18   28   28   27   29   27    99    3
 99   33   39   44   18   14   20   24   26   22   23    76    0
