index 301
DMU 30
input 4
output 4
instance 1
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   45   20   26   34   45   44   44   44    90   15
  2   19   23   18   35   20   22   24   20    75    4
  3   28   11   44   39   23   24   22   22    68    1
  4   10   44   42   35   42   44   44   43    74   20
  5   11   36   49   45   41   44   44   42    77   16
  6   23   15   13   19   30   30   30   30    63   19
  7   27   49   36   42   39   40   41   40    70   14
  8   33   34   27   13   26   24   23   26    66    7
  9   41   31   29   48   49   50   53   49    96   14
 10   12   12   18   13   23   23   23   23    87   11
 11   48   24   35   47   43   43   43   42    60   19
 12   41   23   14   30   30   29   31   29    87    6
 13   27   31   44   47   34   36   36   34    69    9
 14   48   40   21   31   53   52   54   54    96   20
 15   17   38   12   23   36   37   40   38    90   19
 16   31   48   41   23   47   46   44   48    93   14
 17   25   20   31   15   23   22   20   23    64    7
 18   19   44   45   34   49   50   49   50    89   19
 19   36   16   33   15   34   33   30   33    70   14
 20   18   28   49   34   41   43   40   41    78   16
 21   43   21   30   33   39   38   38   38    88    9
 22   20   32   17   47   35   38   43   36    83   15
 23   37   34   16   45   38   39   44   38    99    8
 24   15   24   29   13   37   36   34   37    90   18
 25   27   37   31   42   40   41   43   41    66   19
 26   34   44   20   31   21   21   23   22    66    1
 27   10   37   29   20   22   23   23   24    96    1
 28   31   48   20   35   37   38   40   38    61   19
 29   18   46   37   47   40   42   44   41    69   17
 30   49   29   26   20   37   34   33   36    98    4
