index 398
DMU 200
input 3
output 3
instance 8
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   15   17   34   28   32   28    86   10
  2   46   44   23   26   23   26    62    2
  3   32   35   34   34   34   33    73    9
  4   34   35   12   35   30   34    95    8
  5   24   20   50   28   33   29    63   10
  6   22   40   29   37   35   34    69   14
  7   30   19   29   39   42   42    93   17
  8   46   41   36   33   33   34    75    3
  9   34   14   18   25   26   27    61   13
 10   16   20   47   40   47   40    96   15
 11   27   42   30   40   37   37    85    9
 12   36   47   17   29   23   27    77    1
 13   17   42   43   45   44   40    90   11
 14   34   20   43   34   38   36    71   13
 15   48   27   29   28   29   31    72    5
 16   35   50   14   36   29   33    75    8
 17   31   49   32   31   28   28    71    2
 18   40   39   27   47   45   47    90   15
 19   38   43   13   34   27   32    95    2
 20   47   24   40   22   25   25    63    1
 21   31   12   48   20   27   24    68    3
 22   20   12   33   15   18   16    61    3
 23   31   47   30   38   34   35    73    9
 24   17   17   28   34   37   34    96   15
 25   26   38   46   38   39   36    79    8
 26   47   16   48   31   39   37    80    7
 27   26   48   36   47   44   43    73   17
 28   42   14   22   33   36   39    89   14
 29   44   45   23   41   37   41    70   14
 30   28   46   21   40   34   36    88    8
 31   23   20   42   27   33   28    99    1
 32   36   47   44   47   46   45    73   15
 33   41   26   27   34   35   36    60   17
 34   41   47   23   35   31   34    66    9
 35   28   49   22   40   34   36    77   11
 36   41   25   38   49   53   53    93   20
 37   49   11   39   36   43   44    92   12
 38   25   46   35   35   32   31    87    1
 39   15   27   36   29   30   27    95    3
 40   12   28   13   19   16   16    88    1
 41   40   45   19   31   26   30    70    5
 42   29   18   20   33   34   35    63   20
 43   28   20   37   27   30   29    73    8
 44   30   30   14   30   28   30    72   12
 45   47   31   32   26   26   28    64    4
 46   36   40   24   43   40   42    87   13
 47   12   28   22   23   21   20    91    2
 48   48   11   42   42   50   50    84   20
 49   39   19   13   23   22   26    80    6
 50   19   31   38   26   26   24    61    7
 51   46   48   31   36   33   36    75    4
 52   45   49   17   29   24   28    64    4
 53   27   36   35   46   46   44    95   14
 54   34   33   15   38   34   38    88   13
 55   23   19   23   26   27   27    83    9
 56   32   29   33   33   34   34    91    5
 57   13   19   31   25   26   24    69   10
 58   17   16   23   18   19   18    77    4
 59   48   41   29   45   42   46    97    7
 60   38   22   24   29   30   32    90    6
 61   40   32   38   41   42   42    71   16
 62   25   21   41   30   33   31    62   13
 63   15   47   17   31   25   25    73    7
 64   21   32   33   26   26   24    76    3
 65   26   16   12   16   16   17    60    6
 66   44   38   43   43   44   44    60   19
 67   10   12   37   24   29   24    82    9
 68   35   42   45   45   46   44    97    5
 69   14   22   46   37   41   36    70   18
 70   39   38   40   35   36   35    88    1
 71   18   49   36   38   36   34    61   14
 72   38   34   34   30   30   30    74    4
 73   20   46   32   47   43   42    83   16
 74   17   49   40   49   46   42    96   10
 75   45   28   14   36   34   38    72   16
 76   34   40   24   35   31   33    80    7
 77   25   49   45   32   30   28    71    1
 78   45   39   23   38   36   39    68   14
 79   34   26   11   25   23   26    70    9
 80   39   36   12   20   16   20    65    0
 81   47   12   37   28   32   33    62   12
 82   32   45   11   27   21   25    67    5
 83   41   18   49   25   30   29    65    5
 84   38   41   24   34   31   33    81    5
 85   22   41   24   21   18   19    62    1
 86   38   49   41   40   39   39    68   10
 87   30   40   44   32   32   30    78    1
 88   39   19   31   31   34   34    63   15
 89   26   12   37   28   33   31    63   15
 90   40   21   41   42   46   46    77   19
 91   35   35   11   28   22   27    93    1
 92   26   43   24   33   29   30    87    3
 93   16   35   37   34   33   30    77    9
 94   20   46   28   42   38   38    69   17
 95   38   12   22   18   21   23    91    0
 96   13   38   30   36   34   31    91    8
 97   28   13   26   31   34   34    91   13
 98   50   45   44   37   37   38    66    7
 99   38   31   28   42   42   44    87   15
100   42   15   39   36   41   41    82   14
101   39   24   34   41   44   44   100   11
102   34   42   26   27   24   25    60    5
103   22   29   43   38   41   37    94    8
104   35   49   29   40   35   37    83    6
105   29   11   15   15   16   18    82    2
106   27   15   31   34   38   36    87   15
107   16   20   30   30   32   29    89   10
108   32   39   41   27   27   26    71    0
109   17   13   11   16   16   17    61    8
110   13   33   43   28   30   25    89    0
111   50   34   24   47   45   50    95   14
112   27   35   27   36   34   35    67   15
113   14   11   15   17   18   17    99    4
114   47   24   13   40   38   43    81   19
115   22   11   12   12   12   14    82    1
116   27   23   37   32   34   33    61   15
117   46   41   39   42   42   43    73   12
118   22   35   41   35   36   33    65   13
119   35   33   47   33   36   34    76    5
120   12   10   14   12   13   13    89    2
121   50   30   14   34   32   37    72   13
122   21   13   46   29   35   31    73   12
123   36   45   16   41   35   39    76   14
124   45   41   16   53   47   53    96   19
125   33   44   32   37   35   35    78    7
126   45   23   15   32   31   35    72   14
127   18   24   21   33   32   32    85   14
128   31   18   26   36   38   38    74   19
129   47   30   26   36   35   39    99    4
130   38   18   22   37   39   41    96   15
131   36   30   19   24   23   25    76    3
132   29   47   18   31   27   29    60   10
133   34   27   31   30   31   31    74    8
134   12   42   15   39   32   32    89   13
135   29   43   34   37   36   35    62   14
136   39   43   13   49   42   48    94   17
137   43   41   44   50   51   51    88   13
138   12   21   29   21   22   20    79    4
139   13   42   11   30   24   25    67   11
140   24   33   17   31   27   29    90    7
141   27   39   13   30   24   27    89    4
142   16   40   37   51   49   46    97   17
143   16   46   29   43   40   39    68   19
144   19   22   35   32   34   32    62   17
145   39   48   34   54   50   51   100   11
146   10   32   13   37   32   32    88   17
147   12   44   18   21   16   16    68    0
148   39   34   43   47   49   48    89   14
149   46   23   28   28   29   31    66    9
150   33   29   47   33   37   34    91    1
151   11   14   43   32   39   32    91   13
152   15   25   48   42   47   40    94   14
153   21   11   19   32   34   34   100   17
154   19   33   36   32   32   30    63   12
155   46   44   42   44   43   44    79    9
156   12   39   39   46   45   41    95   14
157   25   31   10   27   23   26    79    8
158   20   19   12   21   20   21    72    9
159   17   40   26   35   30   29    96    4
160   11   12   25   20   23   20    86    7
161   26   37   41   31   31   29    71    5
162   16   50   45   32   30   27    71    2
163   38   20   50   28   33   31    61    9
164   42   43   46   53   53   53    89   14
165   19   34   19   31   27   28    76   10
166   16   29   10   24   20   21    91    5
167   17   31   29   31   30   28    89    6
168   23   16   35   23   28   25    98    1
169   18   11   35   30   34   32    65   18
170   35   13   10   15   15   18    77    2
171   48   49   39   43   41   43    85    4
172   35   31   39   38   40   39    82   10
173   35   40   42   25   25   24    60    1
174   49   49   41   31   30   31    66    0
175   47   14   16   34   36   41    96   14
176   45   33   26   37   35   39    98    4
177   24   19   34   28   32   29    99    4
178   25   22   35   32   35   33    95    7
179   36   21   15   28   27   31    96    7
180   31   25   24   17   17   18    63    1
181   34   40   38   45   44   44    73   17
182   22   32   23   30   28   28    75    9
183   23   24   35   22   24   22    83    0
184   18   33   39   26   27   24    80    1
185   44   18   14   34   34   40    98   13
186   41   13   29   28   33   35    99    6
187   20   28   48   32   35   32    67   11
188   28   31   37   41   42   41    70   19
189   13   20   42   32   36   31    92    9
190   34   36   33   34   33   33    71    9
191   10   39   36   23   21   18    69    0
192   49   11   49   34   44   43    98    6
193   19   33   35   35   35   33    65   15
194   27   21   25   41   42   42    99   18
195   43   27   40   44   47   47    95   12
196   11   49   48   42   41   35    87    6
197   42   48   50   61   61   60    99   14
198   44   47   16   40   32   38    96    3
199   35   12   21   25   28   30    96    7
200   32   45   17   28   22   25    76    1
