index 160
DMU 100
input 3
output 3
instance 10
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   14   35   50   40   36   35    78   12
  2   23   12   21   26   27   27    96   10
  3   12   46   21   36   31   32    93    5
  4   21   40   28   29   27   27    82    2
  5   47   43   47   49   49   49    64   20
  6   41   14   42   42   45   43    89   18
  7   49   14   43   39   43   41    80   16
  8   21   32   17   34   33   34    69   16
  9   24   30   26   34   33   33    88    9
 10   21   26   45   31   29   29    68   10
 11   45   34   41   37   39   38    80    7
 12   16   19   32   23   21   21    74    6
 13   39   18   29   38   42   41    99   14
 14   17   50   25   26   23   24    71    0
 15   28   17   20   23   24   24    80    7
 16   39   46   42   54   53   53    84   17
 17   49   13   12   28   33   33    68   15
 18   42   43   44   59   59   59    95   18
 19   46   15   31   22   25   24    67    5
 20   38   14   21   12   15   15    62    0
 21   30   22   39   33   33   32    98    5
 22   35   14   27   25   28   27    63   12
 23   48   39   38   47   48   48    66   20
 24   22   20   20   24   25   25    85    7
 25   20   29   27   35   34   34    90   11
 26   40   23   50   40   41   40    83   12
 27   27   46   42   34   32   32    61    9
 28   29   22   12   33   35   36    94   14
 29   17   43   14   48   45   47    93   20
 30   13   18   22   28   26   26    79   13
 31   20   20   43   32   30   29    88    8
 32   45   29   45   27   28   27    68    2
 33   43   24   17   36   39   39    71   18
 34   20   46   14   35   32   34    96    4
 35   47   44   40   53   54   54    95   12
 36   37   23   43   42   43   42    82   16
 37   40   20   45   49   52   50    96   20
 38   25   30   28   26   25   25    69    6
 39   33   31   17   29   30   30    73    9
 40   21   28   45   32   29   29    94    2
 41   24   45   36   37   34   35    80    6
 42   27   37   42   47   45   45    82   17
 43   37   31   15   26   28   28    67    8
 44   12   17   19   30   30   30    62   20
 45   30   23   28   26   27   27    68    9
 46   46   36   27   50   53   53    90   19
 47   27   16   50   37   37   35    93   11
 48   36   39   15   28   29   30    81    3
 49   11   20   25   38   36   36    92   20
 50   23   27   11   24   25   25    85    6
 51   35   21   39   31   32   31    72   10
 52   38   26   25   32   34   34    70   13
 53   32   18   17   23   25   25    79    7
 54   37   35   35   46   47   47    80   18
 55   37   47   27   44   44   45    74   15
 56   24   33   17   45   44   45    94   20
 57   31   36   19   24   25   25    61    6
 58   14   46   32   43   38   39    94    9
 59   37   29   43   48   49   48    91   17
 60   39   49   37   37   37   37    67    8
 61   37   38   27   34   34   35    78    7
 62   24   13   48   30   30   28    83    9
 63   11   14   20   18   17   17   100    3
 64   42   42   34   45   46   46    76   15
 65   17   29   43   36   33   33    88    9
 66   35   36   42   47   47   46    99   10
 67   20   48   16   46   43   45    85   17
 68   45   25   14   34   38   39    84   13
 69   16   48   11   42   38   40    93   12
 70   30   14   21   18   21   20    87    2
 71   34   14   39   39   41   39    84   18
 72   43   36   16   32   34   35    62   13
 73   19   24   44   30   28   27    89    4
 74   50   44   24   45   47   48    91    9
 75   40   39   21   35   37   37    92    4
 76   24   35   38   29   27   27    61    8
 77   36   21   43   39   40   39    89   12
 78   48   16   20   34   41   40    99   12
 79   33   48   11   41   41   43    79   14
 80   37   10   23   18   21   21    62    7
 81   21   36   38   38   35   35    79   11
 82   50   48   35   57   58   59    92   16
 83   17   13   39   26   25   24    89    7
 84   46   23   50   40   43   41    97    6
 85   38   28   14   27   29   30    70    9
 86   49   39   40   45   47   46    85   10
 87   32   13   27   28   30   29    69   14
 88   42   32   30   42   45   45    95   11
 89   12   44   31   44   39   40    90   13
 90   49   28   28   30   34   34    81    5
 91   13   19   44   28   26   25    76    9
 92   20   13   28   23   24   23    67   11
 93   25   34   19   31   30   31    84    7
 94   11   30   35   35   32   32    63   17
 95   47   28   48   36   38   37    91    2
 96   49   36   30   40   43   43    89    8
 97   22   25   46   45   43   42    82   20
 98   46   34   50   52   53   52    91   15
 99   46   20   49   32   34   33    72    8
100   32   11   33   22   24   23    77    6
