index 245
DMU 150
input 2
output 2
instance 5
DMU   i1   i2   o1   o2   eff  err
  1   21   44   21   25    65    1
  2   33   20   34   31    75   13
  3   39   23   35   31    93    5
  4   45   45   52   52    88   12
  5   33   18   30   26    72   10
  6   34   16   30   25    93    5
  7   20   43   33   38    81    9
  8   11   46   41   51    90   19
  9   41   16   33   29    62   14
 10   17   47   26   34    84    2
 11   38   38   34   34    72    7
 12   44   25   43   38    86   12
 13   23   24   33   33    85   13
 14   36   34   34   33    79    6
 15   30   39   41   44    93   10
 16   18   16   25   24    69   13
 17   38   33   41   40    83   11
 18   36   24   27   24    84    1
 19   34   29   41   40    74   17
 20   46   18   47   40    89   16
 21   26   38   29   31    74    6
 22   14   35   33   39    83   15
 23   15   44   33   40    73   14
 24   28   47   32   38    91    0
 25   39   48   37   39    87    0
 26   29   47   43   49    98    8
 27   25   41   37   41    83   11
 28   21   46   27   34    82    2
 29   28   28   27   27    88    2
 30   41   28   47   44    87   16
 31   45   49   41   42    63   12
 32   32   27   30   29    74    8
 33   15   15   24   24    97    9
 34   42   30   39   37    76   11
 35   28   32   46   47    92   19
 36   46   26   37   32    84    5
 37   29   31   38   39    92   11
 38   47   45   57   57    91   15
 39   40   17   46   40    92   18
 40   21   24   25   25    75    8
 41   14   22   13   15    66    2
 42   36   36   40   40    96    5
 43   20   16   24   23    86    8
 44   11   18   27   29    82   16
 45   39   29   39   37    68   15
 46   37   21   26   24    60    8
 47   46   46   48   48    77   13
 48   12   30   32   36    82   16
 49   44   45   36   36    62    8
 50   23   37   25   28    69    5
 51   39   26   32   29    81    5
 52   40   45   52   53    86   16
 53   26   23   27   26    83    6
 54   30   39   26   28    70    3
 55   11   37   36   44    98   15
 56   23   20   21   20    91    1
 57   43   43   41   41    86    4
 58   12   37   33   38    64   19
 59   33   12   23   18    77    4
 60   41   31   47   45    76   19
 61   49   43   46   45    64   16
 62   47   35   41   38    76    9
 63   27   15   38   35    94   17
 64   11   32   31   35    71   17
 65   40   33   48   46    92   14
 66   27   31   36   37    64   18
 67   35   40   38   39    87    6
 68   45   15   35   29    67   13
 69   37   20   41   37    76   18
 70   42   28   45   41    98    9
 71   30   17   34   31    98   10
 72   31   10   20   16    65    5
 73   35   28   32   30    67   10
 74   45   48   35   36    74    1
 75   24   27   31   31    62   15
 76   47   33   53   50    85   18
 77   26   15   27   25    76   11
 78   12   25   14   17    73    2
 79   14   43   43   52    95   19
 80   15   15   30   30    76   19
 81   23   47   42   48    86   14
 82   31   10   28   22    82    9
 83   20   21   27   28    66   14
 84   46   39   39   37    83    3
 85   23   36   38   41    78   16
 86   13   45   24   31    75    5
 87   19   14   22   21    95    6
 88   41   30   36   33    85    5
 89   13   36   24   29    69    9
 90   47   10   48   37    99   16
 91   31   26   33   32    90    7
 92   22   46   38   43    68   17
 93   27   23   27   26    74    8
 94   14   39   32   39    90   11
 95   50   50   50   50    79   10
 96   36   36   34   34    93    1
 97   40   18   26   21    81    1
 98   12   15   25   26    90   13
 99   33   39   33   35    94    0
100   41   43   45   45   100    3
101   39   34   44   42    88   11
102   16   33   24   29    90    4
103   15   24   20   22    86    4
104   42   30   45   42    88   12
105   25   11   30   28    64   18
106   45   20   24   19    62    2
107   40   10   36   29    83   13
108   40   28   41   37    96    7
109   13   41   27   34    82    7
110   22   50   34   39    60   14
111   34   10   26   19    95    3
112   20   24   26   27    69   11
113   34   44   57   60    99   19
114   48   44   35   34    74    1
115   43   36   37   35    82    4
116   35   44   44   46    86   11
117   15   25   33   35    75   19
118   12   15   17   18    97    4
119   15   15   26   26    83   14
120   27   28   33   34    85   10
121   43   34   33   31    84    0
122   22   14   25   23    76   11
123   32   15   37   32    90   14
124   46   26   33   28    76    4
125   20   16   31   30    70   18
126   37   30   35   34    89    5
127   41   14   42   35    93   14
128   29   27   28   28    72    8
129   36   46   51   53    79   19
130   30   34   28   29    60    9
131   42   40   34   34    73    4
132   45   32   43   40    65   17
133   41   27   42   39    85   12
134   40   46   43   45    83    8
135   13   40   36   44    91   15
136   25   16   36   34    95   16
137   34   22   41   38    90   15
138   15   33   22   27    91    2
139   40   22   27   23    66    5
140   50   25   49   42   100    9
141   15   50   28   36    73    7
142   21   17   37   35    85   20
143   48   23   34   29    68    8
144   21   26   23   25    88    3
145   41   28   35   31    92    2
146   23   11   20   17    78    6
147   43   33   41   38    99    2
148   37   19   27   23    73    5
149   28   19   31   29    68   14
150   19   17   17   16    80    2
