index 62
DMU 50
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   37   19   36   33   38   41   39   41    91   11
  2   41   48   40   44   46   46   46   45    92    6
  3   46   50   46   44   32   32   32   32    65    2
  4   44   18   22   43   30   33   30   30    85    4
  5   28   42   27   14   42   39   41   41    94   15
  6   22   45   34   34   45   43   45   43    97   11
  7   41   48   42   38   55   54   55   54    96   14
  8   19   29   26   35   34   34   34   33    75   13
  9   44   37   46   25   39   38   39   41    77   10
 10   46   35   39   49   45   47   45   45    70   16
 11   25   23   50   40   40   41   42   44    78   14
 12   14   28   33   40   43   44   44   43    91   17
 13   28   47   14   30   24   22   22   19    75    0
 14   15   34   24   15   30   28   30   29    61   16
 15   18   27   13   41   27   27   27   24    63   11
 16   46   31   21   14   33   33   32   33    79   11
 17   41   35   21   49   32   32   31   29    63    8
 18   24   44   44   22   38   36   38   39    74   13
 19   36   35   10   19   31   30   29   28    69   13
 20   39   16   41   49   23   26   24   25    67    0
 21   36   14   10   16   17   18   16   17    86    1
 22   29   43   27   15   30   27   28   28    83    5
 23   49   19   23   26   29   30   28   29    80    6
 24   10   36   19   27   17   15   16   14    68    0
 25   15   29   11   32   25   24   24   21    83    6
 26   29   42   32   16   40   38   39   40    86   14
 27   16   25   33   47   39   40   40   38    95   10
 28   26   39   39   17   46   44   46   48    99   16
 29   26   44   27   46   36   36   36   34    60   14
 30   16   43   13   20   24   21   23   20    72    6
 31   11   29   45   19   36   35   38   40    83   15
 32   27   46   32   13   41   37   40   40    92   13
 33   31   21   29   14   25   25   25   28    88    5
 34   23   12   36   47   24   27   26   26    71    4
 35   13   24   41   23   35   35   37   39   100   11
 36   47   23   14   38   32   34   30   29   100    1
 37   35   29   17   34   30   30   29   27    91    3
 38   11   42   34   42   41   40   42   39    72   17
 39   32   18   31   31   22   24   23   24    64    5
 40   42   26   46   42   39   41   40   42    72   12
 41   27   24   44   13   34   34   35   38    66   17
 42   23   38   22   43   24   23   23   20    72    0
 43   42   26   12   32   35   36   34   33    64   17
 44   11   13   20   38   19   21   20   19    66    6
 45   43   15   49   10   45   47   47   54    95   20
 46   28   38   11   14   18   16   17   16    63    3
 47   29   40   20   37   34   33   33   31    68   12
 48   11   10   14   43   21   23   22   19    87    4
 49   18   49   40   19   31   28   30   30    60   11
 50   14   16   19   32   27   28   27   26    98    7
