index 246
DMU 150
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
  1   43   26   38   38    82    9
  2   32   30   29   29    83    3
  3   40   11   40   40    75   20
  4   18   13   18   18    87    4
  5   46   39   36   35    76    3
  6   42   18   31   30    83    5
  7   11   23   27   27    90   12
  8   20   39   37   38    78   15
  9   37   40   54   54    98   16
 10   35   34   37   37    69   13
 11   16   49   34   35    75   11
 12   15   11   24   24    72   15
 13   37   22   35   35    87    9
 14   17   14   28   28    76   16
 15   40   47   42   42    83    6
 16   27   29   42   42    94   16
 17   45   11   27   26    91    0
 18   19   11   15   15    68    5
 19   22   24   19   19    78    1
 20   36   27   39   39    76   15
 21   34   40   43   43    95    8
 22   36   46   43   44    92    6
 23   15   38   24   25    76    5
 24   43   43   47   47    93    7
 25   40   15   33   33    70   13
 26   19   18   20   20    70    7
 27   43   20   45   44    92   15
 28   49   26   39   38    87    5
 29   35   20   28   28    76    7
 30   12   37   33   34    96   11
 31   18   30   26   27    78    8
 32   19   47   23   23    66    2
 33   31   41   30   30    74    4
 34   24   37   42   42    86   16
 35   41   14   29   29    85    5
 36   34   40   31   31    76    3
 37   44   25   36   36    71   11
 38   25   32   39   39    99   11
 39   28   46   33   33    83    3
 40   13   11   17   17    95    6
 41   35   43   41   42    94    5
 42   35   33   27   27    75    1
 43   28   43   36   36    95    3
 44   13   33   32   33    61   19
 45   42   16   34   34    71   13
 46   39   21   42   42    94   13
 47   37   43   31   32    74    2
 48   41   27   36   35    68   12
 49   43   48   43   44    76    9
 50   15   48   28   29    83    3
 51   26   47   34   34    72    8
 52   35   39   42   42    96    7
 53   20   33   38   38    85   16
 54   16   44   29   30    67   10
 55   34   40   43   44    99    7
 56   49   46   57   57    92   13
 57   46   30   51   51    91   16
 58   30   45   46   46    78   17
 59   27   25   35   35    91   11
 60   39   29   35   35    71   11
 61   50   46   37   37    76    0
 62   16   35   19   19    64    3
 63   14   16   19   19    88    6
 64   46   50   45   45    81    6
 65   46   28   49   48    76   20
 66   27   33   33   33    73   11
 67   20   44   32   33    75    9
 68   35   46   38   38    70   10
 69   25   27   39   39    89   16
 70   35   46   46   47    91   10
 71   23   41   43   44    78   19
 72   48   42   56   56    87   17
 73   48   22   29   28    69    4
 74   41   13   37   37   100    9
 75   49   11   41   40    72   18
 76   28   41   45   46    78   19
 77   18   38   33   34    78   12
 78   25   26   38   38    76   19
 79   23   31   38   39    69   20
 80   43   38   40   40    92    3
 81   11   23   18   18    78    5
 82   25   30   32   32    90    7
 83   20   12   24   23    83   10
 84   35   23   32   31    83    7
 85   17   39   23   23    85    0
 86   41   30   36   36    95    2
 87   31   48   31   32    63    7
 88   34   35   31   31    64    9
 89   47   18   46   46    99   13
 90   36   24   43   42    77   19
 91   10   37   28   28    65   13
 92   36   46   43   43    73   13
 93   27   34   38   38    88   11
 94   20   47   50   51    96   19
 95   32   23   17   17    61    0
 96   28   26   30   30    78    9
 97   45   38   50   49    85   14
 98   17   42   27   28    85    3
 99   14   32   33   33    72   17
100   18   29   37   37    94   15
101   42   20   40   40    98    9
102   38   47   38   38    69    9
103   22   45   43   43    79   17
104   18   45   37   37    78   13
105   20   45   34   34    85    7
106   13   49   34   34    64   15
107   42   15   32   31    94    4
108   33   24   39   39    96   11
109   22   39   21   22    65    2
110   14   33   30   31    86   11
111   49   21   46   45    88   14
112   18   37   27   27    78    6
113   24   40   36   37    78   12
114   29   23   35   35    81   14
115   36   19   34   34    71   14
116   45   49   51   51    92    8
117   23   38   25   26    75    3
118   44   13   36   35    93    8
119   33   20   40   40    74   20
120   41   25   37   37    78   11
121   42   34   46   46   100    8
122   11   23   28   29    69   17
123   15   22   22   23    85    7
124   29   40   49   50    92   18
125   24   23   23   23    90    2
126   11   34   29   30    95    9
127   31   47   54   55    95   18
128   24   48   36   36    77    9
129   48   37   46   46    89    8
130   37   27   39   39    63   19
131   12   43   27   28    92    3
132   13   39   32   33    62   17
133   46   26   35   35    87    3
134   22   18   31   31    85   14
135   13   14   13   13    60    5
136   23   18   36   36    88   18
137   10   11   14   14    91    4
138   35   44   36   36    87    2
139   21   47   34   35    62   14
140   20   27   29   29    90    8
141   46   50   39   39    65    8
142   37   27   37   37    84   10
143   15   47   29   30    82    5
144   26   22   19   19    70    2
145   12   47   23   23    67    4
146   17   28   25   25    75    8
147   11   21   24   24    87   10
148   46   36   57   57   100   16
149   16   21   17   17    62    6
150   29   44   53   53    98   18
